node1	node2	edge	sig
d__Bacteria |  p__Abditibacteriota |  c__Abditibacteria | Abditibacteriales |  f__Abditibacteriaceae |  g__Abditibacterium	d__Bacteria |  p__Acidobacteriota |  c__Holophagae | Subgroup_7 |  f__Subgroup_7 |  g__Subgroup_7.2	0.246526237989653	0.00976193385692747
d__Bacteria |  p__Abditibacteriota |  c__Abditibacteria | Abditibacteriales |  f__Abditibacteriaceae |  g__Abditibacterium	d__Bacteria |  p__Actinobacteriota |  c__Acidimicrobiia | IMCC26256 |  f__IMCC26256 |  g__IMCC26256	0.25778481450472	0.00680533794808613
d__Bacteria |  p__Abditibacteriota |  c__Abditibacteria | Abditibacteriales |  f__Abditibacteriaceae |  g__Abditibacterium	d__Bacteria |  p__Actinobacteriota |  c__Acidimicrobiia | uncultured |  f__uncultured |  g__uncultured	0.313626000806605	0.000897593415225106
d__Bacteria |  p__Abditibacteriota |  c__Abditibacteria | Abditibacteriales |  f__Abditibacteriaceae |  g__Abditibacterium	d__Bacteria |  p__Actinobacteriota |  c__Acidimicrobiia | uncultured |  f__uncultured |  g__uncultured.1	0.348245109435569	0.00020666693148641
d__Bacteria |  p__Abditibacteriota |  c__Abditibacteria | Abditibacteriales |  f__Abditibacteriaceae |  g__Abditibacterium	d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Propionibacteriales |  f__Nocardioidaceae |  g__Kribbella	0.481021097362841	1.19464021119953e-07
d__Bacteria |  p__Abditibacteriota |  c__Abditibacteria | Abditibacteriales |  f__Abditibacteriaceae |  g__Abditibacterium	d__Bacteria |  p__Bacteroidota |  c__Bacteroidia | Cytophagales |  f__Hymenobacteraceae |  g__Adhaeribacter.1	0.260893574748521	0.00614336480579958
d__Bacteria |  p__Abditibacteriota |  c__Abditibacteria | Abditibacteriales |  f__Abditibacteriaceae |  g__Abditibacterium	d__Bacteria |  p__Bacteroidota |  c__Bacteroidia | Cytophagales |  f__Hymenobacteraceae |  g__Adhaeribacter.3	0.482201033943879	1.10119625418292e-07
d__Bacteria |  p__Abditibacteriota |  c__Abditibacteria | Abditibacteriales |  f__Abditibacteriaceae |  g__Abditibacterium	d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.17	0.348410938654841	0.000205132063818336
d__Bacteria |  p__Abditibacteriota |  c__Abditibacteria | Abditibacteriales |  f__Abditibacteriaceae |  g__Abditibacterium	d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.48	0.268454680772901	0.00476595953295345
d__Bacteria |  p__Abditibacteriota |  c__Abditibacteria | Abditibacteriales |  f__Abditibacteriaceae |  g__Abditibacterium	d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.9	0.316357212559665	0.000804348263871546
