Full_name	Kingdom	Phylum	Class	Order	Family	Genus
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Gammaproteobacteria_Incertae_Sedis |  f__Unknown_Family |  g__Acidibacter.1	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Gammaproteobacteria_Incertae_Sedis 	  f__Unknown_Family 	  g__Acidibacter.1
d__Bacteria |  p__Myxococcota |  c__Polyangia | Polyangiales |  f__Polyangiaceae |  g__Pajaroellobacter	d__Bacteria 	  p__Myxococcota 	  c__Polyangia 	 Polyangiales 	  f__Polyangiaceae 	  g__Pajaroellobacter
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__uncultured.6	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__uncultured.6
d__Bacteria |  p__Chloroflexi |  c__Chloroflexia | Chloroflexales |  f__Herpetosiphonaceae |  g__Herpetosiphon.1	d__Bacteria 	  p__Chloroflexi 	  c__Chloroflexia 	 Chloroflexales 	  f__Herpetosiphonaceae 	  g__Herpetosiphon.1
d__Bacteria |  p__Acidobacteriota |  c__Acidobacteriae | Bryobacterales |  f__Bryobacteraceae |  g__Bryobacter	d__Bacteria 	  p__Acidobacteriota 	  c__Acidobacteriae 	 Bryobacterales 	  f__Bryobacteraceae 	  g__Bryobacter
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Caulobacterales |  f__Caulobacteraceae |  g__uncultured	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Caulobacterales 	  f__Caulobacteraceae 	  g__uncultured
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Burkholderiales |  f__Comamonadaceae |  g__Polaromonas	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Burkholderiales 	  f__Comamonadaceae 	  g__Polaromonas
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.37	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.37
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Burkholderiales |  f__SC-I-84 |  g__SC-I-84.6	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Burkholderiales 	  f__SC-I-84 	  g__SC-I-84.6
d__Bacteria |  p__Myxococcota |  c__Polyangia | Polyangiales |  f__Polyangiaceae |  g__Pajaroellobacter.1	d__Bacteria 	  p__Myxococcota 	  c__Polyangia 	 Polyangiales 	  f__Polyangiaceae 	  g__Pajaroellobacter.1
d__Bacteria |  p__Actinobacteriota |  c__Thermoleophilia | Solirubrobacterales |  f__Solirubrobacteraceae |  g__Solirubrobacter.2	d__Bacteria 	  p__Actinobacteriota 	  c__Thermoleophilia 	 Solirubrobacterales 	  f__Solirubrobacteraceae 	  g__Solirubrobacter.2
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.34	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.34
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.38	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.38
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Micropepsales |  f__Micropepsaceae |  g__uncultured	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Micropepsales 	  f__Micropepsaceae 	  g__uncultured
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Xanthobacteraceae |  g__Rhodoplanes.1	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Xanthobacteraceae 	  g__Rhodoplanes.1
d__Bacteria |  p__Chloroflexi | 0.973341648 |  |  | 	d__Bacteria 	  p__Chloroflexi 	 0.973341648 	  	  	 
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Xanthobacteraceae |  g__Bradyrhizobium.3	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Xanthobacteraceae 	  g__Bradyrhizobium.3
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.36	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.36
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingoaurantiacus	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingoaurantiacus
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.37	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.37
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.39	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.39
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.40	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.40
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.41	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.41
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Pseudonocardiales |  f__Pseudonocardiaceae |  g__Pseudonocardia.4	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Pseudonocardiales 	  f__Pseudonocardiaceae 	  g__Pseudonocardia.4
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Micrococcales |  f__Intrasporangiaceae | 0.99254881	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Micrococcales 	  f__Intrasporangiaceae 	 0.99254881
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rickettsiales |  f__Mitochondria |  g__Mitochondria.1	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rickettsiales 	  f__Mitochondria 	  g__Mitochondria.1
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Burkholderiales |  f__SC-I-84 |  g__SC-I-84.7	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Burkholderiales 	  f__SC-I-84 	  g__SC-I-84.7
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Xanthobacteraceae |  g__Bradyrhizobium.4	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Xanthobacteraceae 	  g__Bradyrhizobium.4
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Burkholderiales |  f__Oxalobacteraceae |  g__Massilia.6	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Burkholderiales 	  f__Oxalobacteraceae 	  g__Massilia.6
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Caulobacterales |  f__Caulobacteraceae |  g__Phenylobacterium.2	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Caulobacterales 	  f__Caulobacteraceae 	  g__Phenylobacterium.2
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Micrococcales |  f__Intrasporangiaceae | 0.99253089	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Micrococcales 	  f__Intrasporangiaceae 	 0.99253089
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Burkholderiales |  f__SC-I-84 |  g__SC-I-84.8	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Burkholderiales 	  f__SC-I-84 	  g__SC-I-84.8
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Caulobacterales |  f__Caulobacteraceae | 0.999813735	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Caulobacterales 	  f__Caulobacteraceae 	 0.999813735
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Steroidobacterales |  f__Steroidobacteraceae |  g__uncultured	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Steroidobacterales 	  f__Steroidobacteraceae 	  g__uncultured
d__Bacteria |  p__Gemmatimonadota |  c__Gemmatimonadetes | Gemmatimonadales |  f__Gemmatimonadaceae |  g__uncultured.1	d__Bacteria 	  p__Gemmatimonadota 	  c__Gemmatimonadetes 	 Gemmatimonadales 	  f__Gemmatimonadaceae 	  g__uncultured.1
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Micropepsales |  f__Micropepsaceae |  g__uncultured.1	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Micropepsales 	  f__Micropepsaceae 	  g__uncultured.1
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.43	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.43
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.38	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.38
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Burkholderiales |  f__Oxalobacteraceae |  g__Massilia.7	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Burkholderiales 	  f__Oxalobacteraceae 	  g__Massilia.7
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Frankiales |  f__uncultured |  g__uncultured	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Frankiales 	  f__uncultured 	  g__uncultured
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Steroidobacterales |  f__Steroidobacteraceae |  g__uncultured.1	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Steroidobacterales 	  f__Steroidobacteraceae 	  g__uncultured.1
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Devosiaceae |  g__uncultured	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Devosiaceae 	  g__uncultured
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.44	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.44
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.45	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.45
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Beijerinckiaceae |  g__Microvirga.1	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Beijerinckiaceae 	  g__Microvirga.1
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.46	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.46
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Caulobacterales |  f__Caulobacteraceae |  g__Caulobacter	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Caulobacterales 	  f__Caulobacteraceae 	  g__Caulobacter
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.47	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.47
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.48	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.48
d__Bacteria |  p__Bacteroidota |  c__Bacteroidia | Cytophagales |  f__Hymenobacteraceae |  g__Adhaeribacter.5	d__Bacteria 	  p__Bacteroidota 	  c__Bacteroidia 	 Cytophagales 	  f__Hymenobacteraceae 	  g__Adhaeribacter.5
d__Bacteria |  p__Chloroflexi |  c__JG30-KF-CM66 | JG30-KF-CM66 |  f__JG30-KF-CM66 |  g__JG30-KF-CM66.3	d__Bacteria 	  p__Chloroflexi 	  c__JG30-KF-CM66 	 JG30-KF-CM66 	  f__JG30-KF-CM66 	  g__JG30-KF-CM66.3
d__Bacteria |  p__Myxococcota |  c__Polyangia | Haliangiales |  f__Haliangiaceae |  g__Haliangium.1	d__Bacteria 	  p__Myxococcota 	  c__Polyangia 	 Haliangiales 	  f__Haliangiaceae 	  g__Haliangium.1
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Xanthobacteraceae |  g__Rhodoplanes.2	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Xanthobacteraceae 	  g__Rhodoplanes.2
d__Bacteria |  p__Actinobacteriota |  c__Acidimicrobiia | uncultured |  f__uncultured |  g__uncultured.1	d__Bacteria 	  p__Actinobacteriota 	  c__Acidimicrobiia 	 uncultured 	  f__uncultured 	  g__uncultured.1
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Propionibacteriales |  f__Nocardioidaceae |  g__Nocardioides.5	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Propionibacteriales 	  f__Nocardioidaceae 	  g__Nocardioides.5
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.50	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.50
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.51	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.51
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Propionibacteriales |  f__Nocardioidaceae |  g__Kribbella	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Propionibacteriales 	  f__Nocardioidaceae 	  g__Kribbella
d__Bacteria |  p__Actinobacteriota |  c__Acidimicrobiia | uncultured |  f__uncultured |  g__uncultured.2	d__Bacteria 	  p__Actinobacteriota 	  c__Acidimicrobiia 	 uncultured 	  f__uncultured 	  g__uncultured.2
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.52	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.52
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Propionibacteriales |  f__Nocardioidaceae |  g__Nocardioides.6	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Propionibacteriales 	  f__Nocardioidaceae 	  g__Nocardioides.6
d__Bacteria |  p__Bacteroidota |  c__Bacteroidia | Chitinophagales |  f__Saprospiraceae |  g__uncultured	d__Bacteria 	  p__Bacteroidota 	  c__Bacteroidia 	 Chitinophagales 	  f__Saprospiraceae 	  g__uncultured
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Xanthobacteraceae |  g__uncultured.4	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Xanthobacteraceae 	  g__uncultured.4
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Micromonosporales |  f__Micromonosporaceae | 0.99963784	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Micromonosporales 	  f__Micromonosporaceae 	 0.99963784
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.41	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.41
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Burkholderiales |  f__SC-I-84 |  g__SC-I-84.9	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Burkholderiales 	  f__SC-I-84 	  g__SC-I-84.9
d__Bacteria |  p__Deinococcota |  c__Deinococci | Deinococcales |  f__Deinococcaceae |  g__Deinococcus	d__Bacteria 	  p__Deinococcota 	  c__Deinococci 	 Deinococcales 	  f__Deinococcaceae 	  g__Deinococcus
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Devosiaceae |  g__Devosia.1	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Devosiaceae 	  g__Devosia.1
d__Bacteria |  p__Actinobacteriota |  c__Acidimicrobiia | Microtrichales | 0.916385765 | 	d__Bacteria 	  p__Actinobacteriota 	  c__Acidimicrobiia 	 Microtrichales 	 0.916385765 	 
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.54	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.54
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Beijerinckiaceae |  g__Psychroglaciecola	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Beijerinckiaceae 	  g__Psychroglaciecola
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Pseudonocardiales |  f__Pseudonocardiaceae |  g__Pseudonocardia.7	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Pseudonocardiales 	  f__Pseudonocardiaceae 	  g__Pseudonocardia.7
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.55	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.55
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Burkholderiales |  f__Comamonadaceae | 0.999866142	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Burkholderiales 	  f__Comamonadaceae 	 0.999866142
d__Bacteria |  p__Actinobacteriota |  c__Thermoleophilia | Solirubrobacterales |  f__67-14 |  g__67-14.1	d__Bacteria 	  p__Actinobacteriota 	  c__Thermoleophilia 	 Solirubrobacterales 	  f__67-14 	  g__67-14.1
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Beijerinckiaceae |  g__Microvirga.2	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Beijerinckiaceae 	  g__Microvirga.2
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.57	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.57
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Xanthomonadales |  f__Rhodanobacteraceae |  g__uncultured	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Xanthomonadales 	  f__Rhodanobacteraceae 	  g__uncultured
d__Bacteria |  p__Abditibacteriota |  c__Abditibacteria | Abditibacteriales |  f__Abditibacteriaceae |  g__Abditibacterium	d__Bacteria 	  p__Abditibacteriota 	  c__Abditibacteria 	 Abditibacteriales 	  f__Abditibacteriaceae 	  g__Abditibacterium
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.58	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.58
d__Bacteria |  p__Acidobacteriota |  c__Acidobacteriae | Bryobacterales |  f__Bryobacteraceae |  g__Bryobacter.3	d__Bacteria 	  p__Acidobacteriota 	  c__Acidobacteriae 	 Bryobacterales 	  f__Bryobacteraceae 	  g__Bryobacter.3
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.59	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.59
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Propionibacteriales |  f__Nocardioidaceae |  g__Marmoricola.3	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Propionibacteriales 	  f__Nocardioidaceae 	  g__Marmoricola.3
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.43	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.43
d__Bacteria |  p__Myxococcota |  c__Myxococcia | Myxococcales |  f__Myxococcaceae | 0.999987416	d__Bacteria 	  p__Myxococcota 	  c__Myxococcia 	 Myxococcales 	  f__Myxococcaceae 	 0.999987416
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Devosiaceae |  g__Devosia.2	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Rhizobiales 	  f__Devosiaceae 	  g__Devosia.2
d__Bacteria |  p__Actinobacteriota |  c__Thermoleophilia | Solirubrobacterales |  f__67-14 |  g__67-14.2	d__Bacteria 	  p__Actinobacteriota 	  c__Thermoleophilia 	 Solirubrobacterales 	  f__67-14 	  g__67-14.2
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.60	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.60
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Burkholderiales |  f__Nitrosomonadaceae |  g__Ellin6067.1	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Burkholderiales 	  f__Nitrosomonadaceae 	  g__Ellin6067.1
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.44	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.44
d__Bacteria |  p__Actinobacteriota |  c__MB-A2-108 | MB-A2-108 |  f__MB-A2-108 |  g__MB-A2-108.1	d__Bacteria 	  p__Actinobacteriota 	  c__MB-A2-108 	 MB-A2-108 	  f__MB-A2-108 	  g__MB-A2-108.1
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Novosphingobium	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Novosphingobium
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.46	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Sphingomonas.46
d__Bacteria |  p__Gemmatimonadota |  c__Gemmatimonadetes | Gemmatimonadales |  f__Gemmatimonadaceae |  g__uncultured.2	d__Bacteria 	  p__Gemmatimonadota 	  c__Gemmatimonadetes 	 Gemmatimonadales 	  f__Gemmatimonadaceae 	  g__uncultured.2
d__Bacteria |  p__Proteobacteria |  c__Gammaproteobacteria | Oceanospirillales |  f__Pseudohongiellaceae |  g__BIyi10	d__Bacteria 	  p__Proteobacteria 	  c__Gammaproteobacteria 	 Oceanospirillales 	  f__Pseudohongiellaceae 	  g__BIyi10
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.61	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.61
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Frankiales |  f__Nakamurellaceae |  g__Nakamurella.1	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Frankiales 	  f__Nakamurellaceae 	  g__Nakamurella.1
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae | 0.999998567	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	 0.999998567
d__Bacteria |  p__Actinobacteriota |  c__Thermoleophilia | Solirubrobacterales |  f__67-14 |  g__67-14.3	d__Bacteria 	  p__Actinobacteriota 	  c__Thermoleophilia 	 Solirubrobacterales 	  f__67-14 	  g__67-14.3
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.62	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.62
d__Bacteria |  p__Chloroflexi | 0.97350819 |  |  | 	d__Bacteria 	  p__Chloroflexi 	 0.97350819 	  	  	 
d__Bacteria |  p__Gemmatimonadota |  c__Gemmatimonadetes | Gemmatimonadales |  f__Gemmatimonadaceae |  g__Gemmatimonas.2	d__Bacteria 	  p__Gemmatimonadota 	  c__Gemmatimonadetes 	 Gemmatimonadales 	  f__Gemmatimonadaceae 	  g__Gemmatimonas.2
d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.65	d__Bacteria 	  p__Chloroflexi 	  c__TK10 	 TK10 	  f__TK10 	  g__TK10.65
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Frankiales |  f__Geodermatophilaceae |  g__Blastococcus.7	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Frankiales 	  f__Geodermatophilaceae 	  g__Blastococcus.7
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Rhizorhapis.2	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Rhizorhapis.2
d__Bacteria |  p__Actinobacteriota |  c__Thermoleophilia | Gaiellales |  f__Gaiellaceae |  g__Gaiella.4	d__Bacteria 	  p__Actinobacteriota 	  c__Thermoleophilia 	 Gaiellales 	  f__Gaiellaceae 	  g__Gaiella.4
d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Novosphingobium.1	d__Bacteria 	  p__Proteobacteria 	  c__Alphaproteobacteria 	 Sphingomonadales 	  f__Sphingomonadaceae 	  g__Novosphingobium.1
d__Bacteria |  p__Actinobacteriota |  c__Acidimicrobiia | IMCC26256 |  f__IMCC26256 |  g__IMCC26256.1	d__Bacteria 	  p__Actinobacteriota 	  c__Acidimicrobiia 	 IMCC26256 	  f__IMCC26256 	  g__IMCC26256.1
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Propionibacteriales |  f__Nocardioidaceae |  g__Nocardioides.7	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Propionibacteriales 	  f__Nocardioidaceae 	  g__Nocardioides.7
d__Bacteria | 1 |  |  |  | 	d__Bacteria 	 1 	  	  	  	 
d__Bacteria |  p__Actinobacteriota |  c__Actinobacteria | Propionibacteriales |  f__Nocardioidaceae |  g__Nocardioides.8	d__Bacteria 	  p__Actinobacteriota 	  c__Actinobacteria 	 Propionibacteriales 	  f__Nocardioidaceae 	  g__Nocardioides.8
