"AverageShortestPathLength","BetweennessCentrality","Class","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","Family","Genus","IsSingleNode","Kingdom","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","Order","PartnerOfMultiEdgedNodePairs","Phylum","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.103448275862069","0.0013298208403746245","c__TK10","0.4754098360655738","0.345001143902997","94","3","f__TK10","g__TK10.5","false","d__Bacteria","d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.5","87.08510638297872","0","94","TK10","0","p__Chloroflexi","0.9963821368004522","false","0","d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.5","53614","0.11398574133897739"
"2.2089864158829675","5.081740900615517E-4","c__TK10","0.45269631031220436","0.358148893360161","71","4","f__TK10","g__TK10.8","false","d__Bacteria","d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.8","102.97183098591549","0","71","TK10","0","p__Chloroflexi","0.9960361101118591","false","0","d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.8","19966","0.14988621686450582"
"2.197492163009404","6.808160722375769E-4","c__TK10","0.45506419400855924","0.3820915926179084","77","3","f__TK10","g__TK10.9","false","d__Bacteria","d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.9","80.84415584415585","0","77","TK10","0","p__Chloroflexi","0.9960737961868543","false","0","d__Bacteria |  p__Chloroflexi |  c__TK10 | TK10 |  f__TK10 |  g__TK10.9","26660","0.11699588400022554"
"2.2131661442006267","6.177527935273201E-4","c__Polyangia","0.45184135977337114","0.34545454545454546","66","3","f__Polyangiaceae","g__Pajaroellobacter","false","d__Bacteria","d__Bacteria |  p__Myxococcota |  c__Polyangia | Polyangiales |  f__Polyangiaceae |  g__Pajaroellobacter","81.8030303030303","0","66","Polyangiales","0","p__Myxococcota","0.9960224060845881","false","0","d__Bacteria |  p__Myxococcota |  c__Polyangia | Polyangiales |  f__Polyangiaceae |  g__Pajaroellobacter","25258","0.11907282431299898"
"2.1233019853709507","0.001071505706710086","c__Phycisphaerae","0.4709645669291339","0.3289070480081716","89","3","f__Phycisphaeraceae","g__SM1A02.3","false","d__Bacteria","d__Bacteria |  p__Planctomycetota |  c__Phycisphaerae | Phycisphaerales |  f__Phycisphaeraceae |  g__SM1A02.3","100.7752808988764","0","89","Phycisphaerales","0","p__Planctomycetota","0.9963170426709148","false","0","d__Bacteria |  p__Planctomycetota |  c__Phycisphaerae | Phycisphaerales |  f__Phycisphaeraceae |  g__SM1A02.3","39756","0.13436704119850187"
"2.122257053291536","7.07695878915161E-4","c__Phycisphaerae","0.47119645494830137","0.4126984126984127","64","3","f__Phycisphaeraceae","g__SM1A02.4","false","d__Bacteria","d__Bacteria |  p__Planctomycetota |  c__Phycisphaerae | Phycisphaerales |  f__Phycisphaeraceae |  g__SM1A02.4","93.296875","0","64","Phycisphaerales","0","p__Planctomycetota","0.9963204686777326","false","0","d__Bacteria |  p__Planctomycetota |  c__Phycisphaerae | Phycisphaerales |  f__Phycisphaeraceae |  g__SM1A02.4","30628","0.12022793170103092"
"1.9947753396029257","0.0025601607916268354","c__Alphaproteobacteria","0.50130958617077","0.25625920471281294","98","3","f__Caulobacteraceae","g__Brevundimonas.2","false","d__Bacteria","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Caulobacterales |  f__Caulobacteraceae |  g__Brevundimonas.2","98.21428571428571","0","98","Caulobacterales","0","p__Proteobacteria","0.9967384415094985","false","0","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Caulobacterales |  f__Caulobacteraceae |  g__Brevundimonas.2","96960","0.1136739417989418"
"2.012539184952978","0.001344381213851199","c__Alphaproteobacteria","0.4968847352024922","0.3367475292003594","106","3","f__Micropepsaceae","g__uncultured.1","false","d__Bacteria","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Micropepsales |  f__Micropepsaceae |  g__uncultured.1","122.5754716981132","0","106","Micropepsales","0","p__Proteobacteria","0.9966801993935969","false","0","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Micropepsales |  f__Micropepsaceae |  g__uncultured.1","61572","0.14609710571884768"
"2.1786833855799372","7.512886202384612E-4","c__Alphaproteobacteria","0.4589928057553957","0.2876543209876543","81","4","f__Beijerinckiaceae","g__Bosea","false","d__Bacteria","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Beijerinckiaceae |  g__Bosea","91.24691358024691","0","81","Rhizobiales","0","p__Proteobacteria","0.996135464309574","false","0","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Beijerinckiaceae |  g__Bosea","24146","0.12924492008533559"
"2.1055381400208986","7.356653841616676E-4","c__Alphaproteobacteria","0.47493796526054594","0.29563492063492064","64","3","f__Beijerinckiaceae","g__Microvirga.1","false","d__Bacteria","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Beijerinckiaceae |  g__Microvirga.1","102.046875","0","64","Rhizobiales","0","p__Proteobacteria","0.9963752847868168","false","0","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Beijerinckiaceae |  g__Microvirga.1","27924","0.1288470643939394"
"2.1713688610240336","0.0010819114363959674","c__Alphaproteobacteria","0.4605389797882579","0.29384404924760604","86","3","f__Devosiaceae","g__Devosia","false","d__Bacteria","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Devosiaceae |  g__Devosia","85.11627906976744","0","86","Rhizobiales","0","p__Proteobacteria","0.9961594463572984","false","0","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Devosiaceae |  g__Devosia","41112","0.12039077661919016"
"2.09717868338558","7.16404054571302E-4","c__Alphaproteobacteria","0.4768310911808669","0.31200396825396826","64","3","f__Devosiaceae","g__uncultured","false","d__Bacteria","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Devosiaceae |  g__uncultured","92.140625","0","64","Rhizobiales","0","p__Proteobacteria","0.9964026928413586","false","0","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Devosiaceae |  g__uncultured","25374","0.11517578125"
"2.2089864158829675","3.942285010066828E-4","c__Alphaproteobacteria","0.45269631031220436","0.3968253968253968","64","3","f__Xanthobacteraceae","g__Bradyrhizobium.2","false","d__Bacteria","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Xanthobacteraceae |  g__Bradyrhizobium.2","105.5","0","64","Rhizobiales","0","p__Proteobacteria","0.9960361101118591","false","0","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales |  f__Xanthobacteraceae |  g__Bradyrhizobium.2","18948","0.15223665223665223"
"2.084639498432602","0.0012339574691406542",,"0.47969924812030074","0.3414124015748031","128","3",,,"false",,"d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales | 0.994209307 | ","115.7890625","0","128",,"0",,"0.9964438049231719","false","0","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Rhizobiales | 0.994209307 | ","49582","0.1547982118983957"
"2.0417972831765936","0.0019627181839793105","c__Alphaproteobacteria","0.48976458546571133","0.30466061933062244","139","3","f__Sphingomonadaceae","g__Ellin6055","false","d__Bacteria","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Ellin6055","109.28057553956835","0","139","Sphingomonadales","0","p__Proteobacteria","0.9965842712026997","false","0","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Ellin6055","83944","0.14046346470381535"
"2.349007314524556","4.190488155241785E-4","c__Alphaproteobacteria","0.42571174377224197","0.41005291005291006","28","3","f__Sphingomonadaceae","g__Polymorphobacter","false","d__Bacteria","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Polymorphobacter","67.89285714285714","0","28","Sphingomonadales","0","p__Proteobacteria","0.9955770251982802","false","0","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Polymorphobacter","11012","0.11423761423761424"
"2.3458725182863116","3.8174574534646273E-4","c__Alphaproteobacteria","0.4262806236080178","0.39974937343358397","57","4","f__Sphingomonadaceae","g__Polymorphobacter.1","false","d__Bacteria","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Polymorphobacter.1","67.33333333333333","0","57","Sphingomonadales","0","p__Proteobacteria","0.9955873032187335","false","0","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Polymorphobacter.1","13088","0.11812865497076024"
"2.156739811912226","0.0011044085658586836","c__Alphaproteobacteria","0.4636627906976744","0.274969474969475","91","3","f__Sphingomonadaceae","g__Sphingomonas.2","false","d__Bacteria","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.2","104.72527472527473","0","91","Sphingomonadales","0","p__Proteobacteria","0.9962074104527467","false","0","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.2","39510","0.1462643501749647"
"2.0804597701149423","8.973852150189688E-4","c__Alphaproteobacteria","0.4806629834254144","0.41025641025641024","118","3","f__Sphingomonadaceae","g__Sphingomonas.21","false","d__Bacteria","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.21","130.27118644067798","0","118","Sphingomonadales","0","p__Proteobacteria","0.9964575089504428","false","0","d__Bacteria |  p__Proteobacteria |  c__Alphaproteobacteria | Sphingomonadales |  f__Sphingomonadaceae |  g__Sphingomonas.21","40056","0.17095956225810757"
