Factor	Core_group_value	edge	sig	Category	Kingdom
Aluminium	Sphingomonadales_number_ASVs	-0.298859935	0.002627183	Soil_properties	Bacteria
Carbon_nitrogen_ratio	Caulobacterales_number_ASVs	0.326595103	1.06E-06	Soil_properties	Bacteria
Carbon_nitrogen_ratio	Rhizobiales_number_ASVs	0.197752149	0.000370239	Soil_properties	Bacteria
Carbon_nitrogen_ratio	Sphingomonadales_number_ASVs	0.13312675	0.000960525	Soil_properties	Bacteria
Dewpoint_avg_Week1	Burkholderiales_number_ASVs	0.124866758	0.008301897	Climatic_conditions	Bacteria
Dewpoint_avg_Week1	Chaetothyriales_number_ASVs	-0.158241815	0.001724815	Climatic_conditions	Fungi
Dewpoint_avg_Week2	Burkholderiales_number_ASVs	0.351718515	4.76E-06	Climatic_conditions	Bacteria
Dewpoint_avg_Week2	Chaetothyriales_number_ASVs	-0.173405334	0.000232628	Climatic_conditions	Fungi
Dewpoint_avg_Week2	Hypocreales_number_ASVs	0.312112322	0.017371236	Climatic_conditions	Fungi
Dewpoint_avg_Week2	Rhizobiales_number_ASVs	-0.265886111	0.004096438	Climatic_conditions	Bacteria
Dewpoint_avg_Week3	Burkholderiales_number_ASVs	-0.136457176	0.03331133	Climatic_conditions	Bacteria
Dewpoint_avg_Week3	Caulobacterales_number_ASVs	0.186364769	0.022136938	Climatic_conditions	Bacteria
Dewpoint_avg_Week3	Chaetothyriales_number_ASVs	-0.221692253	0.004104176	Climatic_conditions	Fungi
Dewpoint_avg_Week3	Hypocreales_number_ASVs	-0.267491966	0.000875818	Climatic_conditions	Fungi
Dewpoint_avg_Week3	Propionibacteriales_number_ASVs	-0.173369381	0.004313898	Climatic_conditions	Bacteria
Dewpoint_avg_Week3	Sphingomonadales_number_ASVs	0.151488569	0.004022241	Climatic_conditions	Bacteria
Dewpoint_avg_Week4	Burkholderiales_number_ASVs	0.312764729	6.01E-06	Climatic_conditions	Bacteria
Dewpoint_avg_Week4	Rhizobiales_number_ASVs	-0.171948412	0.007898952	Climatic_conditions	Bacteria
Dewpoint_avg_Week4	Sphingomonadales_number_ASVs	-0.187624928	0.044185747	Climatic_conditions	Bacteria
Dewpoint_high_Week1	Burkholderiales_number_ASVs	0.266529662	3.51E-05	Climatic_conditions	Bacteria
Dewpoint_high_Week1	Caulobacterales_number_ASVs	-0.14796904	0.021817111	Climatic_conditions	Bacteria
Dewpoint_high_Week1	Chaetothyriales_number_ASVs	-0.119187226	0.004335494	Climatic_conditions	Fungi
Dewpoint_high_Week1	Propionibacteriales_number_ASVs	0.206418763	0.01029657	Climatic_conditions	Bacteria
Dewpoint_high_Week1	Rhizobiales_number_ASVs	-0.220049	0.000398587	Climatic_conditions	Bacteria
Dewpoint_high_Week1	Sphingomonadales_number_ASVs	-0.169457966	0.006020902	Climatic_conditions	Bacteria
Dewpoint_high_Week1	Xylariales_number_ASVs	-0.159819622	0.036647013	Climatic_conditions	Fungi
Dewpoint_high_Week2	Burkholderiales_number_ASVs	0.150944219	0.005206907	Climatic_conditions	Bacteria
Dewpoint_high_Week2	Chaetothyriales_number_ASVs	-0.087261583	0.002887759	Climatic_conditions	Fungi
Dewpoint_high_Week2	Rhizobiales_number_ASVs	-0.242253643	0.001567161	Climatic_conditions	Bacteria
Dewpoint_high_Week3	Burkholderiales_number_ASVs	-0.253483325	0.002100627	Climatic_conditions	Bacteria
Dewpoint_high_Week3	Caulobacterales_number_ASVs	0.170828048	0.011313169	Climatic_conditions	Bacteria
Dewpoint_high_Week3	Chaetothyriales_number_ASVs	-0.171262927	0.027752898	Climatic_conditions	Fungi
Dewpoint_high_Week3	Hypocreales_number_ASVs	-0.171270934	0.041415638	Climatic_conditions	Fungi
Dewpoint_high_Week3	Pleosporales_number_ASVs	-0.152147747	0.017332197	Climatic_conditions	Fungi
Dewpoint_high_Week3	Propionibacteriales_number_ASVs	-0.274888816	0.000272006	Climatic_conditions	Bacteria
Dewpoint_high_Week3	Solirubrobacterales_number_ASVs	-0.181121245	0.003191482	Climatic_conditions	Bacteria
Dewpoint_high_Week3	Sphingomonadales_number_ASVs	0.122822999	0.000207925	Climatic_conditions	Bacteria
Dewpoint_low_Week1	Burkholderiales_number_ASVs	0.221808078	0.000305217	Climatic_conditions	Bacteria
Dewpoint_low_Week1	Chaetothyriales_number_ASVs	-0.143131001	0.003751815	Climatic_conditions	Fungi
Dewpoint_low_Week1	Propionibacteriales_number_ASVs	0.199384856	0.014810847	Climatic_conditions	Bacteria
Dewpoint_low_Week1	Rhizobiales_number_ASVs	-0.13287788	0.022263619	Climatic_conditions	Bacteria
Dewpoint_low_Week2	Burkholderiales_number_ASVs	0.304837348	4.47E-05	Climatic_conditions	Bacteria
Dewpoint_low_Week2	Chaetothyriales_number_ASVs	-0.136865888	0.000207766	Climatic_conditions	Fungi
Dewpoint_low_Week2	Rhizobiales_number_ASVs	-0.288344528	0.001109978	Climatic_conditions	Bacteria
Dewpoint_low_Week3	Burkholderiales_number_ASVs	-0.231938524	0.001052834	Climatic_conditions	Bacteria
Dewpoint_low_Week3	Caulobacterales_number_ASVs	0.204362704	0.006629837	Climatic_conditions	Bacteria
Dewpoint_low_Week3	Chaetothyriales_number_ASVs	-0.175741855	0.023335551	Climatic_conditions	Fungi
Dewpoint_low_Week3	Helotiales_number_ASVs	-0.15459541	0.039820223	Climatic_conditions	Fungi
Dewpoint_low_Week3	Hypocreales_number_ASVs	-0.26049477	0.001864855	Climatic_conditions	Fungi
Dewpoint_low_Week3	Pleosporales_number_ASVs	-0.153729886	0.021852405	Climatic_conditions	Fungi
Dewpoint_low_Week3	Propionibacteriales_number_ASVs	-0.230973892	0.000898961	Climatic_conditions	Bacteria
Dewpoint_low_Week3	Solirubrobacterales_number_ASVs	-0.157685652	0.021391651	Climatic_conditions	Bacteria
Dewpoint_low_Week3	Sphingomonadales_number_ASVs	0.147006841	0.000368749	Climatic_conditions	Bacteria
Humidity_avg_Week1	Burkholderiales_number_ASVs	-0.319962242	8.34E-06	Climatic_conditions	Bacteria
Humidity_avg_Week1	Caulobacterales_number_ASVs	0.307449838	2.50E-05	Climatic_conditions	Bacteria
Humidity_avg_Week1	Hypocreales_number_ASVs	-0.262072348	0.002970353	Climatic_conditions	Fungi
Humidity_avg_Week1	Pleosporales_number_ASVs	-0.142679564	0.034300129	Climatic_conditions	Fungi
Humidity_avg_Week1	Propionibacteriales_number_ASVs	-0.220801829	0.001081172	Climatic_conditions	Bacteria
Humidity_avg_Week1	Rhizobiales_number_ASVs	0.285234692	5.41E-05	Climatic_conditions	Bacteria
Humidity_avg_Week1	Sphingomonadales_number_ASVs	0.209602629	1.86E-05	Climatic_conditions	Bacteria
Humidity_avg_Week2	Burkholderiales_number_ASVs	0.304100009	9.22E-07	Climatic_conditions	Bacteria
Humidity_avg_Week2	Hypocreales_number_ASVs	0.300014972	0.00020001	Climatic_conditions	Fungi
Humidity_avg_Week2	Rhizobiales_number_ASVs	-0.133037163	0.035877811	Climatic_conditions	Bacteria
Humidity_avg_Week2	Sphingomonadales_number_ASVs	-0.167766438	0.004510558	Climatic_conditions	Bacteria
Humidity_avg_Week3	Burkholderiales_number_ASVs	-0.172827456	0.000285361	Climatic_conditions	Bacteria
Humidity_avg_Week3	Hypocreales_number_ASVs	-0.236547199	0.003559572	Climatic_conditions	Fungi
Humidity_avg_Week3	Microtrichales_number_ASVs	-0.078409053	0.010151417	Climatic_conditions	Bacteria
Humidity_high_Week1	Caulobacterales_number_ASVs	0.109292906	0.031153219	Climatic_conditions	Bacteria
Humidity_high_Week1	Rhizobiales_number_ASVs	0.197190417	0.023368467	Climatic_conditions	Bacteria
Humidity_high_Week2	Burkholderiales_number_ASVs	0.21760342	0.000402222	Climatic_conditions	Bacteria
Humidity_high_Week2	Hypocreales_number_ASVs	0.182023098	0.030193959	Climatic_conditions	Fungi
Humidity_high_Week2	Propionibacteriales_number_ASVs	0.100504578	0.009065564	Climatic_conditions	Bacteria
Humidity_high_Week2	Sphingomonadales_number_ASVs	-0.104535134	0.005082624	Climatic_conditions	Bacteria
Humidity_low_Week1	Burkholderiales_number_ASVs	-0.278322544	2.15E-05	Climatic_conditions	Bacteria
Humidity_low_Week1	Caulobacterales_number_ASVs	0.257574512	0.000716114	Climatic_conditions	Bacteria
Humidity_low_Week1	Hypocreales_number_ASVs	-0.298061749	0.001051507	Climatic_conditions	Fungi
Humidity_low_Week1	Propionibacteriales_number_ASVs	-0.1253984	0.046478465	Climatic_conditions	Bacteria
Humidity_low_Week1	Rhizobiales_number_ASVs	0.295067077	0.000793809	Climatic_conditions	Bacteria
Humidity_low_Week1	Sphingomonadales_number_ASVs	0.203217343	0.000592627	Climatic_conditions	Bacteria
Humidity_low_Week2	Burkholderiales_number_ASVs	0.26196651	6.70E-06	Climatic_conditions	Bacteria
Humidity_low_Week2	Helotiales_number_ASVs	0.102536838	0.048499069	Climatic_conditions	Fungi
Humidity_low_Week2	Hypocreales_number_ASVs	0.296483206	0.000359735	Climatic_conditions	Fungi
Humidity_low_Week2	Propionibacteriales_number_ASVs	0.171161985	0.038166983	Climatic_conditions	Bacteria
Humidity_low_Week2	Rhizobiales_number_ASVs	-0.161493998	0.021072099	Climatic_conditions	Bacteria
Humidity_low_Week2	Sphingomonadales_number_ASVs	-0.154226842	0.000421215	Climatic_conditions	Bacteria
Humidity_low_Week3	Burkholderiales_number_ASVs	-0.22585152	0.000758354	Climatic_conditions	Bacteria
Humidity_low_Week3	Hypocreales_number_ASVs	-0.214014949	0.010760527	Climatic_conditions	Fungi
Humidity_low_Week3	Microtrichales_number_ASVs	-0.072680116	0.036072785	Climatic_conditions	Bacteria
Humidity_low_Week3	Rhizobiales_number_ASVs	0.161410451	0.036144025	Climatic_conditions	Bacteria
Humidity_low_Week3	Xylariales_number_ASVs	0.156116613	0.01118907	Climatic_conditions	Fungi
Iron	Chaetothyriales_number_ASVs	0.116441342	0.015827209	Soil_properties	Fungi
Iron	Helotiales_number_ASVs	0.145822462	0.021062863	Soil_properties	Fungi
Iron	Pleosporales_number_ASVs	0.130990646	0.011472683	Soil_properties	Fungi
Iron	Propionibacteriales_number_ASVs	0.038542791	0.017770575	Soil_properties	Bacteria
Magnesium	Rhizobiales_number_ASVs	-0.160697756	0.03944342	Soil_properties	Bacteria
Manganese	Caulobacterales_number_ASVs	-0.068640851	0.026783228	Soil_properties	Bacteria
Manganese	Chaetothyriales_number_ASVs	0.286649677	4.04E-05	Soil_properties	Fungi
Manganese	Helotiales_number_ASVs	0.267763628	0.020303504	Soil_properties	Fungi
Manganese	Sphingomonadales_number_ASVs	-0.250510977	1.77E-06	Soil_properties	Bacteria
Organic_carbon	Caulobacterales_number_ASVs	0.165817009	0.040634258	Soil_properties	Bacteria
Organic_carbon	Hypocreales_number_ASVs	-0.118521527	0.012167777	Soil_properties	Fungi
PCoA1_plant_communities	Chaetothyriales_number_ASVs	0.243428618	1.71E-05	Plant_diversity	Fungi
PCoA1_plant_communities	Helotiales_number_ASVs	0.208585376	0.000453232	Plant_diversity	Fungi
PCoA1_plant_communities	Xylariales_number_ASVs	0.160247154	0.028599001	Plant_diversity	Fungi
PCoA2_plant_communities	Xylariales_number_ASVs	-0.186288255	0.016756034	Plant_diversity	Fungi
PCoA3_plant_communities	Burkholderiales_number_ASVs	-0.123131464	0.00415035	Plant_diversity	Bacteria
PCoA3_plant_communities	Hypocreales_number_ASVs	-0.135085953	0.029865205	Plant_diversity	Fungi
PCoA3_plant_communities	Sphingomonadales_number_ASVs	0.107678265	0.001598105	Plant_diversity	Bacteria
pH	Chaetothyriales_number_ASVs	-0.309204146	2.69E-05	Soil_properties	Fungi
pH	Helotiales_number_ASVs	-0.244816969	0.027379508	Soil_properties	Fungi
pH	Sphingomonadales_number_ASVs	0.258584208	6.02E-05	Soil_properties	Bacteria
Plant_cover	Burkholderiales_number_ASVs	0.190916496	0.002640994	Plant_diversity	Bacteria
Plant_cover	Caulobacterales_number_ASVs	-0.170392332	0.028183307	Plant_diversity	Bacteria
Plant_cover	Hypocreales_number_ASVs	0.276958204	4.01E-06	Plant_diversity	Fungi
Plant_cover	Pleosporales_number_ASVs	0.123388423	0.01231282	Plant_diversity	Fungi
Plant_cover	Sphingomonadales_number_ASVs	-0.239728903	0.003373011	Plant_diversity	Bacteria
Potassium	Burkholderiales_number_ASVs	-0.103449748	0.025204099	Soil_properties	Bacteria
Pressure_high_Week1	Rhizobiales_number_ASVs	0.2015862	0.003365017	Climatic_conditions	Bacteria
