"node1"	"node2"	"edge"	"sig"
"360"	"Dewpoint_avg_Week2"	"Precipitation.1"	0.712525352129975	9.82974439609155e-13
"361"	"Dewpoint_avg_Week2"	"Precipitation.2"	-0.558346853865224	0.0019930764972548
"366"	"Dewpoint_avg_Week2"	"Pressure_high_Week4"	0.171494906068061	0.00205156514380493
"370"	"Dewpoint_avg_Week2"	"Pressure_low_Week4"	0.0585033919253633	0.0383045560217871
"373"	"Dewpoint_avg_Week2"	"Soil_organic_matter"	-0.197541545061606	0.0289203246068713
"374"	"Dewpoint_avg_Week2"	"Temp_avg_Week1"	0.178771745077566	3.87003275205213e-05
"375"	"Dewpoint_avg_Week2"	"Temp_avg_Week2"	0.626016157488672	1.27545193923348e-38
"377"	"Dewpoint_avg_Week2"	"Temp_avg_Week4"	0.393463902474379	1.53791432417001e-19
"378"	"Dewpoint_avg_Week2"	"Temp_high_Week1"	0.642899166828693	3.45719561997651e-19
"380"	"Dewpoint_avg_Week2"	"Temp_high_Week3"	0.287195052116449	9.24753730220606e-05
"381"	"Dewpoint_avg_Week2"	"Temp_high_Week4"	0.346449110981233	2.67069681340701e-12
"382"	"Dewpoint_avg_Week2"	"Temp_low_Week1"	0.639552823861049	2.90585681758818e-23
"383"	"Dewpoint_avg_Week2"	"Temp_low_Week2"	0.166737892970048	7.41523735864771e-07
"384"	"Dewpoint_avg_Week2"	"Temp_low_Week3"	0.142683921621972	0.000560948425693907
"385"	"Dewpoint_avg_Week2"	"Temp_low_Week4"	0.344977596915572	1.65998217147158e-19
"386"	"Dewpoint_avg_Week2"	"total_green_algae"	0.107975465461279	0.0159808445407744
"387"	"Dewpoint_avg_Week2"	"Total_nitrogen"	-0.176534215042079	0.0142133300650553
"391"	"Dewpoint_avg_Week2"	"Wind_high_Week3"	0.0654475157782991	0.0292175499176887
"399"	"Dewpoint_avg_Week2"	"Windgust_Week3"	0.057231624980895	0.0198985632993364
"404"	"Dewpoint_avg_Week3"	"Dewpoint_avg_Week1"	0.430496651743513	2.23969587239387e-17
"406"	"Dewpoint_avg_Week3"	"Dewpoint_avg_Week3"	1	0
"407"	"Dewpoint_avg_Week3"	"Dewpoint_avg_Week4"	0.000430046654673125	0.000170101809719065
"408"	"Dewpoint_avg_Week3"	"Dewpoint_high_Week1"	-0.231440441101315	0.0445585589204617
"409"	"Dewpoint_avg_Week3"	"Dewpoint_high_Week2"	-0.0329269219605069	5.51231935823686e-08
"410"	"Dewpoint_avg_Week3"	"Dewpoint_high_Week3"	0.778379919314619	3.50849784834063e-74
"411"	"Dewpoint_avg_Week3"	"Dewpoint_high_Week4"	-0.0387728398238886	8.09838716016866e-05
"412"	"Dewpoint_avg_Week3"	"Dewpoint_low_Week1"	0.0660003150858613	0.0139706486617272
"413"	"Dewpoint_avg_Week3"	"Dewpoint_low_Week2"	-0.214329071026607	1.64382082082411e-05
"414"	"Dewpoint_avg_Week3"	"Dewpoint_low_Week3"	0.945762843301022	2.30272916723735e-156
"415"	"Dewpoint_avg_Week3"	"Dewpoint_low_Week4"	-0.0400955640954494	0.00133468660055032
"416"	"Dewpoint_avg_Week3"	"Humidity_avg_Week1"	0.599497660119591	5.92362014960538e-26
"417"	"Dewpoint_avg_Week3"	"Humidity_avg_Week2"	-0.537665179865582	2.67214337098197e-12
"418"	"Dewpoint_avg_Week3"	"Humidity_avg_Week3"	0.705128255461221	1.99661261337788e-30
"419"	"Dewpoint_avg_Week3"	"Humidity_avg_Week4"	-0.329430752481078	1.35620483344845e-07
"420"	"Dewpoint_avg_Week3"	"Humidity_high_Week1"	0.427985078452494	5.78714990530111e-08
"421"	"Dewpoint_avg_Week3"	"Humidity_high_Week2"	-0.463628116482491	7.44325518330495e-11
"422"	"Dewpoint_avg_Week3"	"Humidity_high_Week3"	0.182437296733799	0.00254095647541069
"423"	"Dewpoint_avg_Week3"	"Humidity_high_Week4"	-0.194899359626208	0.0104797829884919
"424"	"Dewpoint_avg_Week3"	"Humidity_low_Week1"	0.694028703514386	6.38486719510392e-33
"425"	"Dewpoint_avg_Week3"	"Humidity_low_Week2"	-0.529953140565107	5.89899068325423e-12
"426"	"Dewpoint_avg_Week3"	"Humidity_low_Week3"	0.611771198408167	3.48232431143789e-25
"427"	"Dewpoint_avg_Week3"	"Humidity_low_Week4"	-0.399439173389819	3.11585787993073e-08
"430"	"Dewpoint_avg_Week3"	"Manganese"	-0.0697129987839578	0.0332600720243921
"432"	"Dewpoint_avg_Week3"	"PCoA1_plant_communities"	0.204697985447492	0.0257476394217931
"434"	"Dewpoint_avg_Week3"	"PCoA3_plant_communities"	0.108011732660987	0.0116867401946313
"436"	"Dewpoint_avg_Week3"	"Phosphore"	-0.140073274020097	2.89333012495479e-05
"437"	"Dewpoint_avg_Week3"	"Plant_cover"	-0.196923798591208	0.000326948038363382
"439"	"Dewpoint_avg_Week3"	"Precipitation"	0.630892835497203	4.0059117320255e-24
"440"	"Dewpoint_avg_Week3"	"Precipitation.1"	-0.490011373744848	1.47283948413651e-08
"441"	"Dewpoint_avg_Week3"	"Precipitation.2"	0.527528688608628	0.000139715533459382
"442"	"Dewpoint_avg_Week3"	"Precipitation.3"	-0.237159587854791	0.00213771868887234
"444"	"Dewpoint_avg_Week3"	"Pressure_high_Week2"	0.23810136647947	0.00643860878209828
"445"	"Dewpoint_avg_Week3"	"Pressure_high_Week3"	0.16811880302588	0.0271158758180933
"449"	"Dewpoint_avg_Week3"	"Pressure_low_Week3"	0.227384068160212	0.0117595315782565
"451"	"Dewpoint_avg_Week3"	"Shannon_diversity_plant_communities"	-0.0888001937874595	0.0146262074480326
"454"	"Dewpoint_avg_Week3"	"Temp_avg_Week1"	0.139032599171498	0.00985366552783755
"455"	"Dewpoint_avg_Week3"	"Temp_avg_Week2"	0.18031991647128	6.66733881572007e-15
"456"	"Dewpoint_avg_Week3"	"Temp_avg_Week3"	0.915565206661462	3.30195812867473e-116
"457"	"Dewpoint_avg_Week3"	"Temp_avg_Week4"	0.122100956705947	0.00163208143822721
"458"	"Dewpoint_avg_Week3"	"Temp_high_Week1"	-0.51659109906613	9.44768914997958e-14
"459"	"Dewpoint_avg_Week3"	"Temp_high_Week2"	0.505060919657025	2.82881113869461e-28
"460"	"Dewpoint_avg_Week3"	"Temp_high_Week3"	-0.0219661110245722	0.0349096006558547
"461"	"Dewpoint_avg_Week3"	"Temp_high_Week4"	0.341426332016263	5.77175939977496e-14
"462"	"Dewpoint_avg_Week3"	"Temp_low_Week1"	-0.449248518650064	1.02292177897443e-10
"463"	"Dewpoint_avg_Week3"	"Temp_low_Week2"	0.398037464292807	4.36970697369742e-30
"464"	"Dewpoint_avg_Week3"	"Temp_low_Week3"	0.355546042251002	6.44079672990363e-27
"465"	"Dewpoint_avg_Week3"	"Temp_low_Week4"	0.391484160085188	4.50097692294488e-18
"467"	"Dewpoint_avg_Week3"	"Total_nitrogen"	-0.0354280014635026	0.0243291292992913
"469"	"Dewpoint_avg_Week3"	"Wind_high_Week1"	0.241498932866148	1.24086711255999e-11
"470"	"Dewpoint_avg_Week3"	"Wind_high_Week2"	0.333990931944557	6.44824143472516e-13
"471"	"Dewpoint_avg_Week3"	"Wind_high_Week3"	0.244431358593152	6.71333144961042e-06
"472"	"Dewpoint_avg_Week3"	"Wind_high_Week4"	0.181558848724177	0.00902941820988801
"473"	"Dewpoint_avg_Week3"	"Wind_low_Week1"	0.18413615626664	0.0201544824141096
"474"	"Dewpoint_avg_Week3"	"Wind_low_Week2"	0.285775159713382	9.06884244961936e-06
"476"	"Dewpoint_avg_Week3"	"Wind_low_Week4"	0.131570411881491	0.0362711820204831
"477"	"Dewpoint_avg_Week3"	"Windgust_Week1"	0.178451553362696	0.000188289381877141
"478"	"Dewpoint_avg_Week3"	"Windgust_Week2"	0.215805725026628	2.00137582964871e-06
"484"	"Dewpoint_avg_Week4"	"Dewpoint_avg_Week1"	0.0598728842389893	5.57515867411718e-07
"485"	"Dewpoint_avg_Week4"	"Dewpoint_avg_Week2"	0.463746827004231	3.72135568319609e-45
"486"	"Dewpoint_avg_Week4"	"Dewpoint_avg_Week3"	0.000430046654673125	0.000170101809719065
"487"	"Dewpoint_avg_Week4"	"Dewpoint_avg_Week4"	1	0
"488"	"Dewpoint_avg_Week4"	"Dewpoint_high_Week1"	0.18989391739285	4.7043480348424e-06
"489"	"Dewpoint_avg_Week4"	"Dewpoint_high_Week2"	0.148142979907589	2.59276631998718e-20
"491"	"Dewpoint_avg_Week4"	"Dewpoint_high_Week4"	0.79324891440785	4.55576065804166e-98
"492"	"Dewpoint_avg_Week4"	"Dewpoint_low_Week1"	0.0722043262773018	2.51451106444426e-05
"493"	"Dewpoint_avg_Week4"	"Dewpoint_low_Week2"	0.355438075141866	5.62701997286064e-41
"495"	"Dewpoint_avg_Week4"	"Dewpoint_low_Week4"	0.977600316933701	4.55806013219712e-218
"496"	"Dewpoint_avg_Week4"	"Humidity_avg_Week1"	-0.46900742246183	3.24315770801356e-09
"497"	"Dewpoint_avg_Week4"	"Humidity_avg_Week2"	0.422708359816965	2.80168733189537e-21
"499"	"Dewpoint_avg_Week4"	"Humidity_avg_Week4"	0.348469791944873	1.71703037078085e-13
"501"	"Dewpoint_avg_Week4"	"Humidity_high_Week2"	0.366440819621853	4.80115292094695e-10
"503"	"Dewpoint_avg_Week4"	"Humidity_high_Week4"	0.319111560084834	1.53399133881917e-12
"504"	"Dewpoint_avg_Week4"	"Humidity_low_Week1"	-0.393667866713669	4.27119282350262e-06
"505"	"Dewpoint_avg_Week4"	"Humidity_low_Week2"	0.40159727057085	1.80493907397336e-19
"507"	"Dewpoint_avg_Week4"	"Humidity_low_Week4"	0.328237039201486	1.18064408062842e-17
"512"	"Dewpoint_avg_Week4"	"PCoA1_plant_communities"	-0.141565096598066	0.00232483181695081
"513"	"Dewpoint_avg_Week4"	"PCoA2_plant_communities"	0.209236365954486	0.00145200212800809
"516"	"Dewpoint_avg_Week4"	"Phosphore"	-0.124429225611499	0.0140451569382148
"519"	"Dewpoint_avg_Week4"	"Precipitation"	-0.27663154310648	6.95612920279859e-05
"520"	"Dewpoint_avg_Week4"	"Precipitation.1"	0.340944863996872	3.03116567732916e-07
"525"	"Dewpoint_avg_Week4"	"Pressure_high_Week3"	0.179143530400128	4.9533357100551e-05
"526"	"Dewpoint_avg_Week4"	"Pressure_high_Week4"	0.353929208311982	9.85808069051523e-07
"529"	"Dewpoint_avg_Week4"	"Pressure_low_Week3"	0.163844618109582	0.000167140635560963
"530"	"Dewpoint_avg_Week4"	"Pressure_low_Week4"	0.351542794881422	6.58324768599658e-06
"535"	"Dewpoint_avg_Week4"	"Temp_avg_Week2"	0.209458198570183	1.33150717228289e-14
"536"	"Dewpoint_avg_Week4"	"Temp_avg_Week3"	0.0322078844331137	0.0471222345120082
"537"	"Dewpoint_avg_Week4"	"Temp_avg_Week4"	0.921124870130906	1.92627446097595e-89
"538"	"Dewpoint_avg_Week4"	"Temp_high_Week1"	0.363826896716736	3.40773115334176e-15
"541"	"Dewpoint_avg_Week4"	"Temp_high_Week4"	0.339998089357184	3.69972192287244e-16
"542"	"Dewpoint_avg_Week4"	"Temp_low_Week1"	0.378173271505231	7.8140942430089e-13
"543"	"Dewpoint_avg_Week4"	"Temp_low_Week2"	0.000813330007988975	1.5011122883731e-05
"545"	"Dewpoint_avg_Week4"	"Temp_low_Week4"	0.639242974408373	1.11414929038049e-46
"550"	"Dewpoint_avg_Week4"	"Wind_high_Week2"	-0.280117510122641	1.44516482671202e-05
"554"	"Dewpoint_avg_Week4"	"Wind_low_Week2"	-0.178733334511422	0.049144179855583
"558"	"Dewpoint_avg_Week4"	"Windgust_Week2"	-0.362644126037955	3.87851004274912e-07
"560"	"Dewpoint_avg_Week4"	"Windgust_Week4"	-0.344612205166877	0.000448805967258823
"562"	"Dewpoint_high_Week1"	"Calcium"	0.182293269732298	0.000182992787452935
"564"	"Dewpoint_high_Week1"	"Dewpoint_avg_Week1"	0.564613268934753	1.12080072998184e-29
"565"	"Dewpoint_high_Week1"	"Dewpoint_avg_Week2"	0.522923836395691	1.30646376453965e-17
"566"	"Dewpoint_high_Week1"	"Dewpoint_avg_Week3"	-0.231440441101315	0.0445585589204617
"567"	"Dewpoint_high_Week1"	"Dewpoint_avg_Week4"	0.18989391739285	4.7043480348424e-06
"568"	"Dewpoint_high_Week1"	"Dewpoint_high_Week1"	1	0
"569"	"Dewpoint_high_Week1"	"Dewpoint_high_Week2"	0.482864767401602	7.65190342959715e-22
"571"	"Dewpoint_high_Week1"	"Dewpoint_high_Week4"	0.522329797849035	6.58232429859021e-21
"572"	"Dewpoint_high_Week1"	"Dewpoint_low_Week1"	0.878266197178872	8.61740520060198e-95
"573"	"Dewpoint_high_Week1"	"Dewpoint_low_Week2"	0.604084396716149	2.44876013818634e-22
"574"	"Dewpoint_high_Week1"	"Dewpoint_low_Week3"	-0.269930225721711	0.00133355422222292
"575"	"Dewpoint_high_Week1"	"Dewpoint_low_Week4"	0.280302923792184	1.55919017413861e-08
"576"	"Dewpoint_high_Week1"	"Humidity_avg_Week1"	-0.339933625595763	1.1638732798449e-07
