Feature ID	Taxon	Phylum	Algae_group	Class	Order	Family	Genus	Genus_clean	Genus_abundant	species	confidence
80caaddb18a63e2f89758c5595d7d1cd	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
80cb09f366440e241e92d4028c8d11dd	d__Eukaryota	Ascomycota	Other eukaryotes	unassigned					others		
80d0de2dfbc34ce618324d412cc90525	d__Eukaryota	Chlorophyta	Green algae	Trebouxiophyceae	 o__Trebouxiophyceae	 f__Trebouxiophyceae	 g__Trebouxiophyceae	unassigned	others		
80d4ef432f3fc4a71970ffb2b5d8ddab	d__Eukaryota	unassigned	Other eukaryotes						others		
80d7ad49de1bd65bcc38b92f73cfbaa4	d__Eukaryota	Annelida	Other eukaryotes	Clitellata	 o__Haplotaxida	 f__Haplotaxida	 g__Haplotaxida	Enchytraeus	others	sp.	0.999996361
80d8febb944112bd3311bd2a99896053	d__Eukaryota	Apicomplexa	Other eukaryotes	Conoidasida	 o__Gregarinasina	 f__Eugregarinorida	 g__uncultured	uncultured	others	alveolate	0.995417045
80d9e56ed45177fb2186c401edd03f5a	d__Eukaryota	unassigned	Other eukaryotes						others		
80daaaedb6670c2d2243f3b2f72a6705	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Vannellida	 f__Vannellida	 g__Protosteliopsis	Vannella	others	sp.	0.923145169
80db99b04a1c4351bf2b539377d3b726	d__Eukaryota	Basidiomycota	Other eukaryotes	Agaricomycetes	 o__Thelephorales	 f__uncultured	 g__uncultured		others		
80dc740fbec85ba440b5037c32b472ea	d__Eukaryota	Holozoa	Other eukaryotes	Choanoflagellida	 o__Codonosigidae	 f__Codonosigidae	 g__Monosiga	Monosiga	others	ovata	0.996856095
80dffde3f1a28c2db0b67167666f471a	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Euglyphida	 g__Trinema		others		
80e52e7710da5a58a040b5466549973c	d__Eukaryota	Holozoa	Other eukaryotes	Choanoflagellida	0.738119803				others		
80e552ff18a60feaac3115dfff6d0b7c	d__Eukaryota	unassigned	Other eukaryotes						others		
80e88c2d4e22dd481df66445909aca7d	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Spirotrichea	 f__Hypotrichia	 g__Gonostomum	Gonostomum	others	strenuum	0.869045645
80e8ff5c104ef366084daff99cc0b1c6	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
80eb043cbf679b80c4a87ca072f42067	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Euglyphida	0.757433615		others		
80eb39831e32b7352e788a8426cd114b	d__Eukaryota	Chlorophyta	Green algae	Chlorophyceae	 o__Chlorophyceae	 f__Chlorophyceae	 g__Chlorophyceae	Chloromonas	Chloromonas	carrizoensis	0.999999996
80ecb711f5e14122a672e4718defcaa1	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Magnoliophyta	 f__Magnoliophyta	 g__Magnoliophyta		others		
80ed24fb7664ba368805170f47e49421	d__Eukaryota	Nematozoa	Other eukaryotes	Enoplea	 o__Dorylaimia	 f__Dorylaimida	 g__Dorylaimida	Allodorylaimus	others	sp.	0.825041603
80ee5fd88fa6463a46d5930728c1b4ed	d__Eukaryota	Chlorophyta	Green algae	Trebouxiophyceae	 o__Trebouxiophyceae	 f__Trebouxiophyceae	 g__Trebouxiophyceae	Leptosira	Leptosira	obovata	0.999998552
80f2509d16cd193c3cb403630267348f	d__Eukaryota	Holozoa	Other eukaryotes	Ichthyosporea	 o__Pseudoperkinsidae	 f__Pseudoperkinsidae	 g__Anurofeca	Anurofeca	others	sp.	0.999882125
80fb268063a4e587e5072956a55457e2	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	 g__uncultured	metagenome	others		0.983474112
80ff4b782720983b0d3e6963407e7c1b	d__Eukaryota	Ochrophyta	Other eukaryotes	Chrysophyceae	 o__Chromulinales	 f__Chromulinales	 g__Spumella		others		
8102620d10b75a2b06a9292440a507aa	d__Eukaryota	Ascomycota	Other eukaryotes	Pezizomycetes	 o__Pezizales	 f__Pyronemataceae	0.985820875		others		
810278bfe6efa9aaa12a6b75c3f8fb6f	d__Eukaryota	Chlorophyta	Green algae	Trebouxiophyceae	 o__Trebouxiophyceae	 f__Trebouxiophyceae	 g__Trebouxiophyceae	Dictyosphaerium	Dictyosphaerium	sp.	0.999233036
8108b9425519919eff182d7703470680	d__Eukaryota	unassigned	Other eukaryotes						others		
8109f92ff290e9ca473e46b5bfe8a09f	d__Eukaryota	Mucoromycota	Other eukaryotes	Incertae_Sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella		others		
810bd8df570d24364323796f12517ae1	d__Eukaryota	Apicomplexa	Other eukaryotes	Conoidasida	 o__Gregarinasina	 f__Eugregarinorida	 g__Eugregarinorida	Apicomplexa	others	sp.	0.999212841
810d827e2df47d30b20821621bf94fa6	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	 g__Platyophrya	uncultured	others	eukaryote	0.819018209
810ea759c17c1ed1838a017cd9ed6484	d__Eukaryota	unassigned	Other eukaryotes						others		
81101fbd68d75dba46afd768a492903a	d__Eukaryota	unassigned	Other eukaryotes						others		
8110bb36b85e3e1a7931eb270a096e5f	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	 g__uncultured	metagenome	others		0.794693365
81137f8ef4800436689043ce5fb1d49d	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	0.999999121		others		
81144a64338f6a9bdac64ba50a4bf0f5	d__Eukaryota	unassigned	Other eukaryotes						others		
81185a2815f831bfa684f58714a70d8e	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	0.999967262		others		
812192843ba4f43a552b79ea9161a52c	d__Eukaryota	Cryptomycota	Other eukaryotes	LKM11	 o__LKM11	 f__LKM11	 g__LKM11	uncultured	others	fungus	0.730845891
8122ba43dbe5afe0e8e6c254ed0afca2	d__Eukaryota	unassigned	Other eukaryotes						others		
812325f7f34983d21d5e76b4e09ce52c	d__Eukaryota	Cercozoa	Other eukaryotes	Glissomonadida	 o__Glissomonadida	 f__Glissomonadida	 g__Heteromita	metagenome	others		0.997112266
8127803e77c9dde2e5060990ebbff802	d__Eukaryota	Incertae_Sedis	Other eukaryotes	Incertae_Sedis	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Incertae_Sedis	uncultured	others	eukaryote	0.999999996
812c78463e6f4ce9c876cf76ddc5e404	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Vannellida	 f__BIO10-D10	 g__BIO10-D10	Vannella	others	sp.	1
81327cd7abfc78e74bbd428bcc76cb26	d__Eukaryota	Gracilipodida	Other eukaryotes	Gracilipodida	 o__Gracilipodida	 f__Gracilipodida	 g__Filamoeba	Filamoeba	others	sp.	0.873273676
8136db4c63332683817ffc89ebbb1783	d__Eukaryota	Ascomycota	Other eukaryotes	Leotiomycetes	0.726992547				others		
8137d07444cafa47fdf6294d383ef83a	d__Eukaryota	Gracilipodida	Other eukaryotes	Gracilipodida	 o__Gracilipodida	 f__Gracilipodida	 g__Gracilipodida	metagenome	others		0.999392243
813bdcb75f5357c428e006078425719c	d__Eukaryota	Chytridiomycota	Other eukaryotes	Chytridiomycetes	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Catenomyces	Catenomyces	others	persicinus	0.967553775
81413fc6558e8383d25b3977aef09e1f	d__Eukaryota	unassigned	Other eukaryotes						others		
81442de8024b24fceba59609c5d989cc	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	0.933977765				others		
8145680127c44783f423ac4d1e19fb31	d__Eukaryota	Ascomycota	Other eukaryotes	Arthoniomycetes	 o__uncultured	 f__uncultured	 g__uncultured	Phaeococcomycetaceae	others	sp.	0.9669861
8145d2e9dbba7a7651ab61c962cad837	d__Eukaryota	Nematozoa	Other eukaryotes	Chromadorea	 o__Araeolaimida	 f__Araeolaimida	 g__Araeolaimida	Nematoda	others	environmental	0.797484507
814d1d9f39385dd2672d39a9726b2cc2	d__Eukaryota	unassigned	Other eukaryotes						others		
814e9783dd15597648c7077d888174e8	d__Eukaryota	unassigned	Other eukaryotes						others		
814f9ac087134be033126ddbfbde90a2	d__Eukaryota	Apusomonadidae	Other eukaryotes	Apusomonadidae	 o__Apusomonadidae	 f__Apusomonadidae	 g__Apusomonas	metagenome	others		0.993536949
814fe0700f0c17e080865daf8a848dae	d__Eukaryota	Gracilipodida	Other eukaryotes	LEMD267	 o__LEMD267	 f__LEMD267	 g__LEMD267	metagenome	others		1
8150c778bd07c325ce4db5910a8f58b5	d__Eukaryota	Diatomea	Other eukaryotes	Bacillariophyceae	 o__Bacillariophyceae	 f__Bacillariophyceae	0.998669907		others		
8150f9e56a3bb2f275e18760f486790a	d__Eukaryota	Schizoplasmodiida	Other eukaryotes	Schizoplasmodiida	 o__Schizoplasmodiida	 f__Schizoplasmodiida	 g__Phalansterium	Phalansterium	others	sp.	0.992561646
8151170559ca46219df1c0356cf4f2d8	d__Eukaryota	Nematozoa	Other eukaryotes	Chromadorea	 o__Tylenchida	 f__Tylenchida	 g__Tylenchida	Heterodera	others	schachtii	0.998479312
8152c065727ae2215d529839b853d4b7	d__Eukaryota	unassigned	Other eukaryotes						others		
8156d5a20f2a7555df8816e7de08de33	d__Eukaryota	Mucoromycota	Other eukaryotes	Incertae_Sedis	 o__Endogonales	 f__Endogonaceae	 g__Endogone	Jimgerdemannia	others	lactiflua	0.988080793
815aa5c3994e57db874c81d186e4eacd	d__Eukaryota	uncultured	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	marine	others	metagenome	0.896050781
8161155a21b441fcc01e1fd13ca53816	d__Eukaryota	unassigned	Other eukaryotes						others		
81687d64939f3ed8e1ac0da2aa1de657	d__Eukaryota	Basidiomycota	Other eukaryotes	Tremellomycetes	 o__Tremellales	 f__Rhynchogastremataceae	 g__Papiliotrema		others		
816a17b078ba127dddaee76810924f12	d__Eukaryota	Cercozoa	Other eukaryotes	Thecofilosea	 o__Thecofilosea	 f__Thecofilosea	 g__Thecofilosea	metagenome	others		0.934518809
816c8f342e837010a36cc2290e442efc	d__Eukaryota	Cercozoa	Other eukaryotes	Glissomonadida	 o__Glissomonadida	 f__Glissomonadida	 g__Proleptomonas		others		
816d5b64c271f183f89ed133a532b732	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
816ed6bebf153c9ee8d37f1b3aee6845	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Arcellinida	 f__Arcellinida	 g__Arcellinida	metagenome	others		1
816eff4ae4f9b06af979b03c8b4bca2a	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Euamoebida	 f__Euamoebida	 g__Euamoebida	Amoeba	others	leningradensis	0.992774838
816f1fa697c3d49c3cfee104115a9067	d__Eukaryota	Holozoa	Other eukaryotes	Choanoflagellida	 o__Craspedida	 f__Salpingoecidae	 g__Salpingoeca	uncultured	others	eukaryote	0.744497171
816f60dfe44f81c18be86df6df4a7997	d__Eukaryota	unassigned	Other eukaryotes						others		
816f78accff56488f3bf72410ca2392f	d__Eukaryota	Basidiomycota	Other eukaryotes	Agaricomycetes	 o__Sebacinales	 f__Sebacinaceae	 g__Craterocolla	Craterocolla	others	cerasi	0.99793275
81700b0b6f9435244a302964acf8d084	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Arcellinida	 f__Arcellinida	 g__Arcellinida	metagenome	others		0.999998339
81704b5fed11ff5f6552f357638e2321	d__Eukaryota	unassigned	Other eukaryotes						others		
8171fd545de2d233c1c6d00dcf3fde4b	d__Eukaryota	Ascomycota	Other eukaryotes	Dothideomycetes	 o__Capnodiales	 f__Mycosphaerellaceae	0.747598061		others		
81733a487a9d9e7e32e3710423f17514	d__Eukaryota	unassigned	Other eukaryotes						others		
8174a0b02dc6e10da443e4a32f48f79e	d__Eukaryota	Retaria	Other eukaryotes	Foraminifera	 o__Rotaliida	0.726282319			others		
8178383958951e52a626127d44820c08	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__uncultured	metagenome	others		0.999946905
817968946d13a93c5305ee34d7fbbbdf	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	0.819184543				others		
817ae074a937849aecf51fc7b9329b49	d__Eukaryota	unassigned	Other eukaryotes						others		
817aea0b407b4eb4c2e445deebefe4db	d__Eukaryota	Basidiomycota	Other eukaryotes	Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	Gadus	others	morhua	0.840938785
817ea742c68ae2b9faad403127a8be2c	d__Eukaryota	Cercozoa	Other eukaryotes	Thecofilosea	 o__Thecofilosea	 f__Thecofilosea	 g__uncultured	metagenome	others		0.992062605
817eddd0342ce64a10850e074f5debfa	d__Eukaryota	unassigned	Other eukaryotes						others		
8183efe5670be2360b60cc16acfc9baa	d__Eukaryota	unassigned	Other eukaryotes						others		
8186adb59d15f9e73a28c280bbb22386	d__Eukaryota	Cercozoa	Other eukaryotes	Novel_Clade_Gran-3	 o__Novel_Clade_Gran-3	 f__Novel_Clade_Gran-3	 g__Novel_Clade_Gran-3	uncultured	others	freshwater	0.999989713
81882c37075a84c60313a733556b5af1	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	Sorodiplophrys	others	stercorea	0.999992282
818cbb6a1bdc228d98e8d75dc215bfc1	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Litostomatea	 f__Haptoria	 g__Haptoria		others		
818cdb8f2402fbb9d63c129312b3acef	d__Eukaryota	MAST-12	Other eukaryotes	MAST-12C	 o__MAST-12C	 f__MAST-12C	 g__MAST-12C		others		
81904c7ff1d1c678edee5096d169bc07	d__Eukaryota	Ascomycota	Other eukaryotes	Eurotiomycetes	0.703555661				others		
81949a975d10222492cf32bd2995a911	d__Eukaryota	Chlorophyta	Green algae	Ulvophyceae	 o__Ulvophyceae	 f__Ulvophyceae	 g__Ulvophyceae	unassigned	others		
8197e80ad63695543da603549b5377db	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Vannellida	 f__Vannellida	 g__Vannella	Amoebozoa	others	sp.	0.999949759
819cc4d98e7a941a3e7d97578c03eb33	d__Eukaryota	unassigned	Other eukaryotes						others		
819f708dbf034544abc7c99380e11fc0	d__Eukaryota	Protosporangiida	Other eukaryotes	Protosporangiidae	 o__Protosporangiidae	 f__Protosporangiidae	 g__Protosporangium	Endostelium	others	crystalliferum	0.995022847
81a0ec39d4df6d68e297c13094515e2d	d__Eukaryota	Chlorophyta	Green algae	Chlorophyceae	 o__Chlorophyceae	 f__Chlorophyceae	 g__Chlorophyceae	unassigned	others		
81a2541e4e2eba366a6f1c154b61e32f	d__Eukaryota	Centrohelida	Other eukaryotes	Centrohelida	 o__Centrohelida	 f__CV1-B1-93	 g__CV1-B1-93	metagenome	others		0.770977285
81a29f23681e49f40bc7af55a3aa6f4e	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Leptomyxida	 f__Leptomyxida	 g__Leptomyxida	metagenome	others		0.899073026
81a35151ba098bcf5b3261639340bbcb	d__Eukaryota	unassigned	Other eukaryotes						others		
81a588757339d0becc8dda7cc22b7f4e	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Litostomatea	 f__Haptoria	 g__Arcuospathidium	metagenome	others		0.785167241
81a807d4c725c93347ffdf55a95226ac	d__Eukaryota	Ochrophyta	Other eukaryotes	Xanthophyceae	 o__Tribonematales	 f__Tribonematales	 g__Tribonema		others		
81aa338a71db4b7908ac6edb3e165bf2	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Euamoebida	 f__Euamoebida	 g__Hartmannella		others		
81ad45d52367c9f25b726dc69cc41cbd	d__Eukaryota	unassigned	Other eukaryotes						others		
81b05eb8191be3f4d30be78b0d840a64	d__Eukaryota	unassigned	Other eukaryotes						others		
81b19e82b63ae27f18598d0f95c1ab5e	d__Eukaryota	Basidiomycota	Other eukaryotes	Tremellomycetes	 o__Cystofilobasidiales	 f__Mrakiaceae	 g__Itersonilia	Itersonilia	others	perplexans	0.815141951
81b1fad484abd5ef684136151e0af308	d__Eukaryota	Ascomycota	Other eukaryotes	Orbiliomycetes	 o__Orbiliales	 f__Orbiliaceae	 g__Dactylella	Dactylella	others	oxyspora	0.999870794
81b2b9b9f177801e9f660f0091cc925a	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.937567081
81b57cb6a508c8a01594bbd704537009	d__Eukaryota	Basidiomycota	Other eukaryotes	unassigned					others		
81b98632edd2035590ccb734d4dc8f03	d__Eukaryota	unassigned	Other eukaryotes						others		
81b9cd1f69e0d291994fa643b638d4bb	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Euglyphida	 g__Euglypha	Euglypha	others	filifera	0.999949859
81bc30f49c85ef5f4843837013c2095c	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
81bcc422a6b7eb6febf494cb25491a3e	d__Eukaryota	Ascomycota	Other eukaryotes	unassigned					others		
81be70c9e16c5babb9d8ecbea9d1908b	d__Eukaryota	Chlorophyta	Green algae	Chlorophyceae	 o__Chlorophyceae	 f__Chlorophyceae	 g__Chlorophyceae	Chloromonas	Chloromonas	sp.	0.999743364
81c017553cac87d75c83454c766f57e1	d__Eukaryota	unassigned	Other eukaryotes						others		
81c0346a771668970e44dcad16574895	d__Eukaryota	Nucleariidae_and_Fonticula_group	Other eukaryotes	Nucleariidae_and_Fonticula_group	 o__Nucleariidae_and_Fonticula_group	 f__Nucleariidae	 g__Nuclearia	metagenome	others		0.999939702
81c4bd38578a5b73c3657334a70e3b54	d__Eukaryota	unassigned	Other eukaryotes						others		
81c9a5cbb38b7b9e47e6a4731498768a	d__Eukaryota	uncultured	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	metagenome	others		0.997567906
81ce642cda6cc9466f135e153ed6b1a8	d__Eukaryota	unassigned	Other eukaryotes						others		
81d0a58a2dd0e25da0c9566a9dc1ef93	d__Eukaryota	Zoopagomycota	Other eukaryotes	Incertae_Sedis	 o__Zoopagales	 f__Zoopagales	 g__Acaulopage	Acaulopage	others	dichotoma	0.999999565
81d291d4cbb8a3e47b44b367d7a32736	d__Eukaryota	uncultured	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	metagenome	others		0.999996454
81d2eaa05b3ae890e25e595654dea533	d__Eukaryota	Ascomycota	Other eukaryotes	Sordariomycetes	0.999782697				others		
81d468eb5ca1a5a0351ff97c27c701b2	d__Eukaryota	unassigned	Other eukaryotes						others		
81d73d5677c842f499708082c374a9ff	d__Eukaryota	Schizoplasmodiida	Other eukaryotes	Schizoplasmodiida	 o__Schizoplasmodiida	 f__Schizoplasmodiida	 g__Phalansterium	Phalansterium	others	sp.	0.995841919
81d8ad9c1325ec058d47699702e935f9	d__Eukaryota	unassigned	Other eukaryotes						others		
81dce10efcd4ff7c28d1fc1e03116310	d__Eukaryota	unassigned	Other eukaryotes						others		
81dcee89a35898a7d3faf80d7c4c1f17	d__Eukaryota	Ascomycota	Other eukaryotes	Dothideomycetes	 o__Pleosporales	0.994451947			others		
81ddfc94fe81a4dab597b9ad8d8376b5	d__Eukaryota	Ascomycota	Other eukaryotes	Dothideomycetes	 o__Capnodiales	0.996397459			others		
81e1ac5c4537148726e987fbda708b1a	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
81e3a3d0abb544ffcde7c90d500eb996	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Magnoliophyta	 f__Magnoliophyta	 g__Magnoliophyta		others		
81e4b0a2c5a5b05804712fe08f2c2aac	d__Eukaryota	unassigned	Other eukaryotes						others		
81e5b611a7797c4a999e7bbf42bba98b	d__Eukaryota	Ochrophyta	Other eukaryotes	Eustigmatophyceae	 o__Eustigmatales	 f__Eustigmatales	 g__Vischeria	Vischeria	others	helvetica	0.998920959
81ea1829bbae814ebbd60c9e5156bcc8	d__Eukaryota	Ochrophyta	Other eukaryotes	Chrysophyceae	 o__Chromulinales	 f__Chromulinales	 g__Poterioochromonas		others		
81ee532b5e702a2ea4afc04918a09fb6	d__Eukaryota	Holozoa	Other eukaryotes	unassigned					others		
81ef0ba5aba34e1f6abd74f92b08379d	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.993301011
81f03d14e8f20ebf96175388b097a076	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	0.999983016		others		
81f178ed2be75fec79052b216968fed8	d__Eukaryota	Cercozoa	Other eukaryotes	Thecofilosea	 o__Thecofilosea	 f__Thecofilosea	 g__Thecofilosea	metagenome	others		0.909886974
81f34114f5e7b616eaf5484f648d4b07	d__Eukaryota	Basidiomycota	Other eukaryotes	Agaricomycetes	0.974938108				others		
81f486efa9df36b8df64bcd5d16a1e1c	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Euglyphida	 g__uncultured	metagenome	others		0.999969161
81f964e7e9a8d1635b5005c895174ef3	d__Eukaryota	Ascomycota	Other eukaryotes	Dothideomycetes	0.969015185				others		
81fa44826e073617143c847811e5790f	d__Eukaryota	unassigned	Other eukaryotes						others		
82017f18ac1f2cf62fb394ccbe7b1665	d__Eukaryota	Cryptomycota	Other eukaryotes	LKM11	 o__LKM11	 f__LKM11	 g__LKM11	uncultured	others	eukaryote	0.941820195
8201db411e8c240a5c8c17bbcc839212	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Centramoebida	 f__Centramoebida	 g__Acanthamoeba		others		
8202d061a757245c4b3cac7b3d530e75	d__Eukaryota	LKM15	Other eukaryotes	LKM15	 o__LKM15	 f__LKM15	 g__LKM15	Mitosporidium	others	daphniae	0.757159467
8203cd9b8514613b72f599ba88e5af45	d__Eukaryota	Nematozoa	Other eukaryotes	Chromadorea	 o__Monhysterida	 f__Monhysterida	 g__Monhysterida	Tridentulus	others	sp.	0.740534793
82068498a68a9615ec34b254bf3e0e09	d__Eukaryota	Peronosporomycetes	Other eukaryotes	Peronosporomycetes	 o__Peronosporomycetes	 f__Peronosporomycetes	 g__Lagenidium	Lagenidium	others	giganteum	0.871127562
8207d85103ab6ec72492d9fbebad83af	d__Eukaryota	Cercozoa	Other eukaryotes	Thecofilosea	 o__Cryomonadida	 f__Rhizaspididae	 g__Rhogostoma	invertebrate	others	environmental	0.727825264
8207dbbb0ff69ae1896b69f1723d294c	d__Eukaryota	unassigned	Other eukaryotes						others		
8209ad0bb630606dd4463dbf8dd91a63	d__Eukaryota	Ochrophyta	Other eukaryotes	Eustigmatophyceae	 o__Eustigmatales	 f__Eustigmatales	 g__Vischeria	Vischeria	others	helvetica	0.998991526
820b38aabebcf496494cd497697c9c43	d__Eukaryota	Mucoromycota	Other eukaryotes	Incertae_Sedis	 o__Mortierellales	 f__Mortierellaceae	 g__Mortierella		others		
8210ae24e40be2bce118c485387ec112	d__Eukaryota	Nematozoa	Other eukaryotes	Chromadorea	 o__Rhabditida	 f__Rhabditida	 g__Rhabditida	Nematoda	others	environmental	0.997946563
821866b7fb398d9b5e911c56460b6050	d__Eukaryota	Peronosporomycetes	Other eukaryotes	Peronosporomycetes	 o__Peronosporomycetes	 f__Peronosporomycetes	 g__Pythium	Pythium	others	iwayamai	0.807336723
821acd2ecc7cd02533df6bb5ea1337ba	d__Eukaryota	Nucleariidae_and_Fonticula_group	Other eukaryotes	Nucleariidae_and_Fonticula_group	 o__Nucleariidae_and_Fonticula_group	 f__Nucleariidae	 g__Nuclearia	metagenome	others		0.999814498
821f1f850c600ee142500605c5ac6e4e	d__Eukaryota	Chlorophyta	Green algae	Chlorophyceae	 o__Chlorophyceae	 f__Chlorophyceae	 g__Chlorophyceae	unassigned	others		
8223e12e4a4bcf0e2ebd4aa7f1f3217d	d__Eukaryota	Cavosteliida	Other eukaryotes	Cavosteliida	 o__Cavosteliida	 f__Cavosteliida	 g__Tychosporium	Tychosporium	others	acutostipes	0.754330584
82243038d9c68889516fa2f8afd33f10	d__Eukaryota	Ascomycota	Other eukaryotes	unassigned					others		
8224d53ffca81ffad8a12894ae819a5d	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__Cercomonas		others		
82259077e1d0e581d6d55fd250fe1789	d__Eukaryota	unassigned	Other eukaryotes						others		
82264b0297699190a3e90dd0f25289d3	d__Eukaryota	unassigned	Other eukaryotes						others		
822b8d6e0dc0cd2513b5d2bcb9482e8c	d__Eukaryota	Mucoromycota	Other eukaryotes	Glomeromycetes	 o__Glomerales	 f__Glomeraceae	 g__Funneliformis	Funneliformis	others	mosseae	0.999996492
823055037667b01b4846a4da7fccc1a6	d__Eukaryota	unassigned	Other eukaryotes						others		
8230f8745c457f27d19f0dd7e95eb808	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Oligohymenophorea	 g__Cothurnia	Vaginicola	others	sp.	0.998444185
8233c5c085f6c7a112a622af9118452c	d__Eukaryota	Ascomycota	Other eukaryotes	Incertae_Sedis	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Lecophagus		others		
8235daaf3b8714a8f7f42ad77fef98c2	d__Eukaryota	unassigned	Other eukaryotes						others		
823a6f4f185bf4bdc74feab100fcd6df	d__Eukaryota	unassigned	Other eukaryotes						others		
823c1ac160ca40fc2b4deff82ab6f2c9	d__Eukaryota	Chlorophyta	Green algae	Chlorophyceae	 o__Chlorophyceae	 f__Chlorophyceae	 g__Chlorophyceae	Chlamydomonas	Chlamydomonas	moewusii	0.965730889
823c541a338c748e6f2a87eba169aea0	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Arcellinida	 f__Arcellinida	 g__Arcellinida	metagenome	others		0.999999937
823c61dd90308fcb09387b5525c35ada	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Magnoliophyta	 f__Magnoliophyta	 g__Magnoliophyta		others		
823cab286b116f08001716526832cba6	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
823f8a0a13685c32de23c0439d45f183	d__Eukaryota	Holozoa	Other eukaryotes	Ichthyosporea	 o__Pseudoperkinsidae	 f__Pseudoperkinsidae	 g__Anurofeca		others		
82416849e6031ce4b65b98af326eb228	d__Eukaryota	Cercozoa	Other eukaryotes	Incertae_Sedis	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Gymnophrys		others		
8241b47429bf69e6b961f376e0247656	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__Cercomonas	metagenome	others		0.996126854
82446d6f8657b317d794caa4c1801318	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Euglyphida	 g__Trinema	metagenome	others		0.972785772
824625e771ea0a3327537a51bc42bf41	d__Eukaryota	Tardigrada	Other eukaryotes	Eutardigrada	 o__Parachela	 f__Parachela	 g__Parachela		others		
