Feature ID	Taxon	Phylum	Algae_group	Class	Order	Family	Genus	Genus_clean	Genus_abundant	species	confidence
00007c680299e50b9e4b60048757eb7c	d__Eukaryota	unassigned	Other eukaryotes						others		
00048aa18c06b57d599b7da2ba776ee9	d__Eukaryota	Chlorophyta	Green algae	Trebouxiophyceae	 o__Trebouxiophyceae	 f__Trebouxiophyceae	 g__Trebouxiophyceae	unassigned	others		
0004d350d4530148316d310cda029c2c	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Euglyphida	0.865689244		others		
0007cbe3ce085404b59e1c31ebc103b8	d__Eukaryota	LKM15	Other eukaryotes	LKM15	 o__LKM15	 f__LKM15	 g__LKM15	uncultured	others	eukaryote	0.877380595
000978bed7c7e6869efc1bc53f9cce9f	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	Sorodiplophrys	others	stercorea	0.944928617
000d61f024683135b60f28e294f1c70d	d__Eukaryota	Annelida	Other eukaryotes	Clitellata	 o__Haplotaxida	 f__Haplotaxida	 g__Haplotaxida	Enchytraeus	others	sp.	0.822192139
000e0699a3dea33f02744a8146502490	d__Eukaryota	Basidiomycota	Other eukaryotes	Agaricomycetes	 o__Agaricales	0.904185459			others		
000eb25a1d9cd007e25ade0d0c2b4ff4	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Vannellida	 f__Vannellida	0.999941188		others		
000ff773aa406dcabb0e78e4bd70e56b	d__Eukaryota	Heterolobosea	Other eukaryotes	Tetramitia	 o__Tetramitia	 f__Tetramitia	 g__Vahlkampfia	Vahlkampfia	others	avara	0.999995556
001187c372a887e4a80e88fbc740c030	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	0.999999975		others		
0011e442180694e9507f5963b9b29930	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__Cercomonadidae	metagenome	others		0.775774087
00123863383e48399bb6bb9862b03633	d__Eukaryota	LKM15	Other eukaryotes	LKM15	 o__LKM15	 f__LKM15	 g__LKM15	uncultured	others	eukaryote	0.891591568
0015fe911ac480bdfb8b7c50917d4ee0	d__Eukaryota	Chytridiomycota	Other eukaryotes	Chytridiomycetes	 o__Rhizophydiales	 f__uncultured	 g__uncultured		others		
001abf1e8b6b2a904d07092ac155619a	d__Eukaryota	unassigned	Other eukaryotes						others		
001d5d539d63cfcfac287b8c9661dcc4	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__Cercomonas		others		
001ef1b8d0fa602bb08a499313fc6521	d__Eukaryota	Basidiomycota	Other eukaryotes	Tremellomycetes	 o__Tremellales	 f__Bulleribasidiaceae	 g__Vishniacozyma		others		
001f7be9c959f8572ab8d32247f7b3a6	d__Eukaryota	Ascomycota	Other eukaryotes	Dothideomycetes	0.938430068				others		
002a04c78bf465597e481d6df513582d	d__Eukaryota	Diatomea	Other eukaryotes	Bacillariophyceae	 o__Bacillariophyceae	 f__Bacillariophyceae	 g__Pinnularia		others		
002df7bac35877deb49ef070ca50cc57	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
003a2f8d8b5e6e7e039ae7f68424a3c5	d__Eukaryota	Ascomycota	Other eukaryotes	Dothideomycetes	 o__Pleosporales	 f__Didymellaceae	0.962729397		others		
003bec1e2b56cdc3f29c28af0cffaa76	d__Eukaryota	Mucoromycota	Other eukaryotes	Glomeromycetes	 o__Diversisporales	 f__Diversisporaceae	 g__Diversispora	Diversispora	others	eburnea	0.999962128
004bc0e83d044fd071d71381ea2209e9	d__Eukaryota	unassigned	Other eukaryotes						others		
0050ad5ece2b6c729815da74b84c49fb	d__Eukaryota	Apicomplexa	Other eukaryotes	Conoidasida	 o__Gregarinasina	 f__Eugregarinorida	 g__Gregarina		others		
0051deac884c37a16cc2d60899f4385d	d__Eukaryota	Nematozoa	Other eukaryotes	Chromadorea	 o__Chromadorida	 f__Chromadorida	 g__Chromadorida		others		
0053c8ead9559b3d2b216f775943b523	d__Eukaryota	Chlorophyta	Green algae	Trebouxiophyceae	 o__Trebouxiophyceae	 f__Trebouxiophyceae	 g__Trebouxiophyceae	Pseudochlorella	others	subsphaerica	0.877343829
005480a9a408f7674beb93e7439e23ce	d__Eukaryota	Chlorophyta	Green algae	Chlorophyceae	 o__Chlorophyceae	 f__Chlorophyceae	 g__Chlorophyceae	Eubrownia	Eubrownia	isobilateralis	0.980447206
00548fdc570fccdca71a282dcf253ea0	d__Eukaryota	unassigned	Other eukaryotes						others		
00553e7fcfa6a5f1741a2d9fa3ca4463	d__Eukaryota	Retaria	Other eukaryotes	Foraminifera	 o__Rotaliida	 f__Rotaliida	 g__Rotaliida		others		
0058411ec1766ea743b08b6938de5400	d__Eukaryota	unassigned	Other eukaryotes						others		
0059e97ada4d3f6efa7652a5047143ca	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Vannellida	 f__Vannellida	 g__Vannella	Vannella	others	miroides	0.982541258
005aaea3a6f687aff33d9e0494eb8ebf	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Pinophyta	 f__Pinophyta	 g__Pinophyta	Pinus	others	taeda	0.906105294
005f3f9a37e993b7ef0d26e6981ebc53	d__Eukaryota	Zoopagomycota	Other eukaryotes	Entomophthoromycetes	 o__Entomophthorales	 f__Ancylistaceae	 g__Conidiobolus	Conidiobolus	others	osmodes	0.982262269
005fac194ce7fa773d56e8f33110e981	d__Eukaryota	Gracilipodida	Other eukaryotes	Gracilipodida	 o__Gracilipodida	 f__Gracilipodida	 g__Filamoeba	Filamoeba	others	sp.	0.922048173
006026433074b394902401739d81bf7a	d__Eukaryota	Ascomycota	Other eukaryotes	Dothideomycetes	 o__Capnodiales	0.785137323			others		
00621b040420a246ac75892595e26b62	d__Eukaryota	Holozoa	Other eukaryotes	Choanoflagellida	 o__Craspedida	 f__Salpingoecidae	 g__Salpingoecidae	metagenome	others		0.967361134
0063e2cbb9e2aaba2efeac24b4d48234	d__Eukaryota	Diatomea	Other eukaryotes	Bacillariophyceae	 o__Bacillariophyceae	 f__Bacillariophyceae	 g__Pinnularia		others		
0065eb63725311fd70ed1b2c443efabb	d__Eukaryota	unassigned	Other eukaryotes						others		
0066d5365291abb465e75bd1da5e9e5b	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__Cercomonadidae	metagenome	others		0.864489257
0069f5a04db8fe183c73988dae6869eb	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Leptomyxida	 f__Leptomyxida	 g__Flabellula		others		
0069ffb813fec531302ae96c4dbcdd46	d__Eukaryota	Cryptomycota	Other eukaryotes	LKM11	 o__LKM11	 f__LKM11	 g__LKM11	uncultured	others	fungus	0.753086417
006da27ef8c1297d2df2cc39e777cd63	d__Eukaryota	Heterolobosea	Other eukaryotes	Tetramitia	 o__Tetramitia	 f__Tetramitia	 g__Allovahlkampfia	Plasmopara	others	viticola	0.736187262
006ef2c89c0e950b0532324fb92d034f	d__Eukaryota	Ochrophyta	Other eukaryotes	Chrysophyceae	 o__Chromulinales	 f__Chromulinales	 g__Spumella	Spumella-like	others	flagellate	0.776453455
00715e85e83676e43b1cfec8ad756478	d__Eukaryota	unassigned	Other eukaryotes						others		
0072afe16f21dea33f64779218a03ce9	d__Eukaryota	unassigned	Other eukaryotes						others		
007b2497844437d9a214bd5e8aa73e7d	d__Eukaryota	Cercozoa	Other eukaryotes	Incertae_Sedis	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Gymnophrys	uncultured	others	freshwater	0.755081098
007b386025f9bac576b828b1119b520f	d__Eukaryota	Apicomplexa	Other eukaryotes	Conoidasida	 o__Gregarinasina	 f__Eugregarinorida	 g__Monocystis	Monocystis	others	agilis	0.999941316
007dd0ef94496dd378b49ae085509b36	d__Eukaryota	Basidiomycota	Other eukaryotes	Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	Gadus	others	morhua	0.97317882
007f109ef2f0ddbb9c83b5c43326a8a1	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	Sorodiplophrys	others	stercorea	0.921170916
0082696ad6567b2d0cad882542e5156c	d__Eukaryota	unassigned	Other eukaryotes						others		
0083758278820907e180750115b5e0b9	d__Eukaryota	unassigned	Other eukaryotes						others		
00839cc0937ddd86dbd6f4e1b08298c0	d__Eukaryota	Cercozoa	Other eukaryotes	Thecofilosea	 o__Thecofilosea	 f__Thecofilosea	 g__uncultured	metagenome	others		0.999185094
0084f0fc61d26b0b78d37524817fcf26	d__Eukaryota	Aphelidea	Other eukaryotes	Aphelidea	 o__Aphelidea	 f__Aphelidea	 g__uncultured		others		
008739b5272d4b09b269563e23014392	d__Eukaryota	Chytridiomycota	Other eukaryotes	Chytridiomycetes	0.985851826				others		
00900e2a3bcb75ff31adf07fc50dc591	d__Eukaryota	Holozoa	Other eukaryotes	Ichthyosporea	 o__Pseudoperkinsidae	 f__Pseudoperkinsidae	 g__Anurofeca	Anurofeca	others	sp.	0.711513918
009919a80454466c9027b5343b33df7d	d__Eukaryota	Ascomycota	Other eukaryotes	unassigned					others		
009c27ff822c311f20b7bf708ae3429b	d__Eukaryota	Centrohelida	Other eukaryotes	Centrohelida	 o__Centrohelida	 f__Acanthocystidae	 g__Pterocystis	metagenome	others		0.919576017
009cc5c11732d54ed426794fd1a0d9a1	d__Eukaryota	unassigned	Other eukaryotes						others		
00a1d1b7f1defd8222d49d17c3f819a2	d__Eukaryota	Ochrophyta	Other eukaryotes	Xanthophyceae	 o__Tribonematales	 f__Tribonematales	 g__Tribonema	Tribonema	others	aequale	0.85657717
00a2a6b4673d07dda439a9f4572b7543	d__Eukaryota	Cercozoa	Other eukaryotes	Vampyrellidae	 o__Vampyrellidae	 f__Vampyrellidae	 g__Vampyrella	uncultured	others	eukaryote	0.944056823
00a875ee69ef5a5df8ee958386ab2b5c	d__Eukaryota	Incertae_Sedis	Other eukaryotes	Incertae_Sedis	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Arboramoeba	metagenome	others		0.936122421
00abb25cd0dd355c630443ee059a6983	d__Eukaryota	Ochrophyta	Other eukaryotes	Chrysophyceae	 o__Ochromonadales	 f__Ochromonadales	 g__Paraphysomonas	metagenome	others		0.999998902
00abb77d5dab5cb5b066fda558555660	d__Eukaryota	unassigned	Other eukaryotes						others		
00ad0de6bbf22fbca4b85215539c58ce	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__Cercomonadidae	Cercomonas	others	sp.	0.854252412
00ad5a05687856e8acef73101c93f739	d__Eukaryota	LKM15	Other eukaryotes	LKM15	 o__LKM15	 f__LKM15	 g__LKM15	uncultured	others	eukaryote	0.724218732
00b5627fae27e6f14af8cb987e6ec351	d__Eukaryota	unassigned	Other eukaryotes						others		
00b59a2246a5c553382f1993a6b250a4	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Vannellida	 f__Vannellida	 g__Vannella	Amoebozoa	others	sp.	0.996228888
00b71471e619b8221bd3272d4da64901	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.937911433
00b802c2de1107a611f1d68a48b7cd19	d__Eukaryota	Cercozoa	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	metagenome	others		0.99996691
00b82c989a69ed611759896e0e58c91c	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.997073456
00b8f52f66823b5a5eb07cb8f3b69c13	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__Cercomonadidae	Phytocercomonas	others	venanatans	0.731408659
00be726fa494d9cafbb435e8fbe896c9	d__Eukaryota	Gracilipodida	Other eukaryotes	Gracilipodida	 o__Gracilipodida	 f__Gracilipodida	 g__Flamella		others		
00bf7e45724b6de32b2a96ec744be6da	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Litostomatea	 f__Haptoria	 g__Haptoria	Rurikoplites	others	longitrichus	0.994853578
00c006c6bb90a333f9e5066c5b485a26	d__Eukaryota	Basidiomycota	Other eukaryotes	Agaricomycetes	 o__Polyporales	0.787039857			others		
00c29e82035397c4cdea463e585c26f4	d__Eukaryota	Cercozoa	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured		others		
00c3a3bfbd57701f6f974b072166c919	d__Eukaryota	MAST-6	Other eukaryotes	MAST-6	 o__MAST-6	 f__MAST-6	 g__MAST-6	eukaryote	others	marine	0.838891647
00c52b1f380505dc4f3739f38a783668	d__Eukaryota	uncultured	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	metagenome	others		0.864201496
00c77d751f89c26ff2e8e47c728a265a	d__Eukaryota	Cercozoa	Other eukaryotes	Incertae_Sedis	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Kraken	metagenome	others		1
00c84358e85e0029a4cbf8d6d40ce972	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__uncultured	uncultured	others	Eimeriidae	0.999932839
00c8b298c1cc0e909e5e741f399b5f32	d__Eukaryota	unassigned	Other eukaryotes						others		
00c8cad6524af735eb13f272bd7f4936	d__Eukaryota	unassigned	Other eukaryotes						others		
00cf415a59d3bfa97194093f23156321	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Arcellinida	 f__Arcellinida	 g__Arcellinida	metagenome	others		1
00d0c426b3dff414f44f77d8e1e103b2	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__Cercomonadidae	metagenome	others		0.817890937
00d23c999d24d15430c049ae091d523e	d__Eukaryota	unassigned	Other eukaryotes						others		
00d70b18502879f1eefd196f945a5eae	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Arcellinida	 f__Arcellinida	 g__Arcellinida	metagenome	others		0.99999991
00ddc27e37977d39dfb0732801d89362	d__Eukaryota	Schizoplasmodiida	Other eukaryotes	Schizoplasmodiida	 o__Schizoplasmodiida	 f__Schizoplasmodiida	 g__Schizoplasmodiida	Schizoplasmodium	others	cavostelioides	0.940142728
00de498e2961f3df47819b984fe66ce3	d__Eukaryota	unassigned	Other eukaryotes						others		
00df79a5928fbdfd94b05cca1f24c614	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Oligohymenophorea	 g__Peritrichia	Ophrydium	others	versatile	0.97708962
00e1e907ff57e8859e6fd0a722eced60	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	 g__Microdiaphanosoma	Microdiaphanosoma	others	arcuatum	0.997883883
00e35e3285eac082edc0bfbe9a9ae1fa	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Euglyphida	 g__Trinema		others		
00e3cb61ee0a1eff2f0a8dd2151ab26d	d__Eukaryota	Nematozoa	Other eukaryotes	Enoplea	0.904973258				others		
00e4aeb1aeb230dd9ef36a13ecde85d3	d__Eukaryota	unassigned	Other eukaryotes						others		
00e8d0bce641a905ebf6a2031c0b5453	d__Eukaryota	Ochrophyta	Other eukaryotes	Xanthophyceae	 o__Tribonematales	 f__Tribonematales	 g__Tribonema	Tribonema	others	ulotrichoides	0.75499729
00ec3a9f049438dd2d643e22d5c6b483	d__Eukaryota	Chlorophyta	Green algae	Trebouxiophyceae	 o__Trebouxiophyceae	 f__Trebouxiophyceae	 g__Trebouxiophyceae	Leptosira	Leptosira	obovata	0.99999868
00ed8a099616378bf6868fe219af0eba	d__Eukaryota	Arthropoda	Other eukaryotes	Ellipura	 o__Collembola	 f__Collembola	 g__Collembola		others		
00f0168f0a1bb80f7bec1c6ef866a72d	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Oligohymenophorea	 g__uncultured	uncultured	others	eukaryote	0.820083815
00f05064619260af1a4606c6a813a17c	d__Eukaryota	unassigned	Other eukaryotes						others		
00f0ad61233effcaeb1ed9a11a3a1690	d__Eukaryota	Nematozoa	Other eukaryotes	Enoplea	 o__Dorylaimia	 f__Dorylaimida	 g__Dorylaimida	Mesodorylaimus	others	japonicus	0.75817232
00f29c4afcc8be92235a52b813a4224c	d__Eukaryota	Cercozoa	Other eukaryotes	Thecofilosea	 o__Thecofilosea	 f__Thecofilosea	 g__Thecofilosea	metagenome	others		0.97037418
00f4c7696ac4d4cbc45e7c269e4ed5fd	d__Eukaryota	Cavosteliida	Other eukaryotes	Cavosteliida	 o__Cavosteliida	 f__Cavosteliida	 g__Cavosteliida	Gephyramoeba	others	sp.	0.988089739
00f6ccb88401dd3d6c656ae42bf79dcf	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Litostomatea	 f__Haptoria	 g__Didinium	Fuscheriides	others	sp.	0.748857163
00f9adc3e302565c03e1a4019b02fab6	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Magnoliophyta	 f__Magnoliophyta	 g__Magnoliophyta		others		
00f9b8260224eb389bc5420503c368f4	d__Eukaryota	Cercozoa	Other eukaryotes	Vampyrellidae	 o__Vampyrellidae	 f__Vampyrellidae	 g__Vampyrellidae	Cercozoa	others	sp.	0.869924496
00f9fc1e80846482881821e7bbef1119	d__Eukaryota	Dinoflagellata	Other eukaryotes	Dinophyceae	0.73616068				others		
00fc1a56a3e72d576e2d3e09c299cab0	d__Eukaryota	Cryptomycota	Other eukaryotes	Incertae_Sedis	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Paramicrosporidium	uncultured	others	eukaryote	0.739589729
00fe139494931ba160900fce55becfd5	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	0.999975806		others		
0102450c85ba20a8c164ab8ea1cb07b5	d__Eukaryota	unassigned	Other eukaryotes						others		
010276b2cea9cbd811848ecf23e9939f	d__Eukaryota	unassigned	Other eukaryotes						others		
01031bed424e49404b089c491e131657	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	0.999929373		others		
01041ff535280dc754d2957be5b81701	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Echinamoebida	 f__Echinamoebida	 g__Vermamoeba	Vermamoeba	others	vermiformis	0.998732311
0105780da0778d8152785ae5e451f39f	d__Eukaryota	unassigned	Other eukaryotes						others		
0107953355280756d60a7fe390648c87	d__Eukaryota	unassigned	Other eukaryotes						others		
0107dc12cc0737babb40d7c201f80c85	d__Eukaryota	LKM15	Other eukaryotes	LKM15	 o__LKM15	 f__LKM15	 g__LKM15	uncultured	others	eukaryote	0.965767632
0107e3887196d0fdc9233e67e72dd905	d__Eukaryota	Holozoa	Other eukaryotes	Choanoflagellida	 o__Codonosigidae	 f__Codonosigidae	 g__Monosiga	Monosiga	others	ovata	0.993165787
01088b5af974f3aea3d2c0ab98d895dc	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	0.99999878		others		
010f6bf14c85f28145af4646bf8f1426	d__Eukaryota	Chlorophyta	Green algae	Trebouxiophyceae	 o__Trebouxiophyceae	 f__Trebouxiophyceae	 g__Trebouxiophyceae	unassigned	others	metagenome	0.999980523
01143fad76024ea5565768221dee965d	d__Eukaryota	unassigned	Other eukaryotes						others		
0116b2e767cd9c4df501ce3dda8f9fb0	d__Eukaryota	Amoebozoa	Other eukaryotes	Amoebozoa	 o__Amoebozoa	 f__Amoebozoa	 g__Amoebozoa	metagenome	others		0.999928108
0117af381ea0729cc0d2bd6befff0ead	d__Eukaryota	Hyphochytriomycetes	Other eukaryotes	Hyphochytriomycetes	 o__Hyphochytriales	 f__Hyphochytriales	 g__Hyphochytriales		others		
01180a9187474e838d4bc82d07713667	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Euamoebida	 f__Euamoebida	 g__Hartmannella		others		
0118afc9356fe7670243e76864704bc9	d__Eukaryota	Ochrophyta	Other eukaryotes	Chrysophyceae	 o__Chromulinales	 f__Chromulinales	 g__Spumella		others		
011ac4beb08e6c4cdd737ebaefeb01e7	d__Eukaryota	Rotifera	Other eukaryotes	Monogononta	 o__Ploimida	 f__Ploimida	 g__Ploimida		others		
011caa87b69256519fc6b8ccbf49164e	d__Eukaryota	Diatomea	Other eukaryotes	Bacillariophyceae	 o__Bacillariophyceae	 f__Bacillariophyceae	 g__Fistulifera	Fistulifera	others	pelliculosa	0.999678599
011d8414ef8f88ee057805fcc84e1362	d__Eukaryota	Diatomea	Other eukaryotes	Bacillariophyceae	 o__Bacillariophyceae	 f__Bacillariophyceae	 g__Fistulifera	Fistulifera	others	pelliculosa	0.968797323
012615cfc74dc14c4a6a98418ed7a5ad	d__Eukaryota	Rotifera	Other eukaryotes	Bdelloidea	 o__Adinetida	 f__Adinetida	 g__Adinetida		others		
012681d1db135e02955d5a564a9b6f30	d__Eukaryota	unassigned	Other eukaryotes						others		
012845fb8bf2e8e56ce30786c78e391f	d__Eukaryota	Cercozoa	Other eukaryotes	Glissomonadida	 o__Glissomonadida	 f__Glissomonadida	 g__uncultured	metagenome	others		0.999995343
01298c7213f254a0cfa95e411ecbc88f	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Euamoebida	 f__Euamoebida	 g__Euamoebida	Amoeba	others	leningradensis	0.988758907
0129c3b6235e7d6a7b35b60b0c8edc7b	d__Eukaryota	Nematozoa	Other eukaryotes	Chromadorea	 o__Araeolaimida	 f__Araeolaimida	 g__Araeolaimida		others		
012a5f581ee829a4f89c10c8a60b61cc	d__Eukaryota	Cercozoa	Other eukaryotes	Glissomonadida	 o__Glissomonadida	 f__Glissomonadida	 g__Glissomonadida	metagenome	others		0.804238251
012de81cd2a60bfe8edf2c126247debd	d__Eukaryota	Cryptophyceae	Other eukaryotes	Cryptophyceae	 o__Cryptophyceae	 f__Cryptophyceae	 g__Goniomonas	Goniomonas	others	sp.	0.99998654
012e8b0ebd0c716cf3f58da85c4de49d	d__Eukaryota	Amoebozoa	Other eukaryotes	Amoebozoa	 o__Amoebozoa	 f__Amoebozoa	 g__Amoebozoa	metagenome	others		0.999002161
012f9da08d589558e15e1a72c08a4718	d__Eukaryota	Basidiomycota	Other eukaryotes	Agaricostilbomycetes	 o__Agaricostilbales	 f__Kondoaceae	 g__Kondoa		others		
012fc79d196010f76ea4cd1cbce07c0e	d__Eukaryota	Blastocladiomycota	Other eukaryotes	Blastocladiomycetes	 o__Blastocladiales	 f__Blastocladiales	 g__Catenaria	Catenophlyctis	others	variabilis	0.999541219
01308cb91a56b8bce9fab417b22d6b8d	d__Eukaryota	LKM15	Other eukaryotes	LKM15	 o__LKM15	 f__LKM15	 g__LKM15	uncultured	others	eukaryote	0.97104879
0131f27e03aaa470bba48ee16603cacc	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Spirotrichea	 f__Hypotrichia	 g__Hypotrichia		others		
0133d0870e8846bf796c62688dfe599c	d__Eukaryota	Ascomycota	Other eukaryotes	Pezizomycetes	 o__Pezizales	 f__Pyronemataceae	 g__Lamprospora	Lamprospora	others	ascoboloides	0.8212732
01359a87c4c9c258a0bd2242024feb4d	d__Eukaryota	Cercozoa	Other eukaryotes	Incertae_Sedis	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Gymnophrys	uncultured	others	freshwater	0.917177256
013793f4bc20047ae62b4d384a981145	d__Eukaryota	Chytridiomycota	Other eukaryotes	Chytridiomycetes	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Catenomyces	Catenomyces	others	persicinus	0.996640935
0138bced6c9533803794c23b383703ae	d__Eukaryota	unassigned	Other eukaryotes						others		
013aa9a0881b0b321b7822eedf50ce6a	d__Eukaryota	unassigned	Other eukaryotes						others		
013cf3e16c9d985852b180c2b8ff4671	d__Eukaryota	Bicosoecida	Other eukaryotes	CH1-2B-3	 o__CH1-2B-3	 f__CH1-2B-3	 g__CH1-2B-3	uncultured	others	stramenopile	0.995304392
013e9a4e68a428598bc2dc9c376ae448	d__Eukaryota	unassigned	Other eukaryotes						others		
013f39db43cb2a05823e427e4526549b	d__Eukaryota	unassigned	Other eukaryotes						others		
013fdc9149d3220c1c69ec46780114bf	d__Eukaryota	Cryptomycota	Other eukaryotes	LKM11	 o__LKM11	 f__LKM11	 g__LKM11	uncultured	others	eukaryote	0.959270232
0143467cbf15ad948de36221ad5bd09a	d__Eukaryota	unassigned	Other eukaryotes						others		
0143998dbc4a8fa657b7353c2b57e3e6	d__Eukaryota	Basidiomycota	Other eukaryotes	Agaricomycetes	 o__Agaricales	0.878175368			others		
0146e9981ba66801eac1d0ddb5c595b3	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Oligohymenophorea	0.955249723		others		
014b6f1eace6ac76f19f95c6431623fd	d__Eukaryota	Aphelidea	Other eukaryotes	Aphelidea	 o__Aphelidea	 f__Aphelidea	 g__Paraphelidium		others		
014d5b19a6a52d33634cab4b3ee7f724	d__Eukaryota	Chlorophyta	Green algae	unassigned			unassigned	unassigned	others		
014d89877aedb15aafa9113e548dbaf4	d__Eukaryota	Nematozoa	Other eukaryotes	Chromadorea	 o__Araeolaimida	 f__Araeolaimida	 g__Araeolaimida	Plectidae	others	sp.	0.78300129
014eaf0f8fbed71ad5f27e9ac9412d23	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Litostomatea	 f__Haptoria	 g__Arcuospathidium	metagenome	others		0.96320861
01531c99fd913d7a2ae243c13dfb8db0	d__Eukaryota	Cercozoa	Other eukaryotes	Vampyrellidae	 o__Vampyrellidae	 f__Vampyrellidae	 g__Vampyrella	uncultured	others	eukaryote	0.993920221
01597b2ecf78811b942d72fe8a673ac7	d__Eukaryota	unassigned	Other eukaryotes						others		
015b0906d4ea207fe05df2cab97345f0	d__Eukaryota	Diatomea	Other eukaryotes	Bacillariophyceae	 o__Bacillariophyceae	 f__Bacillariophyceae	0.999637635		others		
015f63c9fefac4055c3ec1ddc695b743	d__Eukaryota	Cryptomycota	Other eukaryotes	LKM11	 o__LKM11	 f__LKM11	 g__LKM11	uncultured	others	eukaryote	0.940995463
0161351fbb61efc094f8131b55458499	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__uncultured	Cercomonas	others	sp.	0.997353607
0162a27b9a8fcd905513fd1599372ed5	d__Eukaryota	Chytridiomycota	Other eukaryotes	Chytridiomycetes	 o__Spizellomycetales	0.989143008			others		
0163b32cf230a60f719af24783593fd8	d__Eukaryota	Diatomea	Other eukaryotes	Bacillariophyceae	 o__Bacillariophyceae	 f__Bacillariophyceae	 g__Fistulifera	Fistulifera	others	pelliculosa	0.998372687
0169c9d10313b428137b7832180f64ee	d__Eukaryota	Holozoa	Other eukaryotes	Choanoflagellida	 o__Codonosigidae	 f__Codonosigidae	 g__Monosiga	Monosiga	others	ovata	0.999850223
