Var1	core	number_sites	mean	sd	se	Kingdom
353f40255a2d4e9b6eac6f755828bdf9	Rhizobiales	4	0.008222879	0.004470415	0.002235208	Bacteria
4138b7ef8312a9b954e4e979f053b25e	Sphingomonadales	1	0.015453499	NA	NA	Bacteria
8aa23fbf66a23b7428153b1d9b7e7227	Caulobacterales	5	0.005512885	0.000904012	0.000404286	Bacteria
7c2a72ce46d9157b8e584b650e8e84a0	Burkholderiales	3	0.008311059	0.007852166	0.00453345	Bacteria
29dd29299e3f23ed34362c282e18848f	Burkholderiales	10	0.002615502	0.001863016	0.000589137	Bacteria
44bea4ff280bee123e62bef4fc781bc4	Sphingomonadales	7	0.004362941	0.001568301	0.000592762	Bacteria
35168cd6ce14cb0c071a1076bd1ea6f6	Burkholderiales	8	0.003081616	0.00244059	0.000862879	Bacteria
e1620dcbe92a9c08975515e378106e87	Rhizobiales	8	0.003195796	0.001667193	0.000589442	Bacteria
3b1f757c2ff818e3a607a0eb775155cf	Burkholderiales	5	0.00406133	0.003386414	0.00151445	Bacteria
94079ca399197fae7479249543151441	Rhizobiales	15	0.002371006	0.00152476	0.000393691	Bacteria
3f21c06e1c6ad60f8ca121083744b549	Solirubrobacterales	13	0.002391319	0.001591824	0.000441493	Bacteria
2823e2f41d1edf3be12a2ab0dad7eeab	Microtrichales	28	0.000869943	0.000468516	8.85E-05	Bacteria
83617a876a8ea590c3e4a5fc0ee97586	Sphingomonadales	5	0.006325456	0.003258692	0.001457331	Bacteria
ec86df8fe9fe2e7999a7d0596fe3f8cb	Caulobacterales	8	0.003029268	0.001816571	0.000642255	Bacteria
b46ccd251190c0d53c819f3fef8fac0a	Burkholderiales	3	0.00771774	0.004976677	0.002873286	Bacteria
6a918c9a7aba513f5897c014dc0802f8	Sphingomonadales	2	0.009654477	0.011824571	0.008361235	Bacteria
67035bf6ba78435d30956078225ce902	Burkholderiales	7	0.002727177	0.001462661	0.000552834	Bacteria
eefa3517d1bda77dc1ec88694b577fae	Sphingomonadales	7	0.003583929	0.003050568	0.001153006	Bacteria
c607d2ff38bea140851b906bdfa89a92	Burkholderiales	9	0.002939957	0.001898746	0.000632915	Bacteria
7eb1749d14de6411a00aba9ef3082c20	Burkholderiales	9	0.003703851	0.003515267	0.001171756	Bacteria
25ab2fe4a39c660f63e5c3c1bb23c7e6	Sphingomonadales	8	0.003031766	0.003005937	0.001062759	Bacteria
d290667c6b0edab2c18afb962cd812a5	Burkholderiales	10	0.002206935	0.000953162	0.000301416	Bacteria
489705a3f599222d10d2410134d8023c	Rhizobiales	18	0.001902045	0.000756106	0.000178216	Bacteria
bcfef3c3b3d4567969f3d6f75a6bc3e5	Burkholderiales	6	0.003158074	0.001662648	0.000678773	Bacteria
9aadb5c33e5bf450cdce3720398ebc2b	Solirubrobacterales	9	0.003246122	0.002098797	0.000699599	Bacteria
eb566391fe5209280c7b5d9cf7348119	Sphingomonadales	2	0.010624685	0.003474315	0.002456712	Bacteria
4528294458a713cafa6eb1a2151d4951	Solirubrobacterales	15	0.00208078	0.001786522	0.000461278	Bacteria
102f6138b518af274cbe26e98fc23ee6	Sphingomonadales	7	0.004654569	0.002462289	0.000930658	Bacteria
a741431abac79ee3326035a2b9817362	Sphingomonadales	8	0.003732884	0.002954906	0.001044717	Bacteria
ab873ace209608109ab068e0ff54ee0d	Rhizobiales	11	0.00305647	0.006805608	0.002051968	Bacteria
266ae76a45e6a878187857ca94ee4182	Burkholderiales	3	0.008076333	0.003074824	0.00177525	Bacteria
2ba525a7af58d4acd1087c812efea8ad	Rhizobiales	13	0.002862199	0.001595147	0.000442414	Bacteria
cbb57bec78dc2646293205069a385850	Rhizobiales	1	0.018655443	NA	NA	Bacteria
a3e628e225489d1c07c0265e72caed27	Propionibacteriales	8	0.002448943	0.00217688	0.000769643	Bacteria
5abbf9742cbb826daa0bce3a31378841	Sphingomonadales	2	0.007533824	0.008183444	0.005786569	Bacteria
6b253f3317742abed0bebdf11df55926	Sphingomonadales	7	0.003622222	0.002838087	0.001072696	Bacteria
75e2c3480766bc8ff8f98795174204b4	Burkholderiales	4	0.004547048	0.002463257	0.001231629	Bacteria
47ecc4e17411d6c3beccc1f980057997	Burkholderiales	4	0.005254235	0.005602524	0.002801262	Bacteria
02c4ee8ab4d0eb325fdb3f3f84e5c94e	Sphingomonadales	6	0.00646585	0.000801298	0.000327129	Bacteria
5f771cc2c61ffa72d6af2b9e7c6f386d	Propionibacteriales	10	0.002160108	0.00260809	0.00082475	Bacteria
9b78f9422fc33d3541289c9f6df53261	Solirubrobacterales	8	0.003478541	0.001004991	0.000355318	Bacteria
5aa4b3b9d053cf09fe97082e96c7e169	Sphingomonadales	7	0.00485774	0.004506518	0.001703304	Bacteria
338ceec18bb6c91c7f3259d84d8934e0	Sphingomonadales	4	0.009173524	0.004658222	0.002329111	Bacteria
809554069e1cf3a2959683e2a08619ba	Rhizobiales	14	0.002518959	0.001368074	0.000365633	Bacteria
4db2d1b4c8f9fadc743c7ddbdbd8aad9	Burkholderiales	4	0.005674789	0.00355211	0.001776055	Bacteria
b63c75a6cbd7a552350eeb081b92b42a	Burkholderiales	8	0.003971367	0.002076419	0.000734125	Bacteria
63b08f884dfcd9675e56b5d5029eddcc	Sphingomonadales	7	0.004242351	0.002271035	0.000858371	Bacteria
b417b9e7e5cb789203821e9cb8bf9f2a	Microtrichales	21	0.001522063	0.00074832	0.000163297	Bacteria
9be094d65557733290a1fae165f9c5f3	Sphingomonadales	2	0.009931586	0.001367022	0.000966631	Bacteria
4624b37eb414bf296d23f9f7d7cee757	Burkholderiales	25	0.001063008	0.000501787	0.000100357	Bacteria
d32fba918166259c830d95d70db9ab6e	Burkholderiales	10	0.001918239	0.000836481	0.000264519	Bacteria
dbe23fcd2d33179cdfc72537afa2b576	Burkholderiales	2	0.012563172	0.002685962	0.001899262	Bacteria
a1e89aca1f007bf05c2b8ecd12a50794	Rhizobiales	8	0.002940811	0.00172107	0.00060849	Bacteria
42d0a2e9392895616bb0cac179d2df80	Propionibacteriales	7	0.005686442	0.002214188	0.000836885	Bacteria
c2cb35e5ba046f7a59fcd6d6877d6629	Rhizobiales	6	0.006892477	0.003533055	0.001442364	Bacteria
0bd8463e9470f9b6e22f575fb0f4ffb3	Sphingomonadales	2	0.012028185	6.35E-05	4.49E-05	Bacteria
177b75a07efc41824737dbdbdcf7c600	Solirubrobacterales	9	0.003186183	0.001342729	0.000447576	Bacteria
a56f2b44fe2d4649c29addfa3f78ae67	Burkholderiales	6	0.004195972	0.004179371	0.001706221	Bacteria
e88309cb3622436886f8ad9acafcad26	Sphingomonadales	6	0.004227919	0.002123445	0.000866893	Bacteria
0f185aa9af2f68c2b1d17e955fd00622	Rhizobiales	15	0.001891511	0.001200536	0.000309977	Bacteria
5db70ab2465a16f6307ec03b7b6f7801	Rhizobiales	2	0.009180996	0.000630993	0.000446179	Bacteria
3e5147c2e0a063313348b64f11cfab02	Sphingomonadales	6	0.003779781	0.003010997	0.001229234	Bacteria
2fc85ded68ac9a5fbc058a1819abffba	Burkholderiales	8	0.004427647	0.001620745	0.00057302	Bacteria
cbb9aa290246690ec322eed2d935043b	Burkholderiales	2	0.007827817	0.008430269	0.0059611	Bacteria
69eb856574c2f01e6d6d1c79e935d72c	Caulobacterales	2	0.012840491	0.005182544	0.003664612	Bacteria
d0dbc14ca8d95b56af1fb5a693642bbb	Burkholderiales	13	0.001738359	0.001170899	0.000324749	Bacteria
93a7ce70d4b63abf1c82e7daeea76db4	Sphingomonadales	8	0.005074376	0.003605815	0.001274848	Bacteria
6387bd1adeab88eebf99604c1c815053	Burkholderiales	5	0.003953933	0.001278123	0.000571594	Bacteria
1484e607499e55200ae9739c2b307186	Burkholderiales	6	0.004014234	0.002634634	0.001075585	Bacteria
a3258a43ec8ce3966e7583eefc217e62	Sphingomonadales	6	0.004680684	0.001618571	0.000660779	Bacteria
cdd21a8ce5d1c172fbb695f4d0ce1649	Burkholderiales	2	0.008140719	0.001996841	0.00141198	Bacteria
61dbe07f5bc05e2482db01b8ef31d8f1	Burkholderiales	4	0.005336944	0.000809121	0.000404561	Bacteria
7e2706b1ddc29d13c9fce7aedfb242eb	Sphingomonadales	1	0.018717686	NA	NA	Bacteria
fff141faf0aabbbc324f3acbfe8726aa	Caulobacterales	3	0.006715439	0.002385054	0.001377012	Bacteria
e5d060aaf73540d0124856ce096a98e6	Sphingomonadales	1	0.014089222	NA	NA	Bacteria
b15c18a2ed50f41d6c50d3dd1e413f8f	Rhizobiales	11	0.00259168	0.001569797	0.000473312	Bacteria
15180c76be1412f0c6aff68120bf1fbf	Sphingomonadales	7	0.002916283	0.001967241	0.000743547	Bacteria
c0fcfba582106c32693183baa337d12c	Burkholderiales	12	0.001751373	0.001138637	0.000328696	Bacteria
f39c08778cec4113cd63913629384507	Caulobacterales	6	0.005412225	0.005014916	0.002047331	Bacteria
267e2bf76bec8808ff6c58114e42c511	Solirubrobacterales	16	0.001509408	0.000795888	0.000198972	Bacteria
17fb3298e8e811a98d3458edca0fc08a	Sphingomonadales	6	0.005249473	0.004008481	0.001636455	Bacteria
55b7239fc20a5c889265cc0380847ac3	Burkholderiales	1	0.016802504	NA	NA	Bacteria
6c2419af6c80feb0fec5da7b22f8fa15	Rhizobiales	6	0.004156948	0.002644321	0.00107954	Bacteria
76b652e618f1a451ea024032588ae37b	Sphingomonadales	7	0.004070664	0.001912912	0.000723013	Bacteria
cd79140ed9a052aaef500d5a6acc3bcf	Burkholderiales	6	0.004977567	0.00126404	0.000516042	Bacteria
84e4f36599603306fd696b8f759ba794	Sphingomonadales	8	0.005757868	0.0034407	0.001216471	Bacteria
63538669195d070909dffbed46a58ed8	Burkholderiales	2	0.007273714	0.00524342	0.003707658	Bacteria
e597dfe8a281e3b8f5d2fd0bddb67214	Sphingomonadales	6	0.00421242	0.002889422	0.001179602	Bacteria
619427426fe63aace8cfe6ca64e99cf6	Sphingomonadales	2	0.013881507	0.00642703	0.004544596	Bacteria
0fb4ea4797c932bb69464db053b0ba05	Propionibacteriales	5	0.004274373	0.002174736	0.000972572	Bacteria
e7ab25a87707681d7edbd5b20353f041	Sphingomonadales	3	0.00627207	0.007896242	0.004558897	Bacteria
cc6f481ea923997e09dc4892198df767	Burkholderiales	4	0.003732426	0.002080164	0.001040082	Bacteria
37a4d6bc5f7732ab1c52855062cd045b	Burkholderiales	11	0.002447775	0.001417052	0.000427257	Bacteria
34d9c708d20438326cb8ad7bb8574b25	Rhizobiales	17	0.001790873	0.001140282	0.000276559	Bacteria
5643d7aa2f7dd015cdf4758ec19a2873	Rhizobiales	9	0.003191273	0.001078977	0.000359659	Bacteria
571db4654d3bcddff0a7ef1aa15401d2	Rhizobiales	10	0.002474794	0.00155813	0.000492724	Bacteria
abb7adf10da296857026e26e2ee67d95	Sphingomonadales	4	0.00474494	0.00174466	0.00087233	Bacteria
090c113c52d40137c7323b27332f08bf	Rhizobiales	11	0.002544782	0.001473012	0.00044413	Bacteria
88214e1ded1e15e0b6ae3b6e9f954ca5	Caulobacterales	2	0.011471205	0.007560108	0.005345804	Bacteria
af0bb87e6c7c03937018e6a0b98720c6	Propionibacteriales	9	0.003095712	0.001307189	0.00043573	Bacteria
ecb3096d8c5bbd4ece0bb8237256d7f2	Rhizobiales	4	0.005645936	0.004157348	0.002078674	Bacteria
cdbdb65bb9f4063fd089554987872478	Burkholderiales	6	0.003626546	0.002741076	0.00111904	Bacteria
7538caa74a5ea4969f4efd155f5a258d	Rhizobiales	10	0.003333463	0.00128488	0.000406315	Bacteria
5ee41c2bdefb49700ebdb864b643351f	Sphingomonadales	9	0.003011895	0.001174241	0.000391414	Bacteria
e19c7165cf6b487e0b7db6626ff362ee	Sphingomonadales	8	0.002792152	0.002532197	0.000895267	Bacteria
9d3cf33751b6682d8d6c73f05dc86b08	Sphingomonadales	2	0.007875429	0.00575089	0.004066493	Bacteria
8269d158d4b643201bf96b9fceb91b25	Sphingomonadales	3	0.004979013	0.004263295	0.002461414	Bacteria
be1a2df76f38fb7522a6d55635357419	Sphingomonadales	8	0.003477859	0.00161982	0.000572693	Bacteria
5dc977f4e79f3ca51dd66a3fadf779c9	Propionibacteriales	12	0.002093524	0.00171148	0.000494062	Bacteria
3ed45ec4fdbae8a0528b5ad6c3b7c187	Sphingomonadales	4	0.008272421	0.012906661	0.006453331	Bacteria
6edbc970e3f3424407a8cc6aef19c4e7	Rhizobiales	26	0.001147168	0.000690603	0.000135438	Bacteria
db2e31cd59d9ed3ef0a42550b9836892	Caulobacterales	7	0.002689082	0.0019788	0.000747916	Bacteria
b4592316ce5d2594dabc9be1eddcd198	Burkholderiales	6	0.002547644	0.003933058	0.001605664	Bacteria
04e645ba95b16417d188650438e13577	Sphingomonadales	4	0.005419445	0.00274077	0.001370385	Bacteria
f5449607ffd44b861d3a0308c3cfc252	Solirubrobacterales	12	0.00203041	0.001076816	0.00031085	Bacteria
f26f725594d65010b8bcef1fb5d8157e	Rhizobiales	23	0.001173223	0.000667798	0.000139246	Bacteria
bd43ece81154e8948802c0e93d935eec	Sphingomonadales	7	0.003377054	0.002812622	0.001063071	Bacteria
903ab3116fdfdbbc7da9506fceff933c	Solirubrobacterales	9	0.002498292	0.000800431	0.00026681	Bacteria
b58c33e26bddcebeb0d7ff73f0b4bbd7	Rhizobiales	12	0.002615969	0.001535835	0.000443357	Bacteria
1b1635af0ef7c98df19672773c01c49e	Rhizobiales	15	0.001666316	0.000786704	0.000203126	Bacteria
f0a96c5afbc3886f3611bedf8dabeab5	Burkholderiales	4	0.005267184	0.005274911	0.002637456	Bacteria
1de3ff380d64fd5aac2895cb3b0446a4	Sphingomonadales	4	0.005129503	0.006209568	0.003104784	Bacteria
0e448f1d3a472aabf6b61e1c3e2ca496	Rhizobiales	8	0.003204487	0.002133632	0.000754353	Bacteria
f409e1c0ea1ba1769ba10adf78402913	Rhizobiales	22	0.001207493	0.000691214	0.000147367	Bacteria
0b3906d5fbf2f588e60a8f7ae69641e5	Rhizobiales	4	0.005657027	0.003530279	0.00176514	Bacteria
944daa2456c69e30473ce9736b5120f9	Sphingomonadales	6	0.005503205	0.004002495	0.001634012	Bacteria
7018dffa9d1f2a33bff6839704dd5c35	Burkholderiales	9	0.002724159	0.001829907	0.000609969	Bacteria
d74aa2df676f36a584f25694b30ed44e	Rhizobiales	17	0.001457131	0.000862514	0.00020919	Bacteria
2c8fe3a3a89043a35234f1686cbec60d	Burkholderiales	4	0.004219558	0.002836891	0.001418445	Bacteria
f9451b27b1daa5f3afc49e165c0b657d	Sphingomonadales	6	0.004843088	0.001648759	0.000673103	Bacteria
3bf01edd07bff6f6c0b7ef9fe0b80803	Solirubrobacterales	5	0.003682007	0.002049352	0.000916498	Bacteria
1b9859f66cae6476841b941cc08aac61	Rhizobiales	1	0.077382569	NA	NA	Bacteria
ec8423b7135c31fc7dd18ef66724f679	Rhizobiales	7	0.005639806	0.004560924	0.001723867	Bacteria
aa52b88c9609179bd802ca524cdc26fb	Sphingomonadales	1	0.016418401	NA	NA	Bacteria
fc66707f5a970271020adc690f2144ce	Propionibacteriales	19	0.001318881	0.000793178	0.000181968	Bacteria
273b21e1613992394859aef7a4aa79a1	Burkholderiales	9	0.001909066	0.000889155	0.000296385	Bacteria
b4e4ba12c99434f8f3e1b3b9773a0c48	Burkholderiales	8	0.002647622	0.001491821	0.000527439	Bacteria
edd26264a67a18ec5b8c8247928ab3c4	Caulobacterales	7	0.002954966	0.001305395	0.000493393	Bacteria
744b63f6edd74d8850db58ea71b2b881	Sphingomonadales	5	0.006175535	0.003702662	0.001655881	Bacteria
c1193c6b1efa88e5e3646ec0d3e44e1e	Burkholderiales	4	0.005806755	0.003388597	0.001694299	Bacteria
2aff02c832433f6b15f7cec3b40b1c6f	Burkholderiales	7	0.004886541	0.002899212	0.001095799	Bacteria
4021456cc6fb588f0971cffb71071ef1	Sphingomonadales	2	0.008964313	0.008838207	0.006249556	Bacteria
83f7977a0383fd8137282685bad08326	Rhizobiales	7	0.002723139	0.002509967	0.000948678	Bacteria
c09a781448714369ffc4c140c0274994	Burkholderiales	12	0.003298122	0.001696064	0.000489612	Bacteria
0b5a8420eb9c264094afefdc36ee2298	Burkholderiales	9	0.002139235	0.001683122	0.000561041	Bacteria
dd2fe153b0b8ce9a1005108e7f0291aa	Caulobacterales	11	0.001595008	0.000888308	0.000267835	Bacteria
f637afab117c0db61873ec67e693d7d6	Sphingomonadales	4	0.008512821	0.002216207	0.001108104	Bacteria
2ba51f5944ce6e80b1f17452c13f7671	Solirubrobacterales	3	0.004693871	0.005904778	0.003409125	Bacteria
cf3ff945c3a8fd837b99a2d049252b83	Sphingomonadales	3	0.004914925	0.000575822	0.000332451	Bacteria
2d1fcf21deb99c320aa07514f55d4520	Burkholderiales	3	0.007197158	0.004222513	0.002437869	Bacteria
41dcab9aa05692999ffacf6e9403d710	Microtrichales	20	0.001192047	0.000696422	0.000155725	Bacteria
6c5c894f9ee36942723ec955be08a057	Sphingomonadales	9	0.00344511	0.001629083	0.000543028	Bacteria
6953defd533b9a08597c1c2d3601cabc	Sphingomonadales	4	0.003256184	0.002200591	0.001100295	Bacteria
71959105146ae8853e87ec99a1faf201	Sphingomonadales	9	0.001889282	0.000577387	0.000192462	Bacteria
251fe072e1e01e272bd8a65142f484c7	Sphingomonadales	7	0.001690319	0.002181195	0.000824414	Bacteria
1c3230f522c7f719a645d65939580864	Burkholderiales	10	0.002618572	0.0025205	0.000797052	Bacteria
3762762e5bb11dfdbde455844829d1e7	Rhizobiales	11	0.003447383	0.002040236	0.000615154	Bacteria
e89ac73283eae1e74de6190cdbebdba2	Rhizobiales	8	0.003755314	0.002778812	0.000982458	Bacteria
1704db19076f4e6e64fecf340a4b82e4	Propionibacteriales	8	0.003392777	0.001847134	0.00065306	Bacteria
8d8de9a3b8995dcc3b55816970ccab74	Burkholderiales	7	0.002595796	0.001117052	0.000422206	Bacteria
49d5ddc32dad55a754bbba80aca3ba9d	Burkholderiales	3	0.007859232	0.005084664	0.002935632	Bacteria
1aa9ea85a145a242bff46def1c834e75	Burkholderiales	10	0.001796305	0.000921251	0.000291325	Bacteria
728e95c68bede8515e7d20f9d44a4db0	Rhizobiales	11	0.002828234	0.001049729	0.000316505	Bacteria
d9861545e3713fb41c6e66a8eacfd3b4	Microtrichales	20	0.001197813	0.00079084	0.000176837	Bacteria
b66db84c2017a3dadacf9ea8806740d3	Rhizobiales	9	0.002659868	0.000781524	0.000260508	Bacteria
437f168e86bd9c534b95ebf424eef24d	Rhizobiales	1	0.015852715	NA	NA	Bacteria
ecb51a7e6d62791d8a6a5aca9c88f2ef	Sphingomonadales	6	0.004272784	0.001581708	0.00064573	Bacteria
912e5c3febfde170cffa03cdbd74749b	Propionibacteriales	7	0.002794805	0.001109934	0.000419516	Bacteria
f0663a4fa91b6f65a0e565fc5312a18e	Burkholderiales	5	0.003836692	0.001619476	0.000724252	Bacteria
11ff9470a8b429e9ee729e6456fe2907	Caulobacterales	4	0.007406665	0.002823911	0.001411956	Bacteria
3cec443a323123e3f96e28aa8a4c81d7	Burkholderiales	6	0.004553518	0.002521333	0.00102933	Bacteria
0d2d8a8329b3d9c0c555513d71134aec	Rhizobiales	1	0.01703199	NA	NA	Bacteria
cb3e663941fd15b33384ff9b141e9249	Burkholderiales	1	0.019400284	NA	NA	Bacteria
0b0a86644a7972c384d3356abe80849e	Burkholderiales	8	0.003540178	0.001303308	0.000460789	Bacteria
cdb463f588aff1b1e3b39c0d88816078	Caulobacterales	17	0.001532506	0.001246982	0.000302438	Bacteria
ed013b96a26312f36bbae891df934e97	Sphingomonadales	4	0.004424865	0.002715436	0.001357718	Bacteria
8b6618cfeec1a8ed0375867e86f6dd40	Burkholderiales	4	0.007219249	0.006537129	0.003268564	Bacteria
c3f8ec29e39f71d54190615aee0f8710	Burkholderiales	5	0.004729384	0.002037926	0.000911388	Bacteria
f8397d1f8459a0433a01018723975390	Burkholderiales	10	0.001780491	0.000927298	0.000293237	Bacteria
6822bf3a354f11e1e2a551f3b0cee280	Sphingomonadales	6	0.003115364	0.004078333	0.001664972	Bacteria
ab8473f8707c8b34221db20e30395b6b	Sphingomonadales	2	0.007327381	0.005274793	0.003729842	Bacteria
082fb7475e97113806503cf649f00606	Sphingomonadales	8	0.002747754	0.002918144	0.00103172	Bacteria
1296fe265b2701e288af9c347d0fae4b	Sphingomonadales	4	0.007314124	0.005766858	0.002883429	Bacteria
f0cfe2aa2ea86b56eddc642cc8328735	Rhizobiales	17	0.001662588	0.000878071	0.000212964	Bacteria
2d5f1b73d5c2c08eb64d245a41e88cd7	Sphingomonadales	3	0.007053696	0.004533125	0.002617201	Bacteria
03b3265f0215e830159a8a6aec2ba523	Burkholderiales	7	0.002919663	0.00122004	0.000461132	Bacteria
dff5837470c76c69074a80a94b8ad166	Sphingomonadales	9	0.002422462	0.002138643	0.000712881	Bacteria
abd6874795baa14a24382eefe80a86e3	Sphingomonadales	3	0.005630017	0.007347734	0.004242216	Bacteria
f5bc5b2813e9e698a114ac7919feb8a9	Sphingomonadales	5	0.003246084	0.002475068	0.001106884	Bacteria
ef85fafd4591e7ff11b8ea5996dcbfb4	Sphingomonadales	4	0.004733721	0.002654814	0.001327407	Bacteria
fadaa749dbda2fcf8358c48b8d521412	Sphingomonadales	6	0.003065012	0.001715593	0.000700388	Bacteria
23c53a197d36f24d5fa48e3adf20f9bc	Burkholderiales	3	0.005792668	0.006366073	0.003675454	Bacteria
f4b329eec840ab9a813dff2208fbbaf0	Sphingomonadales	2	0.007758073	0.003907862	0.002763276	Bacteria
fa8b92ae4017c54ee2439f34b91b9f40	Burkholderiales	8	0.001633117	0.001421236	0.000502483	Bacteria
d03311440ddad97124162634854ba66d	Rhizobiales	4	0.003179027	0.001155094	0.000577547	Bacteria
45ac4c44140f298dd6674b608644a915	Sphingomonadales	6	0.003954465	0.001616553	0.000659955	Bacteria
d397c254d1f16726fa19f7b8679769f3	Rhizobiales	3	0.011112279	0.006643365	0.003835549	Bacteria
6b79dafb0ad2e558b3739c084b477a3a	Burkholderiales	5	0.004521392	0.002732936	0.001222206	Bacteria
5abaec878c06c4c2aefe950193e8dba5	Sphingomonadales	5	0.005071724	0.005572595	0.00249214	Bacteria
237f5dc2a7441bbc28fdf9677e589746	Rhizobiales	5	0.004458305	0.00265003	0.001185129	Bacteria
759f83860615863b2718ea3ab3423b8d	Burkholderiales	3	0.00727985	0.006678489	0.003855827	Bacteria
0aed56a62af1cbe7d6f604b9d8feca53	Microtrichales	15	0.001773253	0.000962247	0.000248451	Bacteria
560daf63fcfc6321805910ba953c4ec2	Burkholderiales	11	0.001631826	0.001219217	0.000367608	Bacteria
a7196760aa8aeb24815b5d286c042223	Burkholderiales	2	0.007747555	0.002893031	0.002045682	Bacteria
692094eb5590f4b31e679bb3479a154c	Burkholderiales	3	0.005084286	0.004283027	0.002472807	Bacteria
92abd7efcb0d4c2b5c7a4422aba8c0c1	Rhizobiales	1	0.012795027	NA	NA	Bacteria
ad41b4d513a52485cb2f1b04375514d3	Rhizobiales	4	0.003620774	0.004426296	0.002213148	Bacteria
52deed4ec0455b1df7d1cb8a3e73511b	Sphingomonadales	9	0.002390943	0.001236636	0.000412212	Bacteria
8c33d535f290999c8fb99458b01849d9	Rhizobiales	11	0.002026865	0.001770494	0.000533824	Bacteria
74f82ba32e5a11dedb68c60fa17f5f54	Sphingomonadales	3	0.006443386	0.002903682	0.001676442	Bacteria
e3d15dc46383b6dbc44d8eacb995a5c6	Rhizobiales	23	0.001127813	0.000703106	0.000146608	Bacteria
0f3aec0733c8a4a40b0c1221e5cd4e10	Propionibacteriales	4	0.003759446	0.002456539	0.001228269	Bacteria
6bb39b66347a1f4510098e4a4a00b050	Burkholderiales	3	0.002802437	0.000761901	0.000439883	Bacteria
50a7ae8f3359eea38c504dbe574f1ee9	Burkholderiales	4	0.003518414	0.001945006	0.000972503	Bacteria
65457db04504824256df39d0d5a7be2a	Sphingomonadales	1	0.010222001	NA	NA	Bacteria
1b9034af9f651a01b996977c31a07b9f	Burkholderiales	13	0.00216232	0.001550314	0.00042998	Bacteria
d31c2f2ad0da2ab9a66269b52d46607c	Sphingomonadales	6	0.003669293	0.003217	0.001313335	Bacteria
44b6936d7d0a4df35447987f4fa4f0aa	Rhizobiales	11	0.001915486	0.001826949	0.000550846	Bacteria
32740fb1a4f91c79b394211065fa680e	Sphingomonadales	5	0.004914338	0.005410075	0.002419459	Bacteria
03807fe5f35c7421b52b0220d6d30363	Sphingomonadales	1	0.010130621	NA	NA	Bacteria
7d90539a5d90dc182c0efa22f383e4d4	Sphingomonadales	1	0.015691787	NA	NA	Bacteria
f9cde73dcabd986040622d83cf3f84fb	Rhizobiales	7	0.00187337	0.001706032	0.000644819	Bacteria
4915d46c2194e35c93a1d2eb40abc1ea	Solirubrobacterales	14	0.001659844	0.000865652	0.000231355	Bacteria
33e6104b59d6bc4996719cab348d11aa	Sphingomonadales	10	0.001976248	0.001186127	0.000375086	Bacteria
3af9aceeba1915342b26e23c3726abf6	Rhizobiales	20	0.001394518	0.000773233	0.0001729	Bacteria
d529f6ff8eb45a2089eb67800315c54d	Propionibacteriales	22	0.000998184	0.000541644	0.000115479	Bacteria
fbae6361947f50437a030cb35d1459d0	Burkholderiales	11	0.00227118	0.001683467	0.000507584	Bacteria
d3555a3076e6fa42f66a5b7681480f91	Burkholderiales	7	0.005151144	0.004701397	0.001776961	Bacteria
b5d39a3f298c586698a137cba6ecf7e4	Burkholderiales	5	0.004600626	0.001223074	0.000546975	Bacteria
da36262393178376a60cecc16fdc1921	Rhizobiales	18	0.001241302	0.000766174	0.000180589	Bacteria
78dc31e358f803618d42eb3e5bcd4368	Propionibacteriales	10	0.002182357	0.000718796	0.000227303	Bacteria
4b35df85a59c3bcd465f88e81e3cd064	Burkholderiales	4	0.003935767	0.0028659	0.00143295	Bacteria
c9a9c95c07611e571e0e9099c43c03f0	Sphingomonadales	3	0.003641846	0.001576877	0.000910411	Bacteria
3b7b9fd0f9cd4041bd27b343045ad5d3	Solirubrobacterales	8	0.002075307	0.001611558	0.000569772	Bacteria
0c55155664df8aa06b79b582fd06d39f	Propionibacteriales	19	0.001337166	0.000916682	0.000210301	Bacteria
3cfe6afedc467d57508c8a1e41663ac0	Sphingomonadales	6	0.003209348	0.002353155	0.000960671	Bacteria
209bf409ef93bf33cc09ea91b0495267	Sphingomonadales	5	0.003761721	0.002253998	0.001008019	Bacteria
57ee25b4bdc39b9f31d24ce408f87ca0	Solirubrobacterales	6	0.002511713	0.002325982	0.000949578	Bacteria
e8faf3fc3ebfc4e4035299b8a1b76c48	Rhizobiales	8	0.004131249	0.003254786	0.00115074	Bacteria
939c3b2591836bbd51ec96df5921c9ff	Rhizobiales	2	0.007271106	0.007681327	0.005431518	Bacteria
c0c52d61eab3d65a001a1a11aacbb1f3	Rhizobiales	10	0.002875957	0.00173414	0.000548383	Bacteria
2b7221902e53ea9ac292f56122f39405	Sphingomonadales	10	0.001960796	0.00107906	0.000341229	Bacteria
660add4985ac2092add228f206999b69	Sphingomonadales	6	0.003588099	0.00280515	0.001145198	Bacteria
6ab1921355c4d5802160e491855b6194	Burkholderiales	1	0.017129999	NA	NA	Bacteria
1dfbf16ed0e949326f9d18e172a768bd	Burkholderiales	20	0.001189645	0.000890967	0.000199226	Bacteria
2fe011cfeedb9017cc4f86f00cdc9447	Sphingomonadales	3	0.00522996	0.003104421	0.001792338	Bacteria
68be856760a733d1af2fcdcb1d86b65e	Rhizobiales	1	0.015563361	NA	NA	Bacteria
c9e7ca23310c1a8d2fb5f3267f1da3be	Sphingomonadales	5	0.004919234	0.004452021	0.001991004	Bacteria
