Var1	core	number_sites	mean	sd	se	Kingdom
2577a92895525c96452df83d3a78c409	Sphingomonadales	1	0.001462474	NA	NA	Bacteria
bfbb0f2b455bffa0f7c292f40d0bda9c	Caulobacterales	1	0.002512276	NA	NA	Bacteria
7b9c82bdfb95b1d046497be33de465db	Sphingomonadales	1	0.002440377	NA	NA	Bacteria
4c8eec83bab426149947721c05e5cc7f	Propionibacteriales	1	0.005129401	NA	NA	Bacteria
fdc6b1850a4fce928f404c9dfad860a8	Sphingomonadales	1	0.005198488	NA	NA	Bacteria
dea4f4246e6f93bb802092031b8ecf3d	Caulobacterales	1	0.002091056	NA	NA	Bacteria
7673ff5643c6f7254496598854a63700	Sphingomonadales	1	0.002629692	NA	NA	Bacteria
913ba2ca4b7b19fb8dcd8dcf1775a4df	Rhizobiales	1	0.002629692	NA	NA	Bacteria
de0fc0fd823ef5c3f923362d0605a1a7	Solirubrobacterales	1	0.002090659	NA	NA	Bacteria
b9b099d9c8e2dcc181d71559837ec98a	Caulobacterales	1	0.003152766	NA	NA	Bacteria
f9e7928e2628c3bee86ecba57d225850	Burkholderiales	1	0.003152766	NA	NA	Bacteria
f35cbeed1223de781d6a4b9eea220752	Solirubrobacterales	2	0.000868729	0.000163648	0.000115717	Bacteria
4ac949af22a69821f2a60732c89eaa85	Propionibacteriales	1	0.003357241	NA	NA	Bacteria
aef3306b5559ee9346a786d5ee82a806	Rhizobiales	1	0.007713885	NA	NA	Bacteria
924e45610c8e5c87e1816387f31278aa	Rhizobiales	1	0.003009576	NA	NA	Bacteria
d4a502c9480fdceac45f3024a6070d90	Sphingomonadales	1	0.010805501	NA	NA	Bacteria
2cc51e0c78d6a37612c3059f951ddceb	Sphingomonadales	1	0.010805501	NA	NA	Bacteria
cccfe69427a6993f5694f1ed30234085	Sphingomonadales	1	0.004431017	NA	NA	Bacteria
2333d4e919440046f1744d7039ade650	Sphingomonadales	1	0.002548951	NA	NA	Bacteria
de499cb378949da6dece72fe25c658c0	Microtrichales	1	0.001199302	NA	NA	Bacteria
d77f4e0dc171da6ce0f3ae7783432bb3	Propionibacteriales	1	0.001199302	NA	NA	Bacteria
32770762211ff41a07398f66f19bc607	Rhizobiales	2	0.001256897	0.000827564	0.000585176	Bacteria
05a8e815fc8ff34b870122c6dc85e87a	Caulobacterales	1	0.003819444	NA	NA	Bacteria
0d4cab7b62f460636b13b7853dde11fe	Sphingomonadales	1	0.007017544	NA	NA	Bacteria
ef6d26b34102d85efc5daaab03fa0432	Solirubrobacterales	1	0.002415989	NA	NA	Bacteria
df71c8549b7c5dcfa15053e298bb26e3	Rhizobiales	1	0.003012873	NA	NA	Bacteria
96773ecbcc7882f5d91fcf856f8c488d	Rhizobiales	1	0.003012873	NA	NA	Bacteria
09c06e3ebde86d44247ce19c79391dc6	Sphingomonadales	1	0.001099231	NA	NA	Bacteria
4ab96f7dd3c7d69bec7aa212ac737093	Solirubrobacterales	1	0.0011704	NA	NA	Bacteria
d88996224ad65deb9a1b58942a9212b4	Sphingomonadales	1	0.002742458	NA	NA	Bacteria
d6fba1d3f283f579daff47b319d2f94c	Rhizobiales	1	0.006241135	NA	NA	Bacteria
bfad741a96dc028744d4dee56918b0e4	Rhizobiales	1	0.002274607	NA	NA	Bacteria
ec8cf515870ed3e9148da0fba211942f	Caulobacterales	1	0.002274607	NA	NA	Bacteria
331e784b59483c9bdc5bcc875b68e775	Rhizobiales	1	0.006159015	NA	NA	Bacteria
ff3151bd8c9d6b19cad110262ab29e43	Burkholderiales	1	0.001695438	NA	NA	Bacteria
e1474f3e626f115932e6ce652a7a8ae9	Rhizobiales	1	0.00203666	NA	NA	Bacteria
2af989bdebdbaccc288515589c8f2740	Burkholderiales	1	0.00203666	NA	NA	Bacteria
17339892c5659ca3cbf4627e91a51f07	Rhizobiales	1	0.002149487	NA	NA	Bacteria
7f184fe366d8790c2af83accffac0c4d	Burkholderiales	1	0.001866938	NA	NA	Bacteria
24fd5d604fb6c4d264051f69bda96fd5	Sphingomonadales	1	0.002021501	NA	NA	Bacteria
b5453d46b0920edb79fe691fcde75020	Burkholderiales	1	0.001235294	NA	NA	Bacteria
e3ee195011dc3f96720c8fc07795b3fd	Rhizobiales	3	0.000880455	0.000666416	0.000384755	Bacteria
2b8789389765c991dd31dee16502ab2d	Solirubrobacterales	1	0.002774108	NA	NA	Bacteria
c00d607ec278fc95efaf6480f66466f0	Propionibacteriales	1	0.002774108	NA	NA	Bacteria
f63bc082d52904ec923fe2976bd64985	Caulobacterales	1	0.003510532	NA	NA	Bacteria
4d252668391baa99df19a57827c5f239	Microtrichales	6	0.00060641	0.000275997	0.000112675	Bacteria
ef7a565e0f74c8c5e0cd54ea074fe4b1	Sphingomonadales	1	0.001030605	NA	NA	Bacteria
cb303fef83514f545fb6f04a5e845f07	Propionibacteriales	1	0.001538011	NA	NA	Bacteria
a3ea7261670a78ce3814ac41d633104a	Burkholderiales	1	0.001538011	NA	NA	Bacteria
138b66e390d038a5bc7b8eeae6e25595	Burkholderiales	1	0.001373087	NA	NA	Bacteria
f9aa998ce191ee2a77e9b027c8f27ca5	Propionibacteriales	1	0.003532974	NA	NA	Bacteria
d54ff7187f5890d0366d8987e91c232f	Rhizobiales	2	0.001682254	0.001423946	0.001006882	Bacteria
8a2e85cd1eeb21c8d585755d95a3104b	Burkholderiales	1	0.003496503	NA	NA	Bacteria
b03f55a59edad87258dbcf3c59235d8a	Rhizobiales	1	0.003496503	NA	NA	Bacteria
2efeeec2a48ca798e2af3832f665fc1f	Sphingomonadales	1	0.002950267	NA	NA	Bacteria
6c467aa055cd0a4263a88544299fe6e2	Sphingomonadales	1	0.002185224	NA	NA	Bacteria
ac62a80dcfc1d28af5b1bf42783fe39c	Solirubrobacterales	1	0.002276423	NA	NA	Bacteria
cddcb8ac990381bd98be78bb107d56f2	Burkholderiales	1	0.001744621	NA	NA	Bacteria
b00c0b7fcce0fc1df4957bb163935707	Sphingomonadales	1	0.005969301	NA	NA	Bacteria
1843d8a2b55dc1e50e052ef367a6ceda	Burkholderiales	4	0.000596419	0.000313332	0.000156666	Bacteria
88535eb9615674f8cf72b6d199e5b72f	Rhizobiales	2	0.001916924	3.76E-05	2.66E-05	Bacteria
5feafa20ce180a7e7c2d03bae8830490	Sphingomonadales	2	0.001014125	0.000123974	8.77E-05	Bacteria
5c581d271c5b4bdb1ee26b57bee05b64	Rhizobiales	2	0.000890663	0.000658153	0.000465384	Bacteria
bcaf7275f5f8874572ee2a4c96506851	Rhizobiales	1	0.001779812	NA	NA	Bacteria
fb36e2a3acfc270ed202a8f13d4a57bf	Rhizobiales	1	0.001779812	NA	NA	Bacteria
40471b3821b868ac00b6e4c4f16ac53e	Burkholderiales	2	0.000962411	0.000995531	0.000703947	Bacteria
2329712852e57e0aea83441651549f7d	Rhizobiales	1	0.002253944	NA	NA	Bacteria
a0576e1de775ca562fb196530db85125	Sphingomonadales	1	0.002253944	NA	NA	Bacteria
22c5787ebec758ac6b7fd4656da2230d	Solirubrobacterales	2	0.000876864	0.000622175	0.000439944	Bacteria
3a340cf50d7aa95648b6335108d38bf3	Burkholderiales	1	0.001626646	NA	NA	Bacteria
18c0d4591384fd8aa9dd37ffc4a45ff8	Burkholderiales	1	0.003038634	NA	NA	Bacteria
7289a55f3fd46e50bae8f7e0b3121af3	Rhizobiales	3	0.000829279	0.00015582	9.00E-05	Bacteria
1d699479e51089b0764b69d30a89b2e6	Burkholderiales	1	0.001564712	NA	NA	Bacteria
5f19c55980614d02af63049135aa94ac	Rhizobiales	1	0.0023638	NA	NA	Bacteria
59f5294bd25aafa176dd0679af9a68da	Burkholderiales	1	0.00261259	NA	NA	Bacteria
e8a46ad3c696a7f735539f3a10e95c13	Burkholderiales	3	0.000815584	5.85E-05	3.38E-05	Bacteria
f9b40d1793e635aee7fba7c33d1ab7c8	Sphingomonadales	1	0.010135135	NA	NA	Bacteria
7da2fec981a6d1d8d6b73dd8c38e4f4a	Burkholderiales	2	0.000747864	0.000175174	0.000123867	Bacteria
7cbf75e50196bec17060a87b9d92fec2	Burkholderiales	3	0.000707785	0.000601893	0.000347503	Bacteria
e84b029b6aa7b2fec5f266f2f6ed6b0f	Rhizobiales	1	0.003014643	NA	NA	Bacteria
5741851168c515040532a05022056e45	Sphingomonadales	1	0.003557513	NA	NA	Bacteria
8fe0c727466d3949a27a41fe1145baa6	Burkholderiales	3	0.000583515	0.000540541	0.000312081	Bacteria
dfacad71f50a075253cc0afa42c13a23	Burkholderiales	1	0.002377448	NA	NA	Bacteria
c014982f860c85c9317bac2a01db3635	Sphingomonadales	1	0.002377448	NA	NA	Bacteria
927693a172e6e982af0492c1542e64ae	Burkholderiales	1	0.001968688	NA	NA	Bacteria
7067324e0cf46cd698cb254d8ab61160	Burkholderiales	1	0.001968688	NA	NA	Bacteria
5f95778f5de7da04d1e80d6b846d72fb	Sphingomonadales	1	0.003108808	NA	NA	Bacteria
5ffd899fd1628727a456e520b92f4fc8	Burkholderiales	1	0.003050552	NA	NA	Bacteria
eb5158f588811bd95598b62afc02debb	Sphingomonadales	1	0.002088929	NA	NA	Bacteria
e4c28678c121839d1017a7f217a3929a	Rhizobiales	2	0.001151745	0.000569445	0.000402659	Bacteria
e08f8dfe44db433cb677fa9e89ee1ec0	Burkholderiales	1	0.003164557	NA	NA	Bacteria
d0ba0534f217963622f773d2a2ec24aa	Sphingomonadales	1	0.002302379	NA	NA	Bacteria
d6546cb68c8ad32abce4e7c835437260	Sphingomonadales	1	0.0026755	NA	NA	Bacteria
09a4f1fba941a4b904b65ac95662680c	Burkholderiales	1	0.003253292	NA	NA	Bacteria
39d6ced945f9a546c45d36772186b852	Burkholderiales	1	0.002230957	NA	NA	Bacteria
40036fc4a73c526463fd384117f07c7b	Burkholderiales	2	0.000982254	0.000462271	0.000326875	Bacteria
777daaa2fec3ecd28b58140bd8129626	Solirubrobacterales	1	0.002205651	NA	NA	Bacteria
0ead9e84e7aacc79a386c18f74303954	Sphingomonadales	1	0.004509341	NA	NA	Bacteria
750962257c3d3497c490027c4e0576e0	Solirubrobacterales	2	0.00112958	0.000797185	0.000563695	Bacteria
e1f35fd269939a43802e1767e781eb54	Burkholderiales	1	0.001762336	NA	NA	Bacteria
5a348601d6a5b2af49abd7ca2c86e77b	Rhizobiales	1	0.002068966	NA	NA	Bacteria
7818d825590d4a4f576320027dafc34b	Burkholderiales	1	0.004651163	NA	NA	Bacteria
9fea1afb4756009e3d2c27c81acd0453	Caulobacterales	1	0.001625764	NA	NA	Bacteria
2ad5e104949dd6a0af4dd2d007a900ca	Burkholderiales	1	0.002703399	NA	NA	Bacteria
d88c3c5f063622264472e9a483037b8f	Propionibacteriales	3	0.001038496	0.000450368	0.00026002	Bacteria
9784a69926c2d14146a0413bf9765759	Sphingomonadales	1	0.002276423	NA	NA	Bacteria
e4a9b6d714e4fc91d1b5c4b93f0763ff	Solirubrobacterales	1	0.001631848	NA	NA	Bacteria
435f38841aeff17672d182fc16a0a48f	Sphingomonadales	1	0.003145596	NA	NA	Bacteria
d1662a5309c3d974515983db30296596	Rhizobiales	1	0.007101792	NA	NA	Bacteria
b9544b238d1e6a7aa488ecd9c1b39ed9	Rhizobiales	1	0.002465657	NA	NA	Bacteria
60cd30d9f63d4f268e595074fd4b6542	Solirubrobacterales	1	0.002465657	NA	NA	Bacteria
389a2bcb8059c3c31879fc42d8b2dc01	Sphingomonadales	1	0.002465657	NA	NA	Bacteria
f975f4c5194ef47ea90add4c1a5ceab9	Sphingomonadales	1	0.002546072	NA	NA	Bacteria
979b68d1c6d2929fd0400ea5ff900648	Propionibacteriales	1	0.002041808	NA	NA	Bacteria
189c5119f5bb7b1d229c9b6e66b837d5	Caulobacterales	2	0.002300464	0.000311666	0.000220381	Bacteria
71ade7f76f6e8d610a0795e485e1291a	Rhizobiales	1	0.001988072	NA	NA	Bacteria
4ec6a0bc5ffbc2173d677e6d9e0e0d86	Rhizobiales	2	0.000922201	0.000438168	0.000309831	Bacteria
4cf71c07a2b63028c9746bb9af056319	Burkholderiales	3	0.000448847	0.000162174	9.36E-05	Bacteria
71a37148d75f22177fc27ec73e23e26f	Rhizobiales	1	0.001612903	NA	NA	Bacteria
3253916f8738c41dc71abc870b98587c	Burkholderiales	1	0.001612903	NA	NA	Bacteria
466c4942d041caac8e985b5a17a25b7d	Sphingomonadales	1	0.002431963	NA	NA	Bacteria
bdf1f5c14c5995967ab164f7e9a7c322	Rhizobiales	1	0.00224671	NA	NA	Bacteria
7ca3fbe2080fc057a64f4bd1865a8706	Sphingomonadales	1	0.00224671	NA	NA	Bacteria
6d89a4c6a89d9a36dd562a87d9e62476	Burkholderiales	1	0.003671971	NA	NA	Bacteria
76acd62cc7a4e6d6bd642789a0119e7a	Sphingomonadales	1	0.004873521	NA	NA	Bacteria
c3bb05b3bcbe5f502e5b5d81054ca05b	Burkholderiales	2	0.001883486	0.001274747	0.000901382	Bacteria
7320d4a4d716ce3b31584971a7fa79a9	Rhizobiales	1	0.005355777	NA	NA	Bacteria
eb0341fc10983069b64edfcb5b57ef1c	Propionibacteriales	1	0.002588119	NA	NA	Bacteria
9b6d5b6a5abe8898d88b6c88bc53958c	Burkholderiales	1	0.002588119	NA	NA	Bacteria
8397de7abcd43de73a4dfc3329aca49d	Solirubrobacterales	1	0.001697381	NA	NA	Bacteria
86bb28d6b7076446bf5a8020a6c557fd	Burkholderiales	1	0.002871206	NA	NA	Bacteria
0bdf81eacd101fd36d0ad6dcb03f67ad	Rhizobiales	2	0.002601331	0.001246828	0.000881641	Bacteria
1e4526ee1304869588af8bd40540832c	Solirubrobacterales	1	0.002627055	NA	NA	Bacteria
539c998691d54dc53d8c4f5c09b021e3	Caulobacterales	1	0.001936198	NA	NA	Bacteria
7fe49a3906728b8c0bdd343d668693dc	Rhizobiales	1	0.001395998	NA	NA	Bacteria
2f3d00d731a1d7df47542ab2a1ab8d75	Solirubrobacterales	2	0.002668147	0.000487517	0.000344727	Bacteria
8f3a58199071082ff3bec998952dc02b	Rhizobiales	1	0.001559136	NA	NA	Bacteria
282c96c66cc83876298244309ef75226	Caulobacterales	1	0.002398082	NA	NA	Bacteria
d04c4d00304ebb8d7865d69f9e436a98	Sphingomonadales	1	0.004286589	NA	NA	Bacteria
2c840b445991908dad5a7c8dc68b70ee	Solirubrobacterales	1	0.001960784	NA	NA	Bacteria
fd1c9077f5597c5370fb5f5b10517aa2	Sphingomonadales	1	0.004962193	NA	NA	Bacteria
e8eb9609fa5e5cf3ec86d7f7c346206a	Microtrichales	1	0.001996008	NA	NA	Bacteria
4b40a996d19763fcb51c9267f3829a2d	Burkholderiales	1	0.001996008	NA	NA	Bacteria
6f98bc775e72866631c969015996b185	Rhizobiales	1	0.001995629	NA	NA	Bacteria
588307bce79a4e4cb385061df0974eba	Rhizobiales	1	0.001317771	NA	NA	Bacteria
75c2dd6f472fe6fcf7bdeb0229eaff3e	Sphingomonadales	1	0.005616475	NA	NA	Bacteria
44db17aee10298511aa9f81d826e72fc	Sphingomonadales	1	0.004972768	NA	NA	Bacteria
19dc938fcc4bd001ce0ae288cc6b515f	Sphingomonadales	1	0.005014327	NA	NA	Bacteria
e4fe99c75fffc0bdca91b3ea98dc1dd4	Burkholderiales	1	0.002299858	NA	NA	Bacteria
9e02169c522cb9fce0f72eb6375e4e9a	Burkholderiales	1	0.002147678	NA	NA	Bacteria
c428f12429bdecdc908175af7e0d8422	Burkholderiales	1	0.004638834	NA	NA	Bacteria
96778db87870809dba6a97cb6b556b5f	Rhizobiales	1	0.00253012	NA	NA	Bacteria
a9972e416599acc15a9b29b6547d60ab	Propionibacteriales	1	0.001141739	NA	NA	Bacteria
a0f3dd72b9c4f1b4039f0c16ed56151c	Propionibacteriales	1	0.00260223	NA	NA	Bacteria
40fcc42ca7ee333596242c6b8ec0cf7d	Burkholderiales	1	0.008779264	NA	NA	Bacteria
593a6f1b15979664c9b666afbfcdbaf4	Burkholderiales	2	0.001206322	0.00075584	0.00053446	Bacteria
a3d1168e085651b9c717f4a90f3c8ac2	Sphingomonadales	1	0.002396166	NA	NA	Bacteria
8473f58fece15b2b030c8a6aeff71345	Solirubrobacterales	1	0.00104488	NA	NA	Bacteria
86d3cb625240e0d33ed44a477aa5aad4	Solirubrobacterales	1	0.00104488	NA	NA	Bacteria
c33c12dc5aca86c0389902389f0ed4b7	Burkholderiales	1	0.002241913	NA	NA	Bacteria
6ebdb26b49e1ccd38e407d157e5b661a	Sphingomonadales	1	0.002241913	NA	NA	Bacteria
345c34f8ae4c862f2ef9660ae13725d6	Rhizobiales	1	0.003406879	NA	NA	Bacteria
d0e31d585eee84f6f3b990e96b150c91	Rhizobiales	1	0.002306172	NA	NA	Bacteria
15897338cd2254d58ea629646aa53a33	Sphingomonadales	1	0.002306172	NA	NA	Bacteria
fb3d9f1926a97f0161e34f541883b5a8	Caulobacterales	1	0.002015162	NA	NA	Bacteria
5f4c59d371febe16dd71d78b2227a5d6	Burkholderiales	1	0.001871991	NA	NA	Bacteria
08f761720d4f1c50b5f40f79a4b4dcc3	Sphingomonadales	1	0.002514669	NA	NA	Bacteria
9cdfae5d8086c05f0be2575c48e0e45f	Rhizobiales	1	0.003100546	NA	NA	Bacteria
955c081e64ba86575f08611675450101	Burkholderiales	1	0.004879182	NA	NA	Bacteria
bb6fbadab72f83750755d5f55b09ac68	Propionibacteriales	1	0.002291576	NA	NA	Bacteria
07c1c11241f9989a17bffacec3139df5	Sphingomonadales	1	0.002058218	NA	NA	Bacteria
f67f44d396b12197c27b77a61e411885	Burkholderiales	1	0.001051141	NA	NA	Bacteria
d551c87dc3f45d0296a87c0390136b12	Solirubrobacterales	1	0.002123786	NA	NA	Bacteria
5bbdc88f2438229ee77678f98ec7a1c9	Sphingomonadales	1	0.002067336	NA	NA	Bacteria
a63d402eb952136e71198434f10c6dc5	Rhizobiales	1	0.002067336	NA	NA	Bacteria
a0263d86e8ce9d6e994f7c3662ab627e	Burkholderiales	1	0.001960052	NA	NA	Bacteria
43b778c961fe0b9caff0c84648e5879c	Rhizobiales	1	0.005957447	NA	NA	Bacteria
d50dae6d65f3ea4a9ccd64cf01598eac	Sphingomonadales	1	0.005879059	NA	NA	Bacteria
e8b7159f4de179cfce95a26f2c17b7ae	Sphingomonadales	1	0.003282789	NA	NA	Bacteria
d394b2fcf17f9932726a7a14ac6545f6	Solirubrobacterales	1	0.004345127	NA	NA	Bacteria
e8626a39da3be0cc67a631a23a6067e8	Solirubrobacterales	1	0.001203645	NA	NA	Bacteria
e581b07fe627d7135eb598a6f9fd4250	Rhizobiales	1	0.001340911	NA	NA	Bacteria
16ec72617f4c8df661d7b0fb158520aa	Rhizobiales	1	0.002483737	NA	NA	Bacteria
facb247539463fdb2a4a596d341d34ca	Burkholderiales	1	0.004995243	NA	NA	Bacteria
8ae1ac1a1149f5d4132ecf63919b3745	Caulobacterales	1	0.001916058	NA	NA	Bacteria
30481a3ac9acb96532149a250120efd1	Solirubrobacterales	1	0.003863135	NA	NA	Bacteria
3eee501155e3dacf7ab9fe072e041562	Sphingomonadales	1	0.003863135	NA	NA	Bacteria
81499c38a16d25758b2c654ce72121e5	Caulobacterales	1	0.004756512	NA	NA	Bacteria
6a15cb7479fdf7a3c7aae58f94d75ab4	Sphingomonadales	1	0.001929615	NA	NA	Bacteria
70999c84c5ad951dd87ed55048991032	Sphingomonadales	1	0.001929615	NA	NA	Bacteria
2a26f201466c5aedad196714bc8cc127	Solirubrobacterales	1	0.001811102	NA	NA	Bacteria
77cc8c090219ed63ef65e1fd951a175d	Rhizobiales	1	0.001811102	NA	NA	Bacteria
2124947f9a2fdf3bfa548a3e95f5075e	Rhizobiales	4	0.000622121	0.000462261	0.000231131	Bacteria
c4937998591bb4aef7beb97048e05a75	Rhizobiales	2	0.000618822	0.00037269	0.000263531	Bacteria
029f74b7015eee8d2bea7314fe3d2383	Burkholderiales	1	0.003114295	NA	NA	Bacteria
0f20df744aaa5324d42813c37c935fd7	Propionibacteriales	3	0.000881259	0.000388838	0.000224495	Bacteria
d6e44a819ba2491e652ce205ca9bfaf5	Rhizobiales	1	0.002451581	NA	NA	Bacteria
be6c881cc3db5dcd38a4fab924aed05c	Burkholderiales	2	0.001526071	0.001448956	0.001024567	Bacteria
ab7c0b79e08f17b62fae8f59a4110cc2	Burkholderiales	1	0.003954132	NA	NA	Bacteria
58e5acc92ca31a74f9a64e53d8472207	Caulobacterales	2	0.000892182	0.000743861	0.000525989	Bacteria
09eceed5cf80c85765944d2e92874034	Sphingomonadales	1	0.001464772	NA	NA	Bacteria
a62680d1260ad6d6165985895d0e3fff	Rhizobiales	1	0.001464772	NA	NA	Bacteria
c0d7ca375e51126ce1e0ba05e942a2f0	Burkholderiales	1	0.001307702	NA	NA	Bacteria
6d3c62f331ef3a76141e9f4a0cbc68d8	Solirubrobacterales	1	0.001307702	NA	NA	Bacteria
c398508bb1a0ab030922efffd3c4a823	Burkholderiales	1	0.001307702	NA	NA	Bacteria
53c57af5e49d5dd6fe303ef633fd99e0	Sphingomonadales	1	0.002416043	NA	NA	Bacteria
4e03586fed98afb80c9672ae7014d3ad	Sphingomonadales	1	0.002416043	NA	NA	Bacteria
e09acf8d818a6de289567c7685afc027	Propionibacteriales	1	0.001595278	NA	NA	Bacteria
b265740ae7efde63c1e38e769106bcab	Microtrichales	1	0.002325852	NA	NA	Bacteria
26a0f8597d9ec48dcb930066f098462f	Rhizobiales	4	0.000678339	0.000470235	0.000235118	Bacteria
26de6b5263d893702a01435ef31dd473	Rhizobiales	1	0.003014318	NA	NA	Bacteria
05c89342a9c96678c1faba67bb19e028	Burkholderiales	2	0.001133811	0.000750874	0.000530948	Bacteria
770fa1236d6ba1fc5ce8f035fb218a40	Burkholderiales	2	0.001668015	0.000999108	0.000706476	Bacteria
8da5d6e21837887684c20ecbc18b0cc7	Rhizobiales	1	0.003585515	NA	NA	Bacteria
01452bf4f3ce48416091b494b39055d3	Caulobacterales	3	0.000965545	0.000451152	0.000260473	Bacteria
ff19a920429273e51d6097b184273ef0	Solirubrobacterales	1	0.001515955	NA	NA	Bacteria
b01513136ebdffcaace648aacfe3f5f4	Solirubrobacterales	1	0.001515955	NA	NA	Bacteria
b67a09e8ccc07f87ef497508f7c18a73	Propionibacteriales	2	0.001515275	0.001658727	0.001172897	Bacteria
b8fa71b46397cf24673d490fc9adb3ed	Caulobacterales	1	0.002610966	NA	NA	Bacteria
b2685b8d181eeb625d2a9ed287f1ada6	Propionibacteriales	1	0.002809778	NA	NA	Bacteria
a876521df51c75c7a30899068cb9f1a6	Sphingomonadales	1	0.001981179	NA	NA	Bacteria
9aa4559615dea86cac421ef9dfdc07d2	Sphingomonadales	1	0.001981179	NA	NA	Bacteria
a4ddc52904a365f1da3700d1724e938b	Burkholderiales	1	0.002081165	NA	NA	Bacteria
fefd92bf9ec7612446ae989ed47f360c	Rhizobiales	1	0.001742919	NA	NA	Bacteria
397a62bdfd4f2a8c3560fd4b98fc48b1	Rhizobiales	2	0.000977392	0.000219919	0.000155506	Bacteria
32b7e245b3b6ebcf423e59e5c4b869f9	Rhizobiales	1	0.001742919	NA	NA	Bacteria
c6679e9433a1a4a3fd0d32fe5acd33f0	Burkholderiales	1	0.001742919	NA	NA	Bacteria
6123b045305d8e116079d290e0787647	Rhizobiales	4	0.000753112	0.00052144	0.00026072	Bacteria
74c6314bad44848aa845827e8a88eb33	Burkholderiales	1	0.001890895	NA	NA	Bacteria
b3b8620fea5c1222b2dbed8ea344d11e	Rhizobiales	1	0.001890895	NA	NA	Bacteria
790a642f37cef7db805b1651686a7d1c	Rhizobiales	1	0.001819174	NA	NA	Bacteria
d181a5c6c3a1f743fc9f638e41892a10	Burkholderiales	1	0.001819174	NA	NA	Bacteria
bd94cfc7bc70293d40ba57b8237a3eea	Rhizobiales	1	0.001795281	NA	NA	Bacteria
9620a476c45e41d032595c19f377e83a	Burkholderiales	1	0.001810119	NA	NA	Bacteria
fadb3cc2194dff0080bca6fc81f36ce6	Solirubrobacterales	1	0.001810119	NA	NA	Bacteria
5b611e568e429a370b79e7d71446151d	Sphingomonadales	2	0.001210263	0.000207568	0.000146773	Bacteria
e6d15113397048eb4cac861d5fd8adce	Burkholderiales	4	0.001017694	0.001069642	0.000534821	Bacteria
4f5bcf85a754766052861860c61f8872	Caulobacterales	1	0.002325581	NA	NA	Bacteria
53185e8983f777d8850fbc01bc176d33	Burkholderiales	2	0.001544115	0.000433444	0.000306491	Bacteria
9efbdd62103c4f06fd6de357acd9f62a	Rhizobiales	1	0.002092488	NA	NA	Bacteria
01a82e1aff154cb2cc59a8e0f71e5a60	Rhizobiales	1	0.002092488	NA	NA	Bacteria
61e74cf5c587ddf98186cce4d9ff73d2	Rhizobiales	2	0.001001842	0.000743062	0.000525424	Bacteria
9ac3321409b4fcde9bb96c4246eb8c83	Burkholderiales	2	0.000662093	0.000286606	0.000202661	Bacteria
9860706a4a7b5d5ba16a23ba72f80b6d	Rhizobiales	1	0.003324468	NA	NA	Bacteria
bd250f34b518e73ba1aa1f679ca3315e	Burkholderiales	1	0.000876551	NA	NA	Bacteria
e6ea65753b3729b08957cd027a7618f1	Burkholderiales	1	0.002401249	NA	NA	Bacteria
6853496f24fe4d2684311de221c4d5d2	Sphingomonadales	1	0.001701114	NA	NA	Bacteria
c53d435a6573fc2b76da03ba3999e296	Propionibacteriales	1	0.002007629	NA	NA	Bacteria
07d991bd996faf9fc2cbee3887c153d6	Rhizobiales	3	0.000716694	0.000282961	0.000163368	Bacteria
02b432d447d2fc5156412fc38a792b37	Sphingomonadales	1	0.001951791	NA	NA	Bacteria
40253ea11301701b84e5ddb09d250a61	Rhizobiales	1	0.002893937	NA	NA	Bacteria
5681a97848536e28f978506918a22556	Rhizobiales	1	0.001490202	NA	NA	Bacteria
bf6580303c84edfcad0338fbfc94a461	Rhizobiales	2	0.000629886	0.000269639	0.000190663	Bacteria
ba84c9ad7eed9ac9ca46173b081fec6b	Rhizobiales	1	0.002629503	NA	NA	Bacteria
9146d1a0a49a293629f778c9cf2872bc	Rhizobiales	1	0.00160475	NA	NA	Bacteria
a47b690f2cc32ea0152eb46822f65a56	Sphingomonadales	1	0.004147657	NA	NA	Bacteria
26e6b26b4d79ea54802a84a0deec8919	Propionibacteriales	1	0.00232423	NA	NA	Bacteria
182e9c04a5ecc6010fd4c03a6132e2b5	Sphingomonadales	1	0.001290156	NA	NA	Bacteria
2145363b99478cb90e8662d82a068d78	Solirubrobacterales	1	0.00124533	NA	NA	Bacteria
3bbaff36e163315caa22527aa2ce1326	Solirubrobacterales	1	0.002504069	NA	NA	Bacteria
69913439eaba8b13d2804a6b1fabea9c	Burkholderiales	2	0.002153319	0.002034016	0.001438267	Bacteria
91ca4c4cf478f79e7ba3a0eee2140029	Burkholderiales	1	0.001301459	NA	NA	Bacteria
eff8599bc4f51770b9ff873dd9ba37c7	Caulobacterales	1	0.00339213	NA	NA	Bacteria
05bc1936614619e6775f0c0ccb88b6e5	Microtrichales	3	0.001233722	0.000732395	0.000422848	Bacteria
9bed750e3c816e3b5c73efd7ac05a4ce	Microtrichales	1	0.002208724	NA	NA	Bacteria
c23928ed09bb3fc7cd841fe96fe8223e	Caulobacterales	2	0.001271537	0.000861142	0.00060892	Bacteria
7fd3ae83d38fb951822160526cefcb73	Microtrichales	2	0.00246415	0.001479806	0.001046381	Bacteria
358a026693275109de6af3763fa21825	Sphingomonadales	1	0.000978894	NA	NA	Bacteria
568629956e84f313bbbdc454ae377ac5	Rhizobiales	1	0.001885014	NA	NA	Bacteria
0d7779e57ea2e48ed0c982365e44418d	Rhizobiales	1	0.0023499	NA	NA	Bacteria
