FeatureID	Domain	Phylum	Class	Order	Order_mod	Family	Genus	Species	confidence	core
71688d894c887ebb29133978000a982e	d__Bacteria	p__Chloroflexi	c__Chloroflexia	unassigned	unassigned	non-core				
45e7177977d061f88262c2e4a3897b8b	d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	unassigned	unassigned	non-core				
8b2ab526557d83f569bb50fd45fff55f	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
53c94ed04c5ecd6c498b3c505bb4db24	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
57a26257908ad4d24b2bb1c4b5be6d04	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
c0730cbdb7556cc84de94427e7ec025d	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	unassigned	unassigned	non-core				
c30edfad939f11b47cbfe05ab9f340f2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
c2cd4ff9f278525338d2156605535e1b	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
b529010d050db36dc72fcb2f2e90a02a	d__Bacteria	p__Myxococcota	c__Polyangia	unassigned	unassigned	non-core				
7df7b977cba23e0a2bdb36b6b9796fa1	d__Bacteria	p__Patescibacteria	c__Gracilibacteria	unassigned	unassigned	non-core				
e0ee0d73fa69cd0d65cc2b6a589df53a	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
f0aa77946e72a79a12cb8939087e82b1	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	unassigned	unassigned	non-core				
31ee4e21eed1b24fe553b36b48609436	d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	unassigned	unassigned	non-core				
a20f569c6b8f71baafa1c9de5f46db00	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
2d2970de91542d6534541fec395ef853	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
c0669390c8d55678d02227b556ffb71b	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
6f6d5bbb19028021dd3ad6e80800fb18	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
1ec4103102d895ce30f399b9183cde97	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
0cda12050b26ad146f510c2fc954dc4b	d__Bacteria	p__Myxococcota	c__Polyangia	unassigned	unassigned	non-core				
d98182c6bae6db17cf251628b0ce9086	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
63fba3dfc1dfa399db2027da747db856	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
a80d768d5884e82ff9eea2335d512cc4	d__Bacteria	p__Myxococcota	c__Polyangia	unassigned	unassigned	non-core				
1d36eccbb22b946d9dbc31d9c1131cb7	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
0c4104de3392d72e53cb8817a38edf65	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
c3ac3d320c7ec9fc987be0812f6ef17d	d__Bacteria	p__Chloroflexi	c__Anaerolineae	unassigned	unassigned	non-core				
0ee8082cc65a64489341d6c660283be2	d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	unassigned	unassigned	non-core				
d195254bb270e1fcdc760a3923239df0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
4a7acc725d6d2fe2bcbbd60d211eb4e2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
53c88cffb5c1feab63ab335e8752e936	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
8cf7d10e6cb10a9d555ba1ab5f590223	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
5a4a0f9f26e0a6d4ca2bc1b8fdb7a942	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
ab42b6f87ab888450a88d3a0a223a7e7	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
12ad15d0c1216f8137bddc334f3dabaa	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
bb98b9cd64f5e11bcddc5aa429191336	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
7d58674f276ba021e399048375da627f	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
175ec6346322e6b2bbf4368c07cc573e	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
f03a89278da666cf0924bc0c54223590	d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	unassigned	unassigned	non-core				
d41ab767ae9de4a8c6eaf6a25355117f	d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	unassigned	unassigned	non-core				
7f433ae358d2624caa9c2fbf067b6910	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
3607c7aedc29e6ff9df12bb64756bf6d	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
32c4a4288ea0fa7e066ca7c5c7267377	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
9650f7e7932afccc54e3d787bf7d7b43	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
9fb431c9f7af4c40ec3397f16c31ec9d	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
180cd16eacd8bcd710a28a2e49228d31	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
53ac68aa9dd5e31c8ef342a57b08383e	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
d0844dee217a8824b75f192f29d62825	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
479c9224321c7ceecdf0869a2b1aa490	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
9f0a180c2e2f79ff4a826688e185afd1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
3181f34a2a47d2d8bd7b3da1ed59e2fb	d__Bacteria	p__Myxococcota	c__Polyangia	unassigned	unassigned	non-core				
e74d48cc5e25b6ed69401eb9705255e2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
b3eaae2d7a3f853630e939217abe9cce	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
c3088c6753e0a83367c6014f5714bd50	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
86e0faea59067caef56326da15ef8182	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
ab7423918235340fa640ed5777b127a4	d__Bacteria	p__Myxococcota	c__Polyangia	unassigned	unassigned	non-core				
fbd6410564e2cde8cf538cbf549bb6c1	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	unassigned	unassigned	non-core				
15a4681cf7b4c9244369062ba52403aa	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
8fff5967ac9fcb4208984b93ed9979bb	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
41de747faa8734fb06f343462a5d0746	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
7171eb15d731846967b86e9149c39001	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
5741f249f568a3e0ee4cf17715403896	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
cc3ac7f33dbdf7c430b0fccaaa8fba59	d__Bacteria	p__Myxococcota	c__Polyangia	unassigned	unassigned	non-core				
1dfea4bd4bb76ffbaf87dc11a0700d78	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
97f986402f7e375e0f4bdab28c5f93ff	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
717554bb99254a45d3cd906b4dc48357	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
1b225c1860dc70f647b98db0d331f9b7	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
488871c1e6a8f0f0fc65538c9a37b9a5	d__Bacteria	p__Firmicutes	c__Bacilli	unassigned	unassigned	non-core				
656e7bb750b58768a0009780b46c21d3	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
ac0c982135e85d183e88b733f87d1516	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
199b0ecb708876c48d8885aeb623524f	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
0f5a8044af649ab249c1d770b025d25c	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
542e29c68c7718ff8e944d644a17f849	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
fc203980f556d6d098a2c2b4d5f23593	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
eff38f17685fcef5787d561f9de378fd	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	unassigned	unassigned	non-core				
20ade0335c7dc84572cebb7c6f5f4c09	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
e4cd0f0a7a9cca0b87d88005f19df71a	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
4c416a5d801ed75b18e59b2624ed5d82	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
d51f4cd9880f6aed1da0c5076a301924	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
b0ec2a37920ab28723658f4bdf9cc29b	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
0734860973a7e56eafb5582512a9d9ef	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
c5bf7b1210813b75f76dc174add34d9d	d__Bacteria	p__Myxococcota	c__Polyangia	unassigned	unassigned	non-core				
e3582fe7cbcc952b1b65dcb07f77cd2d	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
0ee836a3f181eba7fab8c490b6db6070	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
530799aeae8f112f713c4a1daae95e54	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
cc522372b1d24279d0c0ca6b55153266	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
a116625a52af9c9bc5453b5887e0a4dd	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
f3cc31bf603aeca4f19b79c1e4a49ae2	d__Bacteria	p__Myxococcota	c__Polyangia	unassigned	unassigned	non-core				
0e544a9b026fafaa11f40a8b54cc1a1b	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
b413296957a9e4350de273ac66b4b999	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
4e1649c1b881e58908da13d11edd8661	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
d25cecb10d3bda2012ce2ee9bfc00eb5	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
7786269e37c92527d17ec433f79a7c8c	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
72d82fce00de271b0e948e662503fa96	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
cd76932ceb28e4a62ef5a70b5a5b5ff3	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
e2c584b4563c4c5b270ce08b252bc91c	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
dd84b0536d37344209b919dcdfad4110	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
f26a019dd44e369d294ef57cbbbbe398	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
e35466b0e6ddac548424921df370bcb7	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
3795901044219a1c1974ff5a034380e3	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
a70759609194748f983d9269a4658c86	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	unassigned	unassigned	non-core				
e822027014239ac1814f87b686276e37	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
58f1d19fe950a23d3f200322a0432da6	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
3c2a873abf4ea56228c2b36937f58cc9	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
d6164ed5d28c11ab94a1a694eee47eb2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
c565fb809b3a3b824d9d388e2e0b7a4e	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
0b28d74833dc2231a4fcb86bd4cecb82	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
289e5b4a0954bec7808797ac5de34641	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
de2c431be635a1c8ceef293ca1e93b2a	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
b5de3c087dda4b3e72564280a68ae58c	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
5ae90da39838f950bb49ebd348ab3a53	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
e9f61688bae9114437e345c690516cf1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
b3190586f61bcc7a127293a8295adb39	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
16bb445dfa59a821ee8903164ff841a9	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
d6121b4d20a476683730113324427707	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
45242afa61374a0cf408f0bf5d0d87c8	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
a42d4fad01b9684cd69c7b015644085d	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
22d4f6f0af97d35bcc65cbca7695a770	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
b500d9c099a3eaf04e0d828fcde4b61f	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
d56f5b57a50f5af6b5114ad63cd815f6	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	unassigned	unassigned	non-core				
6ebc1038fd74e8f680b1cbc1dea8283e	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
278e4900b596912977d9b251b3e53940	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	unassigned	unassigned	non-core				
b9825c0774f4f03dac5616b83b4cbda1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
cc20e03ccc33b221939f187d4b42d655	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
ed5092514a26d3ee312893d375fd28cb	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
a9d1b107f69a0c8eaddb23a79e41859b	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
65077bf310b21fd0aa069cd0d5ed82fb	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
857ea7cf1e3c7ee7ebd74b4d2318ae4c	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
b480055b4ad6c59b5d26400b1c3cb46b	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
99dc37f1c1a3bd5d617f221712a447ba	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
d96cbb1f848249ba214fb949ff5c0449	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
27c4f83bc902302f766fd830b65ec356	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
270c0b028598f34004cb8c43fd3a3ad9	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
48d870059fd03f30ec7dafd8a0fae97c	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	unassigned	unassigned	non-core				
3ae1f99ed756e5e0cb070408df92a00c	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
2375a65dd2d004659614bb3ac9e1acd8	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
f3f468837e16da09aca693df07d36f8e	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
d30ec9bf3e64a564120cb14fa49c6b6d	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
c9e0edb7fc534863e29225a09ba4d319	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
a8e886eadf0d8b1b818e356ac3bd2f15	d__Bacteria	p__Chloroflexi	c__Anaerolineae	unassigned	unassigned	non-core				
9580c49672537ae058b4160bb929fb45	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
562e48fa2cc704db6e67162358a0b085	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
f02b89338f239431aeb7640544f1b823	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	unassigned	unassigned	non-core				
2ab02a9526e4580a568f875c58376206	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
4d168baac51c197948225648e5d0e713	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
1651e0241f158073a41c71f624519b95	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
4908b20ac41de7ef214b2066b5e4cf62	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	unassigned	unassigned	non-core				
7575ac1c69eeb213a904d66d8bb836fb	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
a9d022dda52e388bc42a5b669be540b1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
ad603395799882f6b758ffe17e5fddc8	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
94503b3b6ec0d12d505e03c87cf24fcb	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	unassigned	unassigned	non-core				
7f9b7aa04fa9db5aee6bb92dc09a65f1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
161bdd5d1dc20e40a6a7439e1b3fc949	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	unassigned	unassigned	non-core				
51d5bdf1517e698ab52e01244e038c82	d__Bacteria	p__Chloroflexi	c__Anaerolineae	unassigned	unassigned	non-core				
bd1758996c1bc0b6a72a3fe25996f5c6	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
9ef27c4100060e283f2e409019488350	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
e0b1cd211e882b3cc9708803bdb68886	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
67b904be090d3b434a062542205c2208	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
a5ed37ee9ecbe666a58f1eb1d8b28173	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	unassigned	unassigned	non-core				
c8c403361ebd68d15c9547c7eb461126	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
e2f5f130192d1e4c5c584c23441f019e	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
6ef657b1a32be54b73f26846d9ca45af	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
44a3873fc18e676b73b07d867c3ebd9c	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
c8670efcdd687d30ed4b6d5e7eb35e3e	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
076119e36b2fb1a46b31c77a275b8a36	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
d3b5a843d0565c52e625301cfa120468	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
81fd680d216eb9edda95fc26e3204ee1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
023a0c577bdfa8f1fd3b5af0e56291ec	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
344c6808e61bc672be3c59a169568822	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
7b8816fbb54c3dba3a48c696f96d896a	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
dac6b11fa5bef010bb936a6feceefb41	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
ddaa59a72161cb9b71aa890cef97a82d	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
2d0113cac99a8e466a6b89c64b511a96	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
0f43d870a11656fd65d32b8f7928bc30	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
d3f6b35582b3e573d608b1ba3f83b9bf	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
7bf322f8308898dad3c8c7f61848f185	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
e3c8a73d7cb709842b4861f84f162452	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
0542390e0e6184be76d5e1e922af9348	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
d8f42782054e7a5e7c1c0b9ec9da3a7e	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
03a2a38fbbd08254ffda11b9bff53d65	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
f019e416f6aaa18679f37052193364a9	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
5becf3ab3840ca16eef5c37b0edecd45	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
0736c639514a3cf46331fefc41d17716	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
bdb4fc403707e8a5b3f7b14ff980f444	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
1ea6e1ef5c913c39b014e0ac81472ae1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
392f353d986ead6b6346dff4d3b4fba9	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
0d566d77ba761ed224c4a7011b708bc5	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
c5c5cee26f35e15589098a0a019e1c0c	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
052a0c6b69adf4af66b63fb9ac5bf2ad	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
9021faed26b9a0981e0a2bb1857388e0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
cc0d7df8c4ff4d0173de34ca65d1e2bd	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
64889c313df9228025d9d7779ca7a0b7	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
c2f0350edd447e7872e01c68273b8528	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
1db8e7c8a558a849cec81ba4d1bbaa07	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
3e81b234414abba376eef6e05bff1a55	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
17574cee8705c6ca7ed455804ec5d900	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
3ace27bce2388d54f2705c8dc7b34a87	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
7c8282d6f6f7248e3ea829af75de7aa7	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
2daae923a99665bd5476e5a68a91842f	d__Bacteria	p__Firmicutes	c__Bacilli	unassigned	unassigned	non-core				
e99a7e55bf9d524b9065e9bd5d5b897b	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
43bdb8353b3e028d26fdb1deaa34d4e5	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	unassigned	unassigned	non-core				
5d2954fbde3386f831e1844a361a467c	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	unassigned	unassigned	non-core				
7db032dff1c864dbeb18d554a0fa1bf0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
0cb0d71e560beb494bb6cf089924ddbd	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	unassigned	unassigned	non-core				
c1af2b70fa98557f2bc92efd25c9b67e	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
bfee4527c29a4a1266b243a4a37225f0	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	unassigned	unassigned	non-core				
5ca04cc4f800ca9a9dd5c43f3b6c915b	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
de6d39d19a984117ae14edf2c1379530	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	unassigned	unassigned	non-core				
