FeatureID	ECOGEN2025_BC001_F1_18S-R1	ECOGEN2025_BC002_F1_18S-R1	ECOGEN2025_BC003_F1_18S-R1	ECOGEN2025_BC004_F1_18S-R1	ECOGEN2025_BC005_F1_18S-R1	ECOGEN2025_BC006_F1_18S-R1	ECOGEN2025_BC007_F1_18S-R1	ECOGEN2025_BC008_F1_18S-R1	ECOGEN2025_BC010_F1_18S-R1	ECOGEN2025_BC011_F1_18S-R1	ECOGEN2025_BC012_F1_18S-R1	ECOGEN2025_BC014_F1_18S-R1	ECOGEN2025_BC015_F1_18S-R1	ECOGEN2025_BC016_F1_18S-R1	ECOGEN2025_BC017_F1_18S-R1	ECOGEN2025_BC018_F1_18S-R1	ECOGEN2025_BC019_F1_18S-R1	ECOGEN2025_BC020_F1_18S-R1	ECOGEN2025_BC021_F1_18S-R1	ECOGEN2025_BC022_F1_18S-R1	ECOGEN2025_BC023_F1_18S-R1	ECOGEN2025_BC024_F1_18S-R1	ECOGEN2025_BC025_F1_18S-R1	ECOGEN2025_BC026_F1_18S-R1	ECOGEN2025_BC027_F1_18S-R1	ECOGEN2025_BC028_F1_18S-R1_18S-18S	ECOGEN2025_BC028_F1_18S-R1	ECOGEN2025_BC029_F1_18S-R1	ECOGEN2025_BC030_F1_18S-R1	ECOGEN2025_BC031_F1_18S-R1	ECOGEN2025_BC032_F1_18S-R1	ECOGEN2025_BC034_F1_18S-R1	ECOGEN2025_BC035_F1_18S-R1	ECOGEN2025_BC036_F1_18S-R1	ECOGEN2025_BC037_F1_18S-R1	ECOGEN2025_BC038_F1_18S-R1	ECOGEN2025_BC039_F1_18S-R1	ECOGEN2025_BC040_F1_18S-R1	ECOGEN2025_BC041_F1_18S-R1	ECOGEN2025_BC042_F1_18S-R1	ECOGEN2025_BC043_F1_18S-R1	ECOGEN2025_BC045_F1_18S-R1	ECOGEN2025_BC046_F1_18S-R1	ECOGEN2025_BC047_F1_18S-R1	ECOGEN2025_BC048_F1_18S-R1	ECOGEN2025_BC049_F1_18S-R1	ECOGEN2025_BC050_F1_18S-R1	ECOGEN2025_BC051_F1_18S-R1	ECOGEN2025_BC052_F1_18S-R1	ECOGEN2025_BC053_F1_18S-R1	ECOGEN2025_BC054_F1_18S-R1	ECOGEN2025_BC055_F1_18S-R1	ECOGEN2025_BC056_F1_18S-R1	ECOGEN2025_BC057_F1_18S-R1	ECOGEN2025_BC058_F1_18S-R1	ECOGEN2025_BC059_F1_18S-R1	ECOGEN2025_BC060_F1_18S-R1	ECOGEN2025_BC061_F1_18S-R1	ECOGEN2025_BC062_F1_18S-R1	ECOGEN2025_BC063_F1_18S-R1	ECOGEN2025_BC064_F1_18S-R1	ECOGEN2025_BC065_F1_18S-R1	ECOGEN2025_BC066_F1_18S-R1	ECOGEN2025_BC068_F1_18S-R1	ECOGEN2025_BC069_F1_18S-R1	ECOGEN2025_BC070_F1_18S-R1	ECOGEN2025_BC071_F1_18S-R1	ECOGEN2025_BC072_F1_18S-R1	ECOGEN2025_BC073_F1_18S-R1	ECOGEN2025_BC074_F1_18S-R1	ECOGEN2025_BC075_F1_18S-R1	ECOGEN2025_BC076_F1_18S-R1	ECOGEN2025_BC077_F1_18S-R1	ECOGEN2025_BC078_F1_18S-R1	ECOGEN2025_BC079_F1_18S-R1	ECOGEN2025_BC080_F1_18S-R1	ECOGEN2025_BC081_F1_18S-R1	ECOGEN2025_BC082_F1_18S-R1	ECOGEN2025_BC084_F1_18S-R1	ECOGEN2025_BC085_F1_18S-R1	ECOGEN2025_BC086_F1_18S-R1	ECOGEN2025_BC087_F1_18S-R1	ECOGEN2025_BC088_F1_18S-R1	ECOGEN2025_BC089_F1_18S-R1	ECOGEN2025_BC090_F1_18S-R1	ECOGEN2025_BC091_F1_18S-R1	ECOGEN2025_BC092_F1_18S-R1	ECOGEN2025_BC093_F1_18S-R1	ECOGEN2025_BC094_F1_18S-R1	ECOGEN2025_BC095_F1_18S-R1	ECOGEN2025_BC096_F1_18S-R1
f1426db505d5a367ad8aff02b567a3fa	4	0	0	0	0	3	0	14	8	0	0	0	33084	119	62	231	0	0	0	0	0	20	0	14567	0	18744	18744	0	0	0	0	188	0	5	0	0	3	0	0	0	0	3	2	0	0	0	0	0	3	0	3	9	0	0	8	10	4	4	4	10	0	0	63	0	5	0	7	0	0	0	0	0	0	4	7	13	0	13	11	6	9	0	11	6	18	8	9	0	0	10	16
fe2ae0e3acc2445e43535480f07a7478	5	0	6	0	0	3	0	0	8	0	0	0	30	23	0	29530	0	0	0	5	16	20920	0	2006	18	25	25	0	0	13	106	28	0	9	0	0	0	10	5	2	0	0	0	0	6	0	3	0	0	0	2	0	9	0	7	0	0	3	12	14	13	0	0	7	0	0	12	6	0	0	0	0	5	9	10	9	6	12	8	10	0	0	12	6	0	0	0	0	11	0	13
14ec1c99046fe496abbf6031def304f6	0	0	0	0	0	0	6	0	0	4	0	0	4767	5734	372	63	30	86	644	7	49	35	100	340	481	838	838	0	33	161	128	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08eca7bd669acac610935c5350467d24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12724	0	0	0	0	0	0	60	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
1790b750f31e7f9617e3659111cc4bb5	0	0	0	0	0	0	0	0	3	0	0	0	5	5	3	0	0	5	0	0	0	11639	0	0	0	8	8	0	0	0	62	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	2
dc56bcfd00332a7f51d10fcbb04e541d	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2650	3013	0	0	0	0	0	2580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f6df0581ddbe04cbc05b1d9662f0647b	0	4	0	0	0	0	0	0	0	0	0	0	0	8113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0
3c8fe547e130961bd171f708d8302565	0	0	0	0	0	0	0	0	0	0	0	0	0	311	538	129	118	342	2781	0	0	131	918	88	595	85	85	10	410	1375	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	6	4	0	0	0	7
e1cd56ed80db9fc43e43b08f8c0e8b57	0	0	0	0	0	0	0	0	0	0	0	0	38	6311	383	41	0	46	575	0	22	0	125	37	0	0	0	0	31	78	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6fededa1bd8368fbd8b38913afe8a60c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	53	0	5087	0	58	0	5	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ad01e7deb76f72888389036367bee041	0	0	0	0	0	0	0	0	0	0	0	0	3113	0	437	0	0	0	175	0	0	0	173	159	0	0	0	0	0	1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0961f4d95b9865420addca0e758bf6da	0	0	0	0	0	0	0	0	0	0	0	0	15	144	150	62	771	405	255	0	717	23	252	21	202	8	8	0	705	98	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
59916c3c744cf392d846ef5dc64658db	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	3580	0	0	0	94	0	0	0	0	11	0	55	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5be95cd858048f196ed30d4a4c1f8ab5	0	0	0	0	0	0	0	0	0	0	0	0	14	363	137	36	242	162	122	0	272	19	108	8	336	9	9	0	379	111	1192	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
b9f840b3383663c10d0c4b54c5fe0e61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3228	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51b091edff3ed579a1dcc7809591aa9e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	1521	0	0	0	0	0	116	0	17	0	0	0	1145	93	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154cf0122481511cf197b412c75aab65	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2937	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ea1919bb83227f8fa71a205e8229b4c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	2409	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43678721a59039ec18abac5f24a150c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2010	0	0	0	0	0	800	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
efeac878ff6ffb4c493e8b419ea688c1	0	0	0	0	0	0	0	0	0	0	0	0	506	34	402	148	28	30	383	0	32	79	143	223	15	282	282	0	42	46	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9311abf8465cccc309fbad61e50a5094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42d179c5335076ad325f93c3d464318f	0	0	0	0	0	0	0	0	0	0	0	0	267	314	236	66	0	133	134	0	38	31	250	76	77	20	20	0	138	272	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42163ce7649c98400b3a572ef59ac9df	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	786	0	28	0	944	0	29	0	13	0	0	0	502	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
7a92c83b04e6b955aa18a28f8df2f0c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
6dd99c6496df7f40c3636c475051a909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	156	460	0	148	0	950	63	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3b85ad442bf4374cedb69c3f35f96bc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	26	1814	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d727c33ae5c350e2f62a03bec4a82922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	1977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6f2a566e9b7cc99e655ecc7f8e227ad8	0	0	0	0	0	0	0	0	0	0	0	0	613	0	680	46	0	0	0	0	0	0	0	363	0	125	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d213cd752e26961dd820b89a3a7a6390	0	0	0	0	0	0	0	0	0	0	0	0	168	0	542	1038	0	36	0	0	87	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519541677bce274e711740ee3d5e7065	0	0	0	0	0	0	0	0	0	0	0	0	28	219	62	0	40	28	639	0	22	0	196	17	48	33	33	0	381	142	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bc625071999e37d4f74269279af006fb	0	0	0	0	0	0	0	0	0	0	0	0	9	0	862	506	0	0	0	0	0	370	0	30	0	39	39	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
28cb3259b263b6cba22aca68e5fd21e0	0	0	0	0	0	0	0	0	0	0	0	0	23	41	101	103	14	37	303	0	46	0	184	44	23	20	20	0	534	78	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
733e5ae65f996616caf0aa9d9ed83709	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	147	101	87	0	37	0	62	0	96	0	0	0	829	72	86	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
9eb387695b97fc30ab6cecc6a557ce33	0	0	0	0	0	0	0	0	0	0	0	0	59	443	0	0	7	299	30	0	0	0	24	0	201	14	14	0	53	33	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
e5be0ea7c2a19a0d8023582a9a4aa5d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1650	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
942715bd1378e3b2b15eb9496712fcd8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1439	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b51e1ddde2e64e5906cb0b6dc34455d8	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	118	352	0	126	0	355	32	49	0	19	0	0	0	398	40	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35f49f2393793b1d62009f521f3ef113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680	0	0	0	0	0	0	852	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b07d4fca77be6a34d1f39bc4853f225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924	0	0	0	0	0	0	565	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a25659049eaec7b7e9606adee159043	0	0	0	0	0	0	0	0	0	0	0	0	581	0	0	24	0	0	89	0	0	7	0	233	0	230	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ad441af3408c6a41707d57355f3adc2a	0	0	0	0	0	0	0	0	0	0	0	0	25	0	985	0	0	0	227	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31058ad2d5def4c3c8e342c441c0b8df	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	36	0	0	0	0	35	0	850	35	35	0	0	72	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acdb4ecf547dd4a3503777db390b9862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e6f3295b85911c482f7b986573057dc9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1170	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fa728931c51e72b353192e3069375057	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	178	0	73	0	53	0	27	0	8	0	0	0	763	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254d863d2201ac61f7110dfe2a1fac30	0	0	0	0	0	0	0	0	0	0	0	0	0	187	41	50	17	170	38	2	16	19	17	0	201	0	0	0	18	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35fb8bf042b79f2cf59fe67a44ec544f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	63	0	0	431	0	0	0	422	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1d8fdcfaae5f9850eb2c6ae58810d80b	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	120	0	149	0	78	0	79	0	0	0	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e43568a914c39351a4c95b4ad143805a	0	0	0	0	0	0	0	0	0	0	0	0	53	0	117	0	0	67	278	0	18	0	44	37	23	20	20	0	39	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70b6adf21bc0aa7d802ccb50d31078bc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	0	0	0	225	0	0	0	4	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8c2fd97803a95f7f0f991a5b759272bf	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	54	115	0	0	76	0	0	0	126	0	0	0	49	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
df32a435c3e233e9f55f2a4d317ae4b9	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	23	792	0	20	12	0	13	4	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63e6ddbad7256d424149aefc334f80be	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	19	251	0	39	0	175	29	84	0	0	0	0	0	105	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63653218c47b9cab1998d7028fa61a16	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	65	0	0	0	0	0	0	771	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3a33751397a6e14eb63d5ba9a56ef505	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	198	100	0	0	225	0	0	0	54	0	0	0	56	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0d8c890f3767880784dcfb0ff1599f98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	213	0	0	110	0	0	0	37	33	0	0	0	0	184	173	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cd17868ea87cf0ac00b3425cd7fc47e0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	859	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6a0ff49db9420c5d2cc080875d94048a	0	0	0	0	0	0	0	0	0	0	0	0	26	0	73	0	0	0	560	0	0	9	17	14	0	57	57	7	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
